code,description
LAB_skatmvialt_13_Q34,Tax-deductible maintenance payments - 34th percentile
LAB_skatmvialt_13_Q35,Tax-deductible maintenance payments - 35th percentile
LAB_skatmvialt_13_Q36,Tax-deductible maintenance payments - 36th percentile
LAB_skatmvialt_13_Q37,Tax-deductible maintenance payments - 37th percentile
LAB_skatmvialt_13_Q38,Tax-deductible maintenance payments - 38th percentile
LAB_skatmvialt_13_Q39,Tax-deductible maintenance payments - 39th percentile
LAB_skatmvialt_13_Q40,Tax-deductible maintenance payments - 40th percentile
LAB_skatmvialt_13_Q41,Tax-deductible maintenance payments - 41th percentile
LAB_skatmvialt_13_Q42,Tax-deductible maintenance payments - 42th percentile
LAB_skatmvialt_13_Q43,Tax-deductible maintenance payments - 43th percentile
LAB_skatmvialt_13_Q44,Tax-deductible maintenance payments - 44th percentile
LAB_skatmvialt_13_Q45,Tax-deductible maintenance payments - 45th percentile
LAB_skatmvialt_13_Q46,Tax-deductible maintenance payments - 46th percentile
LAB_skatmvialt_13_Q47,Tax-deductible maintenance payments - 47th percentile
LAB_skatmvialt_13_Q48,Tax-deductible maintenance payments - 48th percentile
LAB_skatmvialt_13_Q49,Tax-deductible maintenance payments - 49th percentile
LAB_skatmvialt_13_Q50,Tax-deductible maintenance payments - 50th percentile
LAB_skatmvialt_13_Q51,Tax-deductible maintenance payments - 51th percentile
LAB_skatmvialt_13_Q52,Tax-deductible maintenance payments - 52th percentile
LAB_skatmvialt_13_Q53,Tax-deductible maintenance payments - 53th percentile
LAB_skatmvialt_13_Q54,Tax-deductible maintenance payments - 54th percentile
LAB_skatmvialt_13_Q55,Tax-deductible maintenance payments - 55th percentile
LAB_skatmvialt_13_Q56,Tax-deductible maintenance payments - 56th percentile
LAB_skatmvialt_13_Q57,Tax-deductible maintenance payments - 57th percentile
LAB_skatmvialt_13_Q58,Tax-deductible maintenance payments - 58th percentile
LAB_skatmvialt_13_Q59,Tax-deductible maintenance payments - 59th percentile
LAB_skatmvialt_13_Q60,Tax-deductible maintenance payments - 60th percentile
LAB_skatmvialt_13_Q61,Tax-deductible maintenance payments - 61th percentile
LAB_skatmvialt_13_Q62,Tax-deductible maintenance payments - 62th percentile
LAB_skatmvialt_13_Q63,Tax-deductible maintenance payments - 63th percentile
LAB_skatmvialt_13_Q64,Tax-deductible maintenance payments - 64th percentile
LAB_skatmvialt_13_Q65,Tax-deductible maintenance payments - 65th percentile
LAB_skatmvialt_13_Q66,Tax-deductible maintenance payments - 66th percentile
LAB_skatmvialt_13_Q67,Tax-deductible maintenance payments - 67th percentile
LAB_skatmvialt_13_Q68,Tax-deductible maintenance payments - 68th percentile
LAB_skatmvialt_13_Q69,Tax-deductible maintenance payments - 69th percentile
LAB_skatmvialt_13_Q70,Tax-deductible maintenance payments - 70th percentile
LAB_skatmvialt_13_Q71,Tax-deductible maintenance payments - 71th percentile
LAB_skatmvialt_13_Q72,Tax-deductible maintenance payments - 72th percentile
LAB_skatmvialt_13_Q73,Tax-deductible maintenance payments - 73th percentile
LAB_skatmvialt_13_Q74,Tax-deductible maintenance payments - 74th percentile
LAB_skatmvialt_13_Q75,Tax-deductible maintenance payments - 75th percentile
LAB_skatmvialt_13_Q76,Tax-deductible maintenance payments - 76th percentile
LAB_skatmvialt_13_Q77,Tax-deductible maintenance payments - 77th percentile
LAB_skatmvialt_13_Q78,Tax-deductible maintenance payments - 78th percentile
LAB_skatmvialt_13_Q79,Tax-deductible maintenance payments - 79th percentile
LAB_skatmvialt_13_Q80,Tax-deductible maintenance payments - 80th percentile
LAB_skatmvialt_13_Q81,Tax-deductible maintenance payments - 81th percentile
LAB_skatmvialt_13_Q82,Tax-deductible maintenance payments - 82th percentile
LAB_skatmvialt_13_Q83,Tax-deductible maintenance payments - 83th percentile
LAB_skatmvialt_13_Q84,Tax-deductible maintenance payments - 84th percentile
LAB_skatmvialt_13_Q85,Tax-deductible maintenance payments - 85th percentile
LAB_skatmvialt_13_Q86,Tax-deductible maintenance payments - 86th percentile
LAB_skatmvialt_13_Q87,Tax-deductible maintenance payments - 87th percentile
LAB_skatmvialt_13_Q88,Tax-deductible maintenance payments - 88th percentile
LAB_skatmvialt_13_Q89,Tax-deductible maintenance payments - 89th percentile
LAB_skatmvialt_13_Q90,Tax-deductible maintenance payments - 90th percentile
LAB_skatmvialt_13_Q91,Tax-deductible maintenance payments - 91th percentile
LAB_skatmvialt_13_Q92,Tax-deductible maintenance payments - 92th percentile
LAB_skatmvialt_13_Q93,Tax-deductible maintenance payments - 93th percentile
LAB_skatmvialt_13_Q94,Tax-deductible maintenance payments - 94th percentile
LAB_skatmvialt_13_Q95,Tax-deductible maintenance payments - 95th percentile
LAB_skatmvialt_13_Q96,Tax-deductible maintenance payments - 96th percentile
LAB_skatmvialt_13_Q97,Tax-deductible maintenance payments - 97th percentile
LAB_skatmvialt_13_Q98,Tax-deductible maintenance payments - 98th percentile
LAB_skatmvialt_13_Q99,Tax-deductible maintenance payments - 99th percentile
LAB_skatmvialt_13_Q100,Tax-deductible maintenance payments - 100th percentile
