code,description
HEA_atc_A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
HEA_atc_A02BX01,carbenoxolone
HEA_atc_A02BX02,sucralfate
HEA_atc_A02BX03,pirenzepine
HEA_atc_A02BX04,methiosulfonium chloride
HEA_atc_A02BX05,bismuth subcitrate
HEA_atc_A02BX06,proglumide
HEA_atc_A02BX07,gefarnate
HEA_atc_A02BX08,sulglicotide
HEA_atc_A02BX09,acetoxolone
HEA_atc_A02BX10,zolimidine
HEA_atc_A02BX11,troxipide
HEA_atc_A02BX12,bismuth subnitrate
HEA_atc_A02BX13,alginic acid
HEA_atc_A02BX14,rebamipide
HEA_atc_A02BX51,"carbenoxolone, combinations excl. psycholeptics"
HEA_atc_A02BX71,"carbenoxolone, combinations with psycholeptics"
HEA_atc_A02BX77,"gefarnate, combinations with psycholeptics"
HEA_atc_A02X,OTHER DRUGS FOR ACID RELATED DISORDERS
HEA_atc_A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
HEA_atc_A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
HEA_atc_A03AA,"Synthetic anticholinergics, esters with tertiary amino group"
HEA_atc_A03AA01,oxyphencyclimine
HEA_atc_A03AA03,camylofin
HEA_atc_A03AA04,mebeverine
HEA_atc_A03AA05,trimebutine
HEA_atc_A03AA06,rociverine
HEA_atc_A03AA07,dicycloverine
HEA_atc_A03AA08,dihexyverine
HEA_atc_A03AA09,difemerine
HEA_atc_A03AA30,piperidolate
HEA_atc_A03AB,"Synthetic anticholinergics, quaternary ammonium compounds"
HEA_atc_A03AB01,benzilone
HEA_atc_A03AB02,glycopyrronium bromide
HEA_atc_A03AB03,oxyphenonium
HEA_atc_A03AB04,penthienate
HEA_atc_A03AB05,propantheline
HEA_atc_A03AB06,otilonium bromide
HEA_atc_A03AB07,methantheline
HEA_atc_A03AB08,tridihexethyl
HEA_atc_A03AB09,isopropamide
HEA_atc_A03AB10,hexocyclium
HEA_atc_A03AB11,poldine
HEA_atc_A03AB12,mepenzolate
HEA_atc_A03AB13,bevonium
HEA_atc_A03AB14,pipenzolate
HEA_atc_A03AB15,diphemanil
HEA_atc_A03AB16,(2-benzhydryloxyethyl)diethyl-methylammonium iodide
HEA_atc_A03AB17,tiemonium iodide
HEA_atc_A03AB18,prifinium bromide
HEA_atc_A03AB19,timepidium bromide
HEA_atc_A03AB21,fenpiverinium
HEA_atc_A03AB53,"oxyphenonium, combinations"
HEA_atc_A03AC,"Synthetic antispasmodics, amides with tertiary amines"
HEA_atc_A03AC02,dimethylaminopropionylphenothiazine
HEA_atc_A03AC04,nicofetamide
HEA_atc_A03AC05,tiropramide
HEA_atc_A03AD,Papaverine and derivatives
HEA_atc_A03AD01,papaverine
HEA_atc_A03AD02,drotaverine
HEA_atc_A03AD30,moxaverine
HEA_atc_A03AE,Serotonin receptor antagonists
HEA_atc_A03AE01,alosetron
HEA_atc_A03AE03,cilansetron
HEA_atc_A03AX,Other drugs for functional gastrointestinal disorders
HEA_atc_A03AX01,fenpiprane
HEA_atc_A03AX02,diisopromine
HEA_atc_A03AX03,chlorbenzoxamine
HEA_atc_A03AX04,pinaverium
HEA_atc_A03AX05,fenoverine
HEA_atc_A03AX06,idanpramine
HEA_atc_A03AX07,proxazole
HEA_atc_A03AX08,alverine
HEA_atc_A03AX09,trepibutone
HEA_atc_A03AX10,isometheptene
HEA_atc_A03AX11,caroverine
HEA_atc_A03AX12,phloroglucinol
HEA_atc_A03AX13,silicones
HEA_atc_A03AX14,valethamate
HEA_atc_A03AX15,menthae piperitae aetheroleum
HEA_atc_A03AX30,trimethyldiphenylpropylamine
HEA_atc_A03AX58,"alverine, combinations"
HEA_atc_A03B,"BELLADONNA AND DERIVATIVES, PLAIN"
HEA_atc_A03BA,"Belladonna alkaloids, tertiary amines"
HEA_atc_A03BA01,atropine
HEA_atc_A03BA03,hyoscyamine
HEA_atc_A03BA04,belladonna total alkaloids
HEA_atc_A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds"
HEA_atc_A03BB01,butylscopolamine
HEA_atc_A03BB02,methylatropine
HEA_atc_A03BB03,methylscopolamine
HEA_atc_A03BB04,fentonium
HEA_atc_A03BB05,cimetropium bromide
HEA_atc_A03BB06,homatropine methylbromide
HEA_atc_A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS
HEA_atc_A03CA,Synthetic anticholinergic agents in combination with psycholeptics
HEA_atc_A03CA01,isopropamide and psycholeptics
HEA_atc_A03CA02,clidinium and psycholeptics
HEA_atc_A03CA03,oxyphencyclimine and psycholeptics
HEA_atc_A03CA04,otilonium bromide and psycholeptics
HEA_atc_A03CA05,glycopyrronium bromide and psycholeptics
HEA_atc_A03CA06,bevonium and psycholeptics
HEA_atc_A03CA07,ambutonium and psycholeptics
HEA_atc_A03CA08,diphemanil and psycholeptics
HEA_atc_A03CA09,pipenzolate and psycholeptics
HEA_atc_A03CA30,emepronium and psycholeptics
HEA_atc_A03CA34,propantheline and psycholeptics
HEA_atc_A03CB,Belladonna and derivatives in combination with psycholeptics
HEA_atc_A03CB01,methylscopolamine and psycholeptics
HEA_atc_A03CB02,belladonna total alkaloids and psycholeptics
HEA_atc_A03CB03,atropine and psycholeptics
HEA_atc_A03CB04,homatropine methylbromide and psycholeptics
HEA_atc_A03CB31,hyoscyamine and psycholeptics
HEA_atc_A03CC,Other antispasmodics in combination with psycholeptics
HEA_atc_A03D,ANTISPASMODICS IN COMBINATION WITH ANALGESICS
HEA_atc_A03DA,Synthetic anticholinergic agents in combination with analgesics
HEA_atc_A03DA01,tropenzilone and analgesics
HEA_atc_A03DA02,pitofenone and analgesics
HEA_atc_A03DA03,bevonium and analgesics
HEA_atc_A03DA04,ciclonium and analgesics
HEA_atc_A03DA05,camylofin and analgesics
HEA_atc_A03DA06,trospium and analgesics
HEA_atc_A03DA07,tiemonium iodide and analgesics
HEA_atc_A03DB,Belladonna and derivatives in combination with analgesics
HEA_atc_A03DB04,butylscopolamine and analgesics
HEA_atc_A03DC,Other antispasmodics in combination with analgesics
HEA_atc_A03E,ANTISPASMODICS AND ANTICHOLINERGICS IN COMBINATION WITH OTHER DRUGS
HEA_atc_A03EA,"Antispasmodics, psycholeptics and analgesics in combination"
HEA_atc_A03ED,Antispasmodics in combination with other drugs
HEA_atc_A03F,PROPULSIVES
HEA_atc_A03FA,Propulsives
HEA_atc_A03FA01,metoclopramide
HEA_atc_A03FA02,cisapride
HEA_atc_A03FA03,domperidone
HEA_atc_A03FA04,bromopride
HEA_atc_A03FA05,alizapride
HEA_atc_A03FA06,clebopride
HEA_atc_A03FA07,itopride
HEA_atc_A03FA08,cinitapride
HEA_atc_A03FA09,mosapride
HEA_atc_A04,ANTIEMETICS AND ANTINAUSEANTS
HEA_atc_A04A,ANTIEMETICS AND ANTINAUSEANTS
HEA_atc_A04AA,Serotonin (5HT3) antagonists
HEA_atc_A04AA01,ondansetron
HEA_atc_A04AA02,granisetron
HEA_atc_A04AA03,tropisetron
HEA_atc_A04AA04,dolasetron
HEA_atc_A04AA05,palonosetron
HEA_atc_A04AA55,"palonosetron, combinations"
HEA_atc_A04AD,Other antiemetics
HEA_atc_A04AD01,scopolamine
HEA_atc_A04AD02,cerium oxalate
HEA_atc_A04AD04,chlorobutanol
HEA_atc_A04AD05,metopimazine
HEA_atc_A04AD10,dronabinol
HEA_atc_A04AD11,nabilone
HEA_atc_A04AD12,aprepitant
HEA_atc_A04AD13,casopitant
HEA_atc_A04AD14,rolapitant
HEA_atc_A04AD51,"scopolamine, combinations"
HEA_atc_A04AD54,"chlorobutanol, combinations"
HEA_atc_A05,BILE AND LIVER THERAPY
HEA_atc_A05A,BILE THERAPY
HEA_atc_A05AA,Bile acids and derivatives
HEA_atc_A05AA01,chenodeoxycholic acid
HEA_atc_A05AA02,ursodeoxycholic acid
HEA_atc_A05AA03,cholic acid
HEA_atc_A05AA04,obeticholic acid
HEA_atc_A05AB,Preparations for biliary tract therapy
HEA_atc_A05AB01,nicotinyl methylamide
HEA_atc_A05AX,Other drugs for bile therapy
HEA_atc_A05AX01,piprozolin
HEA_atc_A05AX02,hymecromone
HEA_atc_A05AX03,cyclobutyrol
HEA_atc_A05B,"LIVER THERAPY, LIPOTROPICS"
HEA_atc_A05BA,Liver therapy
HEA_atc_A05BA01,arginine glutamate
HEA_atc_A05BA03,silymarin
HEA_atc_A05BA04,citiolone
HEA_atc_A05BA05,epomediol
HEA_atc_A05BA06,ornithine oxoglurate
HEA_atc_A05BA07,tidiacic arginine
HEA_atc_A05BA08,glycyrrhizic acid
HEA_atc_A05BA09,metadoxine
HEA_atc_A05C,DRUGS FOR BILE THERAPY AND LIPOTROPICS IN COMBINATION
HEA_atc_A06,DRUGS FOR CONSTIPATION
HEA_atc_A06A,DRUGS FOR CONSTIPATION
HEA_atc_A06AA,"Softeners, emollients"
HEA_atc_A06AA01,liquid paraffin
HEA_atc_A06AA02,docusate sodium
HEA_atc_A06AA51,"liquid paraffin, combinations"
HEA_atc_A06AB,Contact laxatives
HEA_atc_A06AB01,oxyphenisatine
HEA_atc_A06AB02,bisacodyl
HEA_atc_A06AB03,dantron
HEA_atc_A06AB04,phenolphthalein
HEA_atc_A06AB05,castor oil
HEA_atc_A06AB06,senna glycosides
HEA_atc_A06AB07,cascara
HEA_atc_A06AB08,sodium picosulfate
HEA_atc_A06AB09,bisoxatin
HEA_atc_A06AB20,contact laxatives in combination
HEA_atc_A06AB30,contact laxatives in combination with belladonna alkaloids
HEA_atc_A06AB52,"bisacodyl, combinations"
HEA_atc_A06AB53,"dantron, combinations"
HEA_atc_A06AB56,"senna glycosides, combinations"
HEA_atc_A06AB57,"cascara, combinations"
HEA_atc_A06AB58,"sodium picosulfate, combinations"
HEA_atc_A06AC,Bulk-forming laxatives
HEA_atc_A06AC01,ispaghula (psylla seeds)
HEA_atc_A06AC02,ethulose
HEA_atc_A06AC03,sterculia
HEA_atc_A06AC05,linseed
HEA_atc_A06AC06,methylcellulose
HEA_atc_A06AC07,triticum (wheat fibre)
HEA_atc_A06AC08,polycarbophil calcium
HEA_atc_A06AC51,"ispaghula, combinations"
HEA_atc_A06AC53,"sterculia, combinations"
HEA_atc_A06AC55,"linseed, combinations"
HEA_atc_A06AD,Osmotically acting laxatives
HEA_atc_A06AD01,magnesium carbonate
HEA_atc_A06AD02,magnesium oxide
HEA_atc_A06AD03,magnesium peroxide
HEA_atc_A06AD04,magnesium sulfate
HEA_atc_A06AD10,mineral salts in combination
HEA_atc_A06AD11,lactulose
HEA_atc_A06AD12,lactitol
HEA_atc_A06AD13,sodium sulfate
HEA_atc_A06AD14,pentaerithrityl
HEA_atc_A06AD15,macrogol
HEA_atc_A06AD16,mannitol
HEA_atc_A06AD17,sodium phosphate
HEA_atc_A06AD18,sorbitol
HEA_atc_A06AD19,magnesium citrate
HEA_atc_A06AD21,sodium tartrate
HEA_atc_A06AD61,"lactulose, combinations"
HEA_atc_A06AD65,"macrogol, combinations"
HEA_atc_A06AG,Enemas
HEA_atc_A06AG01,sodium phosphate
HEA_atc_A06AG02,bisacodyl
HEA_atc_A06AG03,"dantron, incl. combinations"
HEA_atc_A06AG04,glycerol
HEA_atc_A06AG06,oil
HEA_atc_A06AG07,sorbitol
HEA_atc_A06AG10,"docusate sodium, incl. combinations"
HEA_atc_A06AG11,"sodium lauryl sulfoacetate, incl. combinations"
HEA_atc_A06AG20,combinations
HEA_atc_A06AH,Peripheral opioid receptor antagonists
HEA_atc_A06AH01,methylnaltrexone bromide
HEA_atc_A06AH02,alvimopan
HEA_atc_A06AH03,naloxegol
HEA_atc_A06AH04,naloxone
HEA_atc_A06AH05,naldemedine
HEA_atc_A06AX,Other drugs for constipation
HEA_atc_A06AX01,glycerol
HEA_atc_A06AX02,carbon dioxide producing drugs
HEA_atc_A06AX03,lubiprostone
HEA_atc_A06AX04,linaclotide
HEA_atc_A06AX05,prucalopride
HEA_atc_A06AX06,tegaserod
HEA_atc_A06AX07,plecanatide
HEA_atc_A06AX08,tenapanor
HEA_atc_A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS"
HEA_atc_A07A,INTESTINAL ANTIINFECTIVES
HEA_atc_A07AA,Antibiotics
HEA_atc_A07AA01,neomycin
HEA_atc_A07AA02,nystatin
HEA_atc_A07AA03,natamycin
HEA_atc_A07AA04,streptomycin
HEA_atc_A07AA05,polymyxin B
HEA_atc_A07AA06,paromomycin
HEA_atc_A07AA07,amphotericin B
HEA_atc_A07AA08,kanamycin
HEA_atc_A07AA09,vancomycin
HEA_atc_A07AA10,colistin
HEA_atc_A07AA11,rifaximin
HEA_atc_A07AA12,fidaxomicin
HEA_atc_A07AA13,rifamycin
HEA_atc_A07AA51,"neomycin, combinations"
HEA_atc_A07AA54,"streptomycin, combinations"
HEA_atc_A07AB,Sulfonamides
HEA_atc_A07AB02,phthalylsulfathiazole
HEA_atc_A07AB03,sulfaguanidine
HEA_atc_A07AB04,succinylsulfathiazole
HEA_atc_A07AC,Imidazole derivatives
HEA_atc_A07AC01,miconazole
HEA_atc_A07AX,Other intestinal antiinfectives
HEA_atc_A07AX01,broxyquinoline
HEA_atc_A07AX02,acetarsol
HEA_atc_A07AX03,nifuroxazide
HEA_atc_A07AX04,nifurzide
HEA_atc_A07B,INTESTINAL ADSORBENTS
HEA_atc_A07BA,Charcoal preparations
HEA_atc_A07BA01,medicinal charcoal
HEA_atc_A07BA51,"medicinal charcoal, combinations"
HEA_atc_A07BB,Bismuth preparations
HEA_atc_A07BC,Other intestinal adsorbents
HEA_atc_A07BC01,pectin
HEA_atc_A07BC02,kaolin
HEA_atc_A07BC03,crospovidone
HEA_atc_A07BC04,attapulgite
HEA_atc_A07BC05,diosmectite
HEA_atc_A07BC30,combinations
HEA_atc_A07BC54,"attapulgite, combinations"
HEA_atc_A07C,ELECTROLYTES WITH CARBOHYDRATES
HEA_atc_A07CA,Oral rehydration salt formulations
HEA_atc_A07D,ANTIPROPULSIVES
HEA_atc_A07DA,Antipropulsives
HEA_atc_A07DA01,diphenoxylate
HEA_atc_A07DA02,opium
HEA_atc_A07DA03,loperamide
HEA_atc_A07DA04,difenoxin
HEA_atc_A07DA05,loperamide oxide
HEA_atc_A07DA06,eluxadoline
HEA_atc_A07DA52,"morphine, combinations"
HEA_atc_A07DA53,"loperamide, combinations"
HEA_atc_A07E,INTESTINAL ANTIINFLAMMATORY AGENTS
HEA_atc_A07EA,Corticosteroids acting locally
HEA_atc_A07EA01,prednisolone
HEA_atc_A07EA02,hydrocortisone
HEA_atc_A07EA03,prednisone
HEA_atc_A07EA04,betamethasone
HEA_atc_A07EA05,tixocortol
HEA_atc_A07EA06,budesonide
HEA_atc_A07EA07,beclometasone
HEA_atc_A07EB,"Antiallergic agents, excl. corticosteroids"
HEA_atc_A07EB01,cromoglicic acid
HEA_atc_A07EC,Aminosalicylic acid and similar agents
HEA_atc_A07EC01,sulfasalazine
HEA_atc_A07EC02,mesalazine
HEA_atc_A07EC03,olsalazine
HEA_atc_A07EC04,balsalazide
HEA_atc_A07F,ANTIDIARRHEAL MICROORGANISMS
HEA_atc_A07FA,Antidiarrheal microorganisms
HEA_atc_A07FA01,lactic acid producing organisms
HEA_atc_A07FA02,saccharomyces boulardii
HEA_atc_A07FA51,"lactic acid producing organisms, combinations"
HEA_atc_A07X,OTHER ANTIDIARRHEALS
HEA_atc_A07XA,Other antidiarrheals
HEA_atc_A07XA01,albumin tannate
HEA_atc_A07XA02,ceratonia
HEA_atc_A07XA03,calcium compounds
HEA_atc_A07XA04,racecadotril
HEA_atc_A07XA06,crofelemer
HEA_atc_A07XA51,"albumin tannate, combinations"
HEA_atc_A08,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS"
HEA_atc_A08A,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS"
HEA_atc_A08AA,Centrally acting antiobesity products
HEA_atc_A08AA01,phentermine
HEA_atc_A08AA02,fenfluramine
HEA_atc_A08AA03,amfepramone
HEA_atc_A08AA04,dexfenfluramine
HEA_atc_A08AA05,mazindol
HEA_atc_A08AA06,etilamfetamine
HEA_atc_A08AA07,cathine
HEA_atc_A08AA08,clobenzorex
HEA_atc_A08AA09,mefenorex
HEA_atc_A08AA10,sibutramine
HEA_atc_A08AA11,lorcaserin
HEA_atc_A08AA56,"ephedrine, combinations"
HEA_atc_A08AA62,bupropion and naltrexone
HEA_atc_A08AB,Peripherally acting antiobesity products
HEA_atc_A08AB01,orlistat
HEA_atc_A08AX,Other antiobesity drugs
HEA_atc_A08AX01,rimonabant
HEA_atc_A09,"DIGESTIVES, INCL. ENZYMES"
HEA_atc_A09A,"DIGESTIVES, INCL. ENZYMES"
HEA_atc_A09AA,Enzyme preparations
HEA_atc_A09AA01,diastase
HEA_atc_A09AA02,"multienzymes (lipase, protease etc.)"
HEA_atc_A09AA03,pepsin
HEA_atc_A09AA04,tilactase
HEA_atc_A09AB,Acid preparations
HEA_atc_A09AB01,glutamic acid hydrochloride
HEA_atc_A09AB02,betaine hydrochloride
HEA_atc_A09AB03,hydrochloric acid
HEA_atc_A09AB04,citric acid
HEA_atc_A09AC,"Enzyme and acid preparations, combinations"
HEA_atc_A09AC01,pepsin and acid preparations
HEA_atc_A09AC02,multienzymes and acid preparations
HEA_atc_A10,DRUGS USED IN DIABETES
HEA_atc_A10A,INSULINS AND ANALOGUES
HEA_atc_A10AB,"Insulins and analogues for injection, fast-acting"
HEA_atc_A10AB01,insulin (human)
HEA_atc_A10AB02,insulin (beef)
HEA_atc_A10AB03,insulin (pork)
HEA_atc_A10AB04,insulin lispro
HEA_atc_A10AB05,insulin aspart
HEA_atc_A10AB06,insulin glulisine
HEA_atc_A10AB30,combinations
HEA_atc_A10AC,"Insulins and analogues for injection, intermediate-acting"
HEA_atc_A10AC01,insulin (human)
HEA_atc_A10AC02,insulin (beef)
HEA_atc_A10AC03,insulin (pork)
HEA_atc_A10AC04,insulin lispro
HEA_atc_A10AC30,combinations
HEA_atc_A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting"
HEA_atc_A10AD01,insulin (human)
HEA_atc_A10AD02,insulin (beef)
HEA_atc_A10AD03,insulin (pork)
HEA_atc_A10AD04,insulin lispro
HEA_atc_A10AD05,insulin aspart
HEA_atc_A10AD06,insulin degludec and insulin aspart
HEA_atc_A10AD30,combinations
HEA_atc_A10AE,"Insulins and analogues for injection, long-acting"
HEA_atc_A10AE01,insulin (human)
HEA_atc_A10AE02,insulin (beef)
HEA_atc_A10AE03,insulin (pork)
HEA_atc_A10AE04,insulin glargine
HEA_atc_A10AE05,insulin detemir
HEA_atc_A10AE06,insulin degludec
HEA_atc_A10AE30,combinations
HEA_atc_A10AE54,insulin glargine and lixisenatide
HEA_atc_A10AE56,insulin degludec and liraglutide
HEA_atc_A10AF,Insulins and analogues for inhalation
HEA_atc_A10AF01,insulin (human)
HEA_atc_A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS"
HEA_atc_A10BA,Biguanides
HEA_atc_A10BA01,phenformin
HEA_atc_A10BA02,metformin
HEA_atc_A10BA03,buformin
HEA_atc_A10BB,Sulfonylureas
HEA_atc_A10BB01,glibenclamide
HEA_atc_A10BB02,chlorpropamide
HEA_atc_A10BB03,tolbutamide
HEA_atc_A10BB04,glibornuride
HEA_atc_A10BB05,tolazamide
HEA_atc_A10BB06,carbutamide
HEA_atc_A10BB07,glipizide
HEA_atc_A10BB08,gliquidone
HEA_atc_A10BB09,gliclazide
HEA_atc_A10BB10,metahexamide
HEA_atc_A10BB11,glisoxepide
HEA_atc_A10BB12,glimepiride
HEA_atc_A10BB31,acetohexamide
HEA_atc_A10BC,Sulfonamides (heterocyclic)
HEA_atc_A10BC01,glymidine
HEA_atc_A10BD,Combinations of oral blood glucose lowering drugs
HEA_atc_A10BD01,phenformin and sulfonylureas
HEA_atc_A10BD02,metformin and sulfonylureas
HEA_atc_A10BD03,metformin and rosiglitazone
HEA_atc_A10BD04,glimepiride and rosiglitazone
HEA_atc_A10BD05,metformin and pioglitazone
HEA_atc_A10BD06,glimepiride and pioglitazone
HEA_atc_A10BD07,metformin and sitagliptin
HEA_atc_A10BD08,metformin and vildagliptin
HEA_atc_A10BD09,pioglitazone and alogliptin
HEA_atc_A10BD10,metformin and saxagliptin
HEA_atc_A10BD11,metformin and linagliptin
HEA_atc_A10BD12,pioglitazone and sitagliptin
HEA_atc_A10BD13,metformin and alogliptin
HEA_atc_A10BD14,metformin and repaglinide
HEA_atc_A10BD15,metformin and dapagliflozin
HEA_atc_A10BD16,metformin and canagliflozin
HEA_atc_A10BD17,metformin and acarbose
HEA_atc_A10BD18,metformin and gemigliptin
HEA_atc_A10BD19,linagliptin and empagliflozin
HEA_atc_A10BD20,metformin and empagliflozin
HEA_atc_A10BD21,saxagliptin and dapagliflozin
HEA_atc_A10BD22,metformin and evogliptin
HEA_atc_A10BD23,metformin and ertugliflozin
HEA_atc_A10BD24,sitagliptin and ertugliflozin
HEA_atc_A10BD25,"metformin, saxagliptin and dapagliflozin"
HEA_atc_A10BD26,metformin and lobeglitazone
HEA_atc_A10BF,Alpha glucosidase inhibitors
HEA_atc_A10BF01,acarbose
HEA_atc_A10BF02,miglitol
HEA_atc_A10BF03,voglibose
HEA_atc_A10BG,Thiazolidinediones
HEA_atc_A10BG01,troglitazone
HEA_atc_A10BG02,rosiglitazone
HEA_atc_A10BG03,pioglitazone
HEA_atc_A10BG04,lobeglitazone
HEA_atc_A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors
HEA_atc_A10BH01,sitagliptin
HEA_atc_A10BH02,vildagliptin
HEA_atc_A10BH03,saxagliptin
HEA_atc_A10BH04,alogliptin
HEA_atc_A10BH05,linagliptin
HEA_atc_A10BH06,gemigliptin
HEA_atc_A10BH07,evogliptin
HEA_atc_A10BH08,teneligliptin
