code,description
HEA_atc_A03E,ANTISPASMODICS AND ANTICHOLINERGICS IN COMBINATION WITH OTHER DRUGS
HEA_atc_A03EA,"Antispasmodics, psycholeptics and analgesics in combination"
HEA_atc_A03ED,Antispasmodics in combination with other drugs
HEA_atc_A03F,PROPULSIVES
HEA_atc_A03FA,Propulsives
HEA_atc_A03FA01,metoclopramide
HEA_atc_A03FA02,cisapride
HEA_atc_A03FA03,domperidone
HEA_atc_A03FA04,bromopride
HEA_atc_A03FA05,alizapride
HEA_atc_A03FA06,clebopride
HEA_atc_A03FA07,itopride
HEA_atc_A04,ANTIEMETICS AND ANTINAUSEANTS
HEA_atc_A04A,ANTIEMETICS AND ANTINAUSEANTS
HEA_atc_A04AA,Serotonin (5HT3) antagonists
HEA_atc_A04AA01,ondansetron
HEA_atc_A04AA02,granisetron
HEA_atc_A04AA03,tropisetron
HEA_atc_A04AA04,dolasetron
HEA_atc_A04AA05,palonosetron
HEA_atc_A04AA55,"palonosetron, combinations"
HEA_atc_A04AD,Other antiemetics
HEA_atc_A04AD01,scopolamine
HEA_atc_A04AD02,cerium oxalate
HEA_atc_A04AD04,chlorobutanol
HEA_atc_A04AD05,metopimazine
HEA_atc_A04AD10,dronabinol
HEA_atc_A04AD11,nabilone
HEA_atc_A04AD12,aprepitant
HEA_atc_A04AD13,casopitant
HEA_atc_A04AD51,"scopolamine, combinations"
HEA_atc_A04AD54,"chlorobutanol, combinations"
