code,description
LAB_privat_pension_13_Q48,Private income/pensions - 48th percentile
LAB_privat_pension_13_Q49,Private income/pensions - 49th percentile
LAB_privat_pension_13_Q50,Private income/pensions - 50th percentile
LAB_privat_pension_13_Q51,Private income/pensions - 51th percentile
LAB_privat_pension_13_Q52,Private income/pensions - 52th percentile
LAB_privat_pension_13_Q53,Private income/pensions - 53th percentile
LAB_privat_pension_13_Q54,Private income/pensions - 54th percentile
LAB_privat_pension_13_Q55,Private income/pensions - 55th percentile
LAB_privat_pension_13_Q56,Private income/pensions - 56th percentile
LAB_privat_pension_13_Q57,Private income/pensions - 57th percentile
LAB_privat_pension_13_Q58,Private income/pensions - 58th percentile
LAB_privat_pension_13_Q59,Private income/pensions - 59th percentile
LAB_privat_pension_13_Q60,Private income/pensions - 60th percentile
LAB_privat_pension_13_Q61,Private income/pensions - 61th percentile
LAB_privat_pension_13_Q62,Private income/pensions - 62th percentile
LAB_privat_pension_13_Q63,Private income/pensions - 63th percentile
LAB_privat_pension_13_Q64,Private income/pensions - 64th percentile
LAB_privat_pension_13_Q65,Private income/pensions - 65th percentile
LAB_privat_pension_13_Q66,Private income/pensions - 66th percentile
LAB_privat_pension_13_Q67,Private income/pensions - 67th percentile
LAB_privat_pension_13_Q68,Private income/pensions - 68th percentile
LAB_privat_pension_13_Q69,Private income/pensions - 69th percentile
LAB_privat_pension_13_Q70,Private income/pensions - 70th percentile
LAB_privat_pension_13_Q71,Private income/pensions - 71th percentile
LAB_privat_pension_13_Q72,Private income/pensions - 72th percentile
LAB_privat_pension_13_Q73,Private income/pensions - 73th percentile
LAB_privat_pension_13_Q74,Private income/pensions - 74th percentile
LAB_privat_pension_13_Q75,Private income/pensions - 75th percentile
LAB_privat_pension_13_Q76,Private income/pensions - 76th percentile
LAB_privat_pension_13_Q77,Private income/pensions - 77th percentile
LAB_privat_pension_13_Q78,Private income/pensions - 78th percentile
LAB_privat_pension_13_Q79,Private income/pensions - 79th percentile
LAB_privat_pension_13_Q80,Private income/pensions - 80th percentile
LAB_privat_pension_13_Q81,Private income/pensions - 81th percentile
LAB_privat_pension_13_Q82,Private income/pensions - 82th percentile
LAB_privat_pension_13_Q83,Private income/pensions - 83th percentile
LAB_privat_pension_13_Q84,Private income/pensions - 84th percentile
LAB_privat_pension_13_Q85,Private income/pensions - 85th percentile
LAB_privat_pension_13_Q86,Private income/pensions - 86th percentile
LAB_privat_pension_13_Q87,Private income/pensions - 87th percentile
LAB_privat_pension_13_Q88,Private income/pensions - 88th percentile
LAB_privat_pension_13_Q89,Private income/pensions - 89th percentile
LAB_privat_pension_13_Q90,Private income/pensions - 90th percentile
LAB_privat_pension_13_Q91,Private income/pensions - 91th percentile
LAB_privat_pension_13_Q92,Private income/pensions - 92th percentile
LAB_privat_pension_13_Q93,Private income/pensions - 93th percentile
LAB_privat_pension_13_Q94,Private income/pensions - 94th percentile
LAB_privat_pension_13_Q95,Private income/pensions - 95th percentile
LAB_privat_pension_13_Q96,Private income/pensions - 96th percentile
LAB_privat_pension_13_Q97,Private income/pensions - 97th percentile
LAB_privat_pension_13_Q98,Private income/pensions - 98th percentile
LAB_privat_pension_13_Q99,Private income/pensions - 99th percentile
LAB_privat_pension_13_Q100,Private income/pensions - 100th percentile
