code,description
EDU_udd_254,"Jern/metal, ivu (amu)"
EDU_udd_255,"Grafisk, ivu (amu)"
EDU_udd_258,"Teknik/industri i øvrigt, ivu (amu)"
EDU_udd_260,"Service, ivu (amu)"
EDU_udd_275,"Levnedsmiddel/husholdning, ivu (amu)"
EDU_udd_280,"Jordbrug/fiskeri, ivu (amu)"
EDU_udd_285,"Transport mv., ivu (amu)"
EDU_udd_290,"Social/sundhed, ivu (amu)"
EDU_udd_299,AMU una
EDU_udd_300,"Erhvervsfaglige uddannelse una, ivu"
EDU_udd_320,"Pædagogik, ivu (eud)"
EDU_udd_339,"Handel/kontor, ivu (eud)"
EDU_udd_353,"Bygge/anlæg, ivu (eud)"
EDU_udd_354,"Jern/metal, ivu (eud)"
EDU_udd_355,"Grafisk, ivu (eud)"
EDU_udd_358,"Teknik/industri i øvrigt, ivu (eud)"
EDU_udd_360,"Service, ivu (eud)"
EDU_udd_375,"Levnedsmiddel/husholdning, ivu (eud)"
EDU_udd_380,"Jordbrug/fiskeri, ivu (eud)"
EDU_udd_385,"Transport mv., ivu (eud)"
EDU_udd_390,"Social/sundhed, ivu (eud)"
EDU_udd_400,"Kort videregående uddannelse una, ivu (KVU)"
EDU_udd_425,"Formidling/erhvervssprog, ivu (kvu)"
EDU_udd_430,"Kunstnerisk, ivu (kvu)"
EDU_udd_439,"Samfundsfaglig, ivu (kvu)"
EDU_udd_459,"Teknisk, ivu (kvu)"
EDU_udd_475,"Levnedsmiddel/husholdning, ivu (kvu)"
EDU_udd_480,"Jordbrug/fiskeri, ivu (kvu)"
EDU_udd_485,"Transport mv., ivu (kvu)"
EDU_udd_490,"Social/sundhed, ivu (kvu)"
EDU_udd_495,"Forsvar/politi, ivu (kvu)"
EDU_udd_500,"Mellemlang videregående uddannelse una, ivu(MVU)"
EDU_udd_520,"Pædagogik, ivu (mvu)"
EDU_udd_525,"Formidling/erhvervssprog, ivu (mvu)"
EDU_udd_530,"Kunstnerisk, ivu (mvu)"
EDU_udd_539,Samfundsvidenskab ivu (mvu)
EDU_udd_545,"Naturvidenskab, ivu (mvu)"
EDU_udd_559,"Teknisk, ivu (mvu)"
EDU_udd_575,"Levnedsmiddel/husholdning, ivu (mvu)"
EDU_udd_580,"Jordbrug/fiskeri, ivu (mvu)"
EDU_udd_585,"Transport mv., ivu (mvu)"
EDU_udd_590,"Social/sundhed, ivu (mvu)"
EDU_udd_595,"Forsvar, ivu (mvu)"
EDU_udd_600,"Kandidat una, ivu (lvu)"
EDU_udd_620,"Pædagogik, ivu (lvu)"
EDU_udd_625,"Humanistisk/teologisk, ivu (lvu)"
EDU_udd_630,"Kunstnerisk, ivu (lvu)"
EDU_udd_639,"Samfundsvidenskab, ivu (lvu)"
EDU_udd_645,"Naturvidenskab, ivu (lvu)"
EDU_udd_659,"Teknisk, ivu (lvu)"
EDU_udd_675,"Levnedsmiddel/husholdning, ivu (lvu)"
EDU_udd_680,"Jordbrugsvidenskab, ivu (lvu)"
EDU_udd_690,"Social/sundhed, ivu (lvu)"
EDU_udd_695,"Forsvar, ivu (lvu)"
EDU_udd_700,"Bachelor una, ivu (bachelor)"
EDU_udd_702,"Humanistisk/teologisk, ivu (bachelor)"
EDU_udd_703,"Kunstnerisk, ivu (bachelor)"
EDU_udd_704,"Naturvidenskab, ivu (bachelor)"
EDU_udd_705,"Samfundsvidenskab, ivu (bachelor)"
EDU_udd_706,"Teknisk, ivu (bachelor)"
EDU_udd_707,"Levnedsmiddel/ernærring, ivu (bachelor)"
EDU_udd_708,"Jordbrugsvidenskab, ivu (bachelor)"
EDU_udd_709,"Sundhed, ivu (bachelor)"
EDU_udd_720,"Ph.d. una, ivu (ph.d.)"
EDU_udd_721,"Pædagogisk, ivu (ph.d.)"
EDU_udd_722,"Humanistisk/teologisk, ivu (ph.d.)"
EDU_udd_723,"Kunstnerisk, ivu (ph.d.)"
EDU_udd_724,"Naturvidenskab, ivu (ph.d.)"
EDU_udd_725,"Samfundsvidenskab, ivu (ph.d.)"
EDU_udd_726,"Teknisk, ivu (ph.d.)"
EDU_udd_728,"Jordbrugsvidenskab, ivu (ph.d.)"
EDU_udd_729,"Sundhed, ivu (ph.d.)"
EDU_udd_800,Forfatteruddannelsen (privat udd.)
EDU_udd_802,Musicalperformer (privat udd.)
EDU_udd_803,Billedkunst (privat udd.)
EDU_udd_805,Kirkesanger (privat udd.)
EDU_udd_806,Præliminær organistuddannelse 2 år (privat udd.)
EDU_udd_810,Holistisk afspændingspædagog (privat udd.)
EDU_udd_811,Bevægelsespædagog (privat udd.)
EDU_udd_812,Faglærer i idræt (privat udd.)
EDU_udd_815,Pædagog (Rudolf Steiner) (privat udd.)
EDU_udd_816,Børnehave- fritidspædagog (Rudolf Steiner) (privat udd.)
EDU_udd_820,Trafikflyver (privat udd.)
EDU_udd_825,Beklædningsdesigner-modelkonstruktør (privat udd.)
EDU_udd_835,Danish addiction counselor (privat udd.)
EDU_udd_840,Kaospilot Education
EDU_udd_845,3D Digital Artist (privat udd.)
EDU_udd_850,Kosmetolog (privat udd.)
EDU_udd_990,"Pædagogik, supplement efter kandidatuddannelse"
EDU_udd_1006,6. klasse
EDU_udd_1007,7. klasse
EDU_udd_1008,8. klasse
EDU_udd_1009,9. klasse
EDU_udd_1010,10. klasse
EDU_udd_1011,11. klasse
EDU_udd_1021,1. real
EDU_udd_1022,2. real
EDU_udd_1023,3. real
EDU_udd_1031,1. hf
EDU_udd_1032,2. hf
EDU_udd_1040,"1.g, matematisk-sproglig fælleslinie"
EDU_udd_1041,"1.g, matematisk linie"
EDU_udd_1042,"1.g, sproglig linie"
EDU_udd_1049,"2.g, matematisk-sproglig fælleslinie"
EDU_udd_1051,"2.g, matematisk-fysisk linie"
EDU_udd_1052,"2.g, matematisk-naturfaglig linie"
EDU_udd_1061,"2.g, nysproglig linie"
EDU_udd_1062,"2.g, klassisksproglig linie"
EDU_udd_1064,"2.g, musiksproglig linie"
EDU_udd_1069,"3.g, matematisk-sproglig fælleslinie"
EDU_udd_1070,"3.g, matematisk linie una"
EDU_udd_1071,"3.g, matematisk-fysisk linie"
EDU_udd_1072,"3.g, matematisk-naturfaglig linie"
EDU_udd_1073,"3.g, matematisk-samfundsfaglig linie"
EDU_udd_1080,"3.g, sproglig linie una"
EDU_udd_1081,"3.g, nysproglig linie"
EDU_udd_1082,"3.g, klassisksproglig linie"
EDU_udd_1083,"3.g, musiksproglig linie"
EDU_udd_1084,"3.g, musiksproglig linie"
EDU_udd_1090,Uoplyst (kendt i elevregistret)
EDU_udd_1095,Uoplyst (indvandrernes uddannelse)
EDU_udd_1097,Anden dansk studentereksamen
EDU_udd_1098,Udenlandsk studentereksamen
EDU_udd_1099,Uoplyst (ukendt i elevregistret)
EDU_udd_1100,Børnehaveklasse
EDU_udd_1101,1. klasse
EDU_udd_1102,2. klasse
EDU_udd_1103,3. klasse
EDU_udd_1104,4. klasse
EDU_udd_1105,5. klasse
EDU_udd_1106,6. klasse
EDU_udd_1107,7. klasse
EDU_udd_1108,8. klasse
EDU_udd_1109,9. klasse
EDU_udd_1110,10. klasse
EDU_udd_1111,11. klasse
EDU_udd_1114,Grundskole til og med 6. kl
EDU_udd_1115,Grundskole 7.-10. kl.
EDU_udd_1116,Grundskole 7.-9. kl.
EDU_udd_1117,Grundskole 10.-11. kl.
EDU_udd_1120,Børnehaveklasse
EDU_udd_1121,1. real
EDU_udd_1122,2. real
EDU_udd_1123,3. real
EDU_udd_1140,"1.g, matematisk-sproglig fælleslinie"
EDU_udd_1141,"1.g, matematisk linie"
EDU_udd_1142,"1.g, sproglig linie"
EDU_udd_1143,"2.g, matematisk linie"
EDU_udd_1144,"2.g, sproglig linie"
EDU_udd_1145,"3.g, matematisk linie"
EDU_udd_1146,"3.g, sproglig linie"
EDU_udd_1149,"2.g, matematisk-sproglig fælleslinie"
EDU_udd_1151,"2.g, matematisk-fysisk linie"
EDU_udd_1152,"2.g, matematisk-naturfaglig linie"
EDU_udd_1153,"2.g, matematisk-samfundsfaglig linie"
EDU_udd_1154,"2.g, matematisk-musisk linie"
EDU_udd_1155,"2.g, matematisk forsøgslinie"
EDU_udd_1161,"2.g, nysproglig linie"
EDU_udd_1162,"2.g, klassisksproglig linie"
EDU_udd_1163,"2.g, samfundssproglig linie"
EDU_udd_1164,"2.g, musiksproglig linie"
EDU_udd_1165,"2.g, sproglig forsøgslinie"
EDU_udd_1169,"3.g, matematisk-sproglig fælleslinie"
EDU_udd_1171,"3.g, matematisk-fysisk linie"
EDU_udd_1172,"3.g, matematisk-naturfaglig linie"
EDU_udd_1173,"3.g, matematisk-samfundsfaglig linie"
EDU_udd_1174,"3.g, matematisk-musisk linie"
EDU_udd_1175,"3.g, matematisk forsøgslinie"
EDU_udd_1179,Matematisk gymnasium
EDU_udd_1181,"3.g, nysproglig linie"
EDU_udd_1182,"3.g, klassisksproglig linie"
EDU_udd_1183,"3.g, samfundssproglig linie"
EDU_udd_1184,"3.g, musiksproglig linie"
EDU_udd_1185,"3.g, sproglig forsøgslinie"
EDU_udd_1189,Sproglig gymnasium
EDU_udd_1190,Gymnasial indslusning for flygtninge GIF
EDU_udd_1195,Gymnasial suppleringskursus GSK
EDU_udd_1196,1.g
EDU_udd_1197,2.g
EDU_udd_1198,3.g
EDU_udd_1199,Stx
EDU_udd_1206,6. klasse
EDU_udd_1207,7. klasse
EDU_udd_1208,8. klasse
EDU_udd_1209,9. klasse
EDU_udd_1210,10. klasse
EDU_udd_1301,Dansk 1
EDU_udd_1302,Dansk 2
EDU_udd_1303,Dansk 3
EDU_udd_1305,Dansk uoplyst
EDU_udd_1351,"Erhvervsintroduktion, kurser for unge"
EDU_udd_1352,"Erhvervsintroduktion, langtidsledige"
EDU_udd_1353,"Erhvervsintroduktion, kurser for kvinder"
EDU_udd_1354,"Erhvervsintroduktion, eifu/eifl-kurser"
EDU_udd_1355,"Erhvervsintroduktion, erhv.dk indvandrere"
EDU_udd_1356,"Erhvervsintroduktion, kurser for 10.kl."
EDU_udd_1357,"Erhvervsintroduktion, specialklasser"
EDU_udd_1359,"Erhvervsintroduktion, inspirationskurser"
EDU_udd_1365,"Kreativ basis, grafisk åben uddannelse (GÅU)"
EDU_udd_1410,1-årigt grundskolekursus
EDU_udd_1423,1-årigt realkursus
EDU_udd_1509,"1. år, grundsskolekursus 2-årigt"
EDU_udd_1510,"2. år, grundsskolekursus 2-årigt"
EDU_udd_1511,Supplerende overbygningsforløb (SOF)
EDU_udd_1522,"1. år, realkursus 2-årigt"
EDU_udd_1523,"2. år, realkursus 2-årigt"
EDU_udd_1531,1. hf
EDU_udd_1532,2. hf
EDU_udd_1533,3. hf.
EDU_udd_1535,1. hf (3-årig)
EDU_udd_1536,2. hf (3-årig)
EDU_udd_1537,3. hf
EDU_udd_1539,Hf
EDU_udd_1540,3-årig hf
EDU_udd_1541,1. hf
EDU_udd_1542,2. hf
EDU_udd_1543,2-årig hf
EDU_udd_1549,Hf-enkeltfag
EDU_udd_1551,"1. år, studenterkursus matematik-fysik"
EDU_udd_1552,"1. år, studenterkursus matematik-naturfag"
EDU_udd_1553,"1. år, studenterkursus matematik-samfundsfag"
EDU_udd_1555,"1. år, studenterkursus matematik-forsøg"
EDU_udd_1559,"1. år, studenterkursus matematik"
EDU_udd_1561,"1. år, studenterkursus nysproglig"
EDU_udd_1562,"1. år, studenterkursus sproglig"
EDU_udd_1563,"1. år, studenterkursus samfundsfag-sproglig"
EDU_udd_1565,"1. år, studenterkursus sproglig-forsøg"
EDU_udd_1569,"1. år, studenterkursus sproglig"
EDU_udd_1650,"1. år, studenterkursus"
EDU_udd_1651,"2. år, studenterkursus"
EDU_udd_1652,Studenterkursus
EDU_udd_1671,"2. år, studenterkursus matematik-fysik"
EDU_udd_1672,"2. år, studenterkursus matematik-naturfag"
EDU_udd_1673,"2. år, studenterkursus matematik-samfundsfag"
EDU_udd_1679,"2. år, studenterkursus matematik"
EDU_udd_1681,"2. år, studenterkursus nysproglig"
EDU_udd_1682,"2. år, studenterkursus klassisksproglig"
EDU_udd_1683,"2. år, studenterkursus samfundsfag-sproglig"
EDU_udd_1689,"2. år, studenterkursus sproglig"
EDU_udd_1721,"1. år, realkursus 3-årigt"
EDU_udd_1722,"2. år, realkursus 3-årigt"
EDU_udd_1723,"3. år, realkursus 3-årigt"
EDU_udd_1879,Matematisk studenterkursus
EDU_udd_1880,"EB, European baccalaureate"
EDU_udd_1889,Sproglig studenterkursus
EDU_udd_1891,"1.g, pre-IB"
EDU_udd_1892,"2.g, IB år 1"
EDU_udd_1893,"3.g, IB år 2"
EDU_udd_1894,Dansk-tysk studentereksamen
EDU_udd_1895,Dansk-Fransk Baccalauréat
EDU_udd_1899,"IB, International baccalaureate"
EDU_udd_1901,Produktionsskole
EDU_udd_1984,"Vuggestue mv., førskoleuddannelse"
EDU_udd_1985,"Børnehave mv., førskoleuddannelse"
EDU_udd_2003,"Skibskok, grundkursus"
EDU_udd_2004,Grundlæggende maritim uddannelse
EDU_udd_2005,"Skibsassistent, grundkursus modul 1+2"
EDU_udd_2007,"Befaren matros, afslutningskursus"
EDU_udd_2008,"Befaren skibsassistent, modul 3"
EDU_udd_2009,"Befaren motormand, afslutningskursus"
EDU_udd_2010,"Skibskok, afslutningskursus"
EDU_udd_2013,Skibsassistent med metaluddannelse
EDU_udd_2015,Kystskipper
EDU_udd_2016,Kystskipper og fiskeskipper af 3.grad
EDU_udd_2017,Sætteskipper og fiskeskipper af 1.grad
EDU_udd_2018,Erhvervsfisker
EDU_udd_2019,Færgenavigatør
EDU_udd_2021,Sætteskipper
EDU_udd_2022,Fiskeskipper af 3. grad
EDU_udd_2027,Fiskeskipper af 1. grad
EDU_udd_2028,Maritimt forberedelseskursus
EDU_udd_2029,"Juniorofficer, 1.teoridel"
EDU_udd_2401,Efterskole una
EDU_udd_2411,"Husholdningskursus, alment"
EDU_udd_2413,Køkkenleder 1
EDU_udd_2414,Husholdningstekniker
EDU_udd_2415,"Husholdningsskole, efteruddannelseskursus"
EDU_udd_2417,"Husholdningsskole, andre kurser"
EDU_udd_2419,Køkkenleder 2
EDU_udd_2421,Håndarbejdskursus
EDU_udd_2425,Særlig tilrettelagt ungdomsuddannelse (STU)
EDU_udd_2428,Daghøjskoler
EDU_udd_2431,"Ungdomshøjskolekursus, alment"
EDU_udd_2432,"Ungdomshøjskolekursus, andre"
EDU_udd_2441,"Folkehøjskolekursus, alment"
EDU_udd_2442,"Folkehøjskolekursus, særlig gymnastik-/idrætskursus"
EDU_udd_2443,"Folkehøjskolekursus, håndarbejde og sløjd"
EDU_udd_2444,"Folkehøjskolekursus, forkursus sygepleje"
EDU_udd_2445,"Folkehøjskolekursus, særlig tilrettelagt for handicappede"
EDU_udd_2446,"Folkehøjskolekursus, pensionister"
EDU_udd_2447,"Folkehøjskolekursus, andre"
EDU_udd_2459,Landmand faglært modul 1a
EDU_udd_2460,Landmand faglært modul 1b
EDU_udd_2461,"Driftlederkursus, udvidet 5 mdr."
EDU_udd_2462,"Landmand, efteruddannelse"
EDU_udd_2469,"Inseminør, kvæg"
EDU_udd_2470,Produktionsassistent landbrug
EDU_udd_2471,"Landbrugslærer, efteruddannelse"
EDU_udd_2473,"Landbrugskurser, andre"
EDU_udd_2475,Mejeriteknolog
EDU_udd_2476,"Mejeriskolekurser, andre"
EDU_udd_2477,"Gartnerskole, væksthus kursus"
EDU_udd_2478,"Gartnerskole, planteskole kursus"
EDU_udd_2479,"Gartnerskole, anlæg kursus"
EDU_udd_2480,"Gartnerskole, frugtavl kursus"
EDU_udd_2481,Blomsterdekoratørkursus
EDU_udd_2483,"Gartnerskole, andre kurser"
EDU_udd_2484,Skovbrugskursus
EDU_udd_2485,Landmand faglært modul 2
EDU_udd_2486,Driftsleder grønt bevis
EDU_udd_2487,"Landbrugsskole, grundskole afkortet"
EDU_udd_2488,"Gartner, driftslederkursus"
EDU_udd_2489,Landbrugets driftlederkursus
EDU_udd_2490,Agrarøkonom
EDU_udd_2491,Grønt diplom modul 4
EDU_udd_2492,Landbrugets lederuddannelse
EDU_udd_2493,Kombineret ungdomsuddannelse
EDU_udd_2508,"8. klasse, efterskole"
EDU_udd_2509,"9. klasse, efterskole"
EDU_udd_2510,"10. klasse, efterskole"
EDU_udd_2511,"11. klasse, efterskole"
EDU_udd_2515,Efterskoler
EDU_udd_2516,Efterskoler 8.-9. kl.
EDU_udd_2517,Efterskoler 10.-11. kl.
EDU_udd_2530,Den fri ungdomsuddannelse (FUU)
EDU_udd_2887,"Amu.bai, beton- og montagebyggeri"
EDU_udd_2888,"Amu.bai, industriel fremstilling af betonvarer/ -elementer"
EDU_udd_2891,"Amu.trp, personbefordring med bybane"
EDU_udd_2893,"Amu.bai, anlægsarbejder"
EDU_udd_2894,RKV før EUD
EDU_udd_2895,"Amu.bai, bygge- og anlægsopgaver i tungere materialer"
EDU_udd_2900,"Amu.ind., beklædnings- og tekstilindustri"
EDU_udd_2901,"Amu.ind., lederuddannelse udvidet"
EDU_udd_2902,"Amu.ind., teknik-fremstilling-elektronik"
EDU_udd_2903,"Amu.ind., bryggeri-brænd."
EDU_udd_2904,"Amu.ind., sala-kødindustri-mejeri"
EDU_udd_2905,"Amu.ind., metalindustri"
EDU_udd_2906,"Amu.ind., fisk og fjerkræ"
EDU_udd_2907,"Amu.ind., procesindustri - levnedsmiddel"
EDU_udd_2908,"Amu.ind., snedker og tømrer"
EDU_udd_2909,"Amu.ind., fotograffaget"
EDU_udd_2910,"Amu.ind., el-faget"
EDU_udd_2911,"Amu.ind., træindustrien"
EDU_udd_2912,"Amu.ind., grafisk euu"
EDU_udd_2913,"Amu.ind., teknikere mv."
EDU_udd_2914,"Amu.ind., metalindustrien specialarb."
EDU_udd_2915,"Amu.ind., kartonnage og papir"
EDU_udd_2916,"Amu.ind., fyringsteknik"
EDU_udd_2917,"Amu.ind., laborantuddannelse"
EDU_udd_2918,"Amu.ind., kødbranchen"
EDU_udd_2919,"Amu.ind., mejeriindustrien"
EDU_udd_2920,"Amu.ind., plastindustrien"
EDU_udd_2921,"Amu.ind., polstermøbler og sko"
EDU_udd_2922,"Amu.ind., tobaksindustrien"
EDU_udd_2923,"Amu.ind., vodbinderierhverv"
EDU_udd_2924,"Amu.ind., procesindustri"
EDU_udd_2925,"Amu.ind., fællesplan metalindustrien"
EDU_udd_2926,"Amu lab./tekn., laboratorieteknik"
EDU_udd_2950,"Amu.baj., malerfaget"
EDU_udd_2951,"Amu.baj., murer og stenhugger"
EDU_udd_2952,"Amu.baj., snedker og tømrer"
EDU_udd_2953,"Amu.baj., tekniske installationer"
EDU_udd_2954,"Amu.baj., teknikere sala-jordbrug"
EDU_udd_2955,"Amu.baj., isoleringsfaget"
EDU_udd_2956,"Amu.baj., asfaltbranchen"
EDU_udd_2957,"Amu.baj., entreprenører"
EDU_udd_2958,"Amu.baj., byggeri og energi"
EDU_udd_2959,"Amu.baj., skorstensfejer"
EDU_udd_2960,"Amu.baj., vvs-branchen"
EDU_udd_2961,"Amu.baj., jordbrugets euu"
EDU_udd_2962,"Amu.bai., fugearbejde med fleksible fugematerialer"
EDU_udd_2969,"Amu.htf., lederuddannelse"
EDU_udd_2970,"Amu.htf., reklamebranchen"
EDU_udd_2971,"Amu.htf., filmoperatør"
EDU_udd_2972,"Amu.htf., bager og konditor"
EDU_udd_2973,"Amu.htf., handel og service"
EDU_udd_2974,"Amu.htf., optikerfaget"
EDU_udd_2975,"Amu.htf., urmagerfaget"
EDU_udd_2976,"Amu.htf., frisør og kosmetik"
EDU_udd_2977,"Amu.htf., tandteknikerfag"
EDU_udd_2978,"Amu.htf., erhvervsfiskere"
EDU_udd_2979,"Amu.htf., køkken og hotel mv"
EDU_udd_2980,"Amu.htf., finanssektor"
EDU_udd_2981,"Amu.htf., pressefotograf"
EDU_udd_2982,"Amu.htf., transport og logistik"
EDU_udd_2983,"Amu.htf., serviceerhverv"
EDU_udd_2984,"Amu.htf., handel og kontor"
EDU_udd_2985,"Amu.htf., vaskeriindustri"
EDU_udd_2986,"Amu.htf., teaterteknik"
EDU_udd_2990,"Amu.off., social og sundhed"
EDU_udd_2991,"Amu.off., statslige uddannelser euu"
EDU_udd_2992,"Amu.off., pædagogisk euu"
EDU_udd_3000,"Biotechnology, civilingeniør 2år"
EDU_udd_3001,"Digital design og interaktive teknologier, kand.2år"
EDU_udd_3002,"Indoeuropæisk, kand."
EDU_udd_3003,"Internat.virksomhedsk, Interkult. markedsstud, cand.ling.merc.2år"
EDU_udd_3004,"Internat. Virksomhedsk., Amerikanske studier, kand.2år"
EDU_udd_3005,"Internat. Virksomhedsk., Europæiske studier, cand.ling.merc.2år"
EDU_udd_3006,"International virksomhedskommunikation i arabisk, bach."
EDU_udd_3007,"International virksomhedskommunikation i engelsk, bach."
EDU_udd_3008,"Internat. virksomhedskommunik., engelsk-it-webkomm.,bach."
EDU_udd_3009,"Internat. virksomhedskommunik., spansk og medier, bach."
EDU_udd_3010,"International virksomhedskommunikation i spansk, bach."
EDU_udd_3011,"Internat. virksomhedskommunik., tysk og medier, bach."
EDU_udd_3012,"International virksomhedskommunikation tysk, bach."
EDU_udd_3013,"Internat. virksomhedskommunikation, engelsk og IT, bach."
EDU_udd_3014,"International virksomhedskommunikation i fransk, bach."
EDU_udd_3015,"Internat. virksomhedskommunikation, spansk og IT, bach."
EDU_udd_3016,"Internat. virksomhedskommunikation, tysk og IT, bach."
EDU_udd_3017,"International virksomhedskommunikation, sproglig og kulturel formidling, bach."
EDU_udd_3018,"International virksomhedskommunikation i 2 fremmedsprog, bach."
EDU_udd_3019,"Softwareteknologi, ing.bach."
EDU_udd_3020,"Moderne tysklandsstudier,master"
EDU_udd_3021,"International relations, kand.2år"
EDU_udd_3022,"International erhvervsøkonomi med fremmedsprog, bach."
EDU_udd_3023,"Erhvervsøkonomi-erhvervssprog, engelsk og spansk,bach.int."
EDU_udd_3024,"Business, Language and Culture, kand.2år"
EDU_udd_3025,"Business, Asian Language and Culture, bach."
EDU_udd_3026,"Business, Language and Culture, bach."
EDU_udd_3027,"Maskinkonstruktion, ing.bach."
EDU_udd_3028,"Mechanical Design, civilingeniør 2år"
EDU_udd_3029,"Arkitektur og design, civilingeniør 2år"
EDU_udd_3030,"Sundheds-IT, master"
EDU_udd_3031,"Virksomhedskommunikation, kand.2år"
EDU_udd_3032,"Lingvistik, bach."
EDU_udd_3033,"Sprogvidenskab og lingvistik, kand.2år"
EDU_udd_3034,"Arabisk- og islamstudier, bach."
EDU_udd_3035,"Arabisk- og islamstudier, kand.2år"
EDU_udd_3036,"HA (int.) erhvervsøkonomi med fransk,bach."
EDU_udd_3037,"HA (int.)erhvervsøkonomi med spansk,bach."
EDU_udd_3038,"HA (int.)erhvervsøkonomi med engelsk,bach."
EDU_udd_3039,"Spansk og spanskamerikansk sprog, litteratur og kultur, bach."
EDU_udd_3040,"Journalistik, cand.mag.2år"
EDU_udd_3041,"Spansk og latinamerikansk sprog og kultur, bach."
EDU_udd_3042,"Food Science and Technology, kand.2år"
EDU_udd_3044,"Amu.adm, administrative funktioner i HR"
EDU_udd_3045,"Biokemi, bach."
EDU_udd_3046,"Akvatisk miljøbiologi, kand.2år"
EDU_udd_3047,"Engineering (Sustainable Fisheries and Aquaculture), civilingeniør 2år"
EDU_udd_3048,"Biologisk oceanografi, kand.2år"
EDU_udd_3049,"Biomedicinsk teknik, kand.2år"
EDU_udd_3050,"Biosystemteknologi, cand.scient.tech.2år"
EDU_udd_3051,"Bioteknologi, master"
EDU_udd_3052,"Bæredygtig energi, cand.scient.tech.2år"
EDU_udd_3053,"Eksperimentel biologi,bach."
EDU_udd_3054,"Eksperimentel biologi, kand.2år"
EDU_udd_3055,"Erhvervsøkonomi-erhvervssprog, engelsk og tysk, bach.int."
EDU_udd_3056,"Kemi, miljø og bioteknologi, ingeniør bach."
EDU_udd_3057,"Kemi, miljø og bioteknologi, kand.2år"
EDU_udd_3058,"Molekylærbiologi, kand.2år"
EDU_udd_3059,"Systembiologi, cand.polyt.2år"
EDU_udd_3060,"Systembiologi, cand.scient.tech.2år"
EDU_udd_3061,"Digital Communication Leadership, kand.2år"
EDU_udd_3062,"Audiologi, bach."
EDU_udd_3063,"Audiologi, kand.2år"
EDU_udd_3064,"Logopædi, bach."
EDU_udd_3065,"Pædagogisk audiologi, bach."
EDU_udd_3066,"Brasilianske studier, bach."
EDU_udd_3067,"Brasilianske studier, kand.2år"
EDU_udd_3068,"Portugisiske og brasilianske studier, bach."
EDU_udd_3069,"Portugisiske og brasilianske studier, kand.2år"
EDU_udd_3070,"European Studies, kand.2år"
EDU_udd_3071,"Øst- og sydøsteuropastudier, bulgarsk, bach."
EDU_udd_3072,"Øst- og sydøsteuropastudier, grækenlandsstudier, bach."
EDU_udd_3073,"Øst- og sydøsteuropastudier, polsk, bach."
EDU_udd_3074,"Øst- og sydøsteuropastudier, russisk, bach."
EDU_udd_3075,"Østeuropastudier, kand.2år"
EDU_udd_3076,"Economics and Business administration, kand.2år"
EDU_udd_3077,"Erhvervsøkonomi-virksomhedskommunikation, kand.2år"
EDU_udd_3078,"Advanced Economics and Finance, kand.2år"
EDU_udd_3079,"Innovation og videnøkonomi, kand.2år"
