code,description
LAB_syg_barsel_13_Q36,Sick pay benefits - 36th percentile
LAB_syg_barsel_13_Q37,Sick pay benefits - 37th percentile
LAB_syg_barsel_13_Q38,Sick pay benefits - 38th percentile
LAB_syg_barsel_13_Q39,Sick pay benefits - 39th percentile
LAB_syg_barsel_13_Q40,Sick pay benefits - 40th percentile
LAB_syg_barsel_13_Q41,Sick pay benefits - 41th percentile
LAB_syg_barsel_13_Q42,Sick pay benefits - 42th percentile
LAB_syg_barsel_13_Q43,Sick pay benefits - 43th percentile
LAB_syg_barsel_13_Q44,Sick pay benefits - 44th percentile
LAB_syg_barsel_13_Q45,Sick pay benefits - 45th percentile
LAB_syg_barsel_13_Q46,Sick pay benefits - 46th percentile
LAB_syg_barsel_13_Q47,Sick pay benefits - 47th percentile
LAB_syg_barsel_13_Q48,Sick pay benefits - 48th percentile
LAB_syg_barsel_13_Q49,Sick pay benefits - 49th percentile
LAB_syg_barsel_13_Q50,Sick pay benefits - 50th percentile
LAB_syg_barsel_13_Q51,Sick pay benefits - 51th percentile
LAB_syg_barsel_13_Q52,Sick pay benefits - 52th percentile
LAB_syg_barsel_13_Q53,Sick pay benefits - 53th percentile
LAB_syg_barsel_13_Q54,Sick pay benefits - 54th percentile
LAB_syg_barsel_13_Q55,Sick pay benefits - 55th percentile
LAB_syg_barsel_13_Q56,Sick pay benefits - 56th percentile
LAB_syg_barsel_13_Q57,Sick pay benefits - 57th percentile
LAB_syg_barsel_13_Q58,Sick pay benefits - 58th percentile
LAB_syg_barsel_13_Q59,Sick pay benefits - 59th percentile
LAB_syg_barsel_13_Q60,Sick pay benefits - 60th percentile
LAB_syg_barsel_13_Q61,Sick pay benefits - 61th percentile
LAB_syg_barsel_13_Q62,Sick pay benefits - 62th percentile
LAB_syg_barsel_13_Q63,Sick pay benefits - 63th percentile
LAB_syg_barsel_13_Q64,Sick pay benefits - 64th percentile
LAB_syg_barsel_13_Q65,Sick pay benefits - 65th percentile
LAB_syg_barsel_13_Q66,Sick pay benefits - 66th percentile
LAB_syg_barsel_13_Q67,Sick pay benefits - 67th percentile
LAB_syg_barsel_13_Q68,Sick pay benefits - 68th percentile
LAB_syg_barsel_13_Q69,Sick pay benefits - 69th percentile
LAB_syg_barsel_13_Q70,Sick pay benefits - 70th percentile
LAB_syg_barsel_13_Q71,Sick pay benefits - 71th percentile
LAB_syg_barsel_13_Q72,Sick pay benefits - 72th percentile
LAB_syg_barsel_13_Q73,Sick pay benefits - 73th percentile
LAB_syg_barsel_13_Q74,Sick pay benefits - 74th percentile
LAB_syg_barsel_13_Q75,Sick pay benefits - 75th percentile
LAB_syg_barsel_13_Q76,Sick pay benefits - 76th percentile
LAB_syg_barsel_13_Q77,Sick pay benefits - 77th percentile
LAB_syg_barsel_13_Q78,Sick pay benefits - 78th percentile
LAB_syg_barsel_13_Q79,Sick pay benefits - 79th percentile
LAB_syg_barsel_13_Q80,Sick pay benefits - 80th percentile
LAB_syg_barsel_13_Q81,Sick pay benefits - 81th percentile
LAB_syg_barsel_13_Q82,Sick pay benefits - 82th percentile
LAB_syg_barsel_13_Q83,Sick pay benefits - 83th percentile
LAB_syg_barsel_13_Q84,Sick pay benefits - 84th percentile
LAB_syg_barsel_13_Q85,Sick pay benefits - 85th percentile
LAB_syg_barsel_13_Q86,Sick pay benefits - 86th percentile
LAB_syg_barsel_13_Q87,Sick pay benefits - 87th percentile
LAB_syg_barsel_13_Q88,Sick pay benefits - 88th percentile
LAB_syg_barsel_13_Q89,Sick pay benefits - 89th percentile
LAB_syg_barsel_13_Q90,Sick pay benefits - 90th percentile
LAB_syg_barsel_13_Q91,Sick pay benefits - 91th percentile
LAB_syg_barsel_13_Q92,Sick pay benefits - 92th percentile
LAB_syg_barsel_13_Q93,Sick pay benefits - 93th percentile
LAB_syg_barsel_13_Q94,Sick pay benefits - 94th percentile
LAB_syg_barsel_13_Q95,Sick pay benefits - 95th percentile
LAB_syg_barsel_13_Q96,Sick pay benefits - 96th percentile
LAB_syg_barsel_13_Q97,Sick pay benefits - 97th percentile
LAB_syg_barsel_13_Q98,Sick pay benefits - 98th percentile
LAB_syg_barsel_13_Q99,Sick pay benefits - 99th percentile
LAB_syg_barsel_13_Q100,Sick pay benefits - 100th percentile
