code,description
LAB_netovskud_13_Q88,Net surplus/profit - 88th percentile
LAB_netovskud_13_Q89,Net surplus/profit - 89th percentile
LAB_netovskud_13_Q90,Net surplus/profit - 90th percentile
LAB_netovskud_13_Q91,Net surplus/profit - 91th percentile
LAB_netovskud_13_Q92,Net surplus/profit - 92th percentile
LAB_netovskud_13_Q93,Net surplus/profit - 93th percentile
LAB_netovskud_13_Q94,Net surplus/profit - 94th percentile
LAB_netovskud_13_Q95,Net surplus/profit - 95th percentile
LAB_netovskud_13_Q96,Net surplus/profit - 96th percentile
LAB_netovskud_13_Q97,Net surplus/profit - 97th percentile
LAB_netovskud_13_Q98,Net surplus/profit - 98th percentile
LAB_netovskud_13_Q99,Net surplus/profit - 99th percentile
LAB_netovskud_13_Q100,Net surplus/profit - 100th percentile
