code,description
LAB_disco08_8322,"Bil-, taxi- og varebilchauffører"
LAB_disco08_8329,Førere af andre køretøjer
LAB_disco08_9,Ufaglærte arbejdere
LAB_disco08_91,Rengøringspersonale og hjælpere
LAB_disco08_911,Hjemmepersonale og rengøringspersonale
LAB_disco08_9111,Hjemmepersonale
LAB_disco08_9112,"Rengøringspersonale og hjælpere på kontorer, hoteller mv."
LAB_disco08_912,Hjælpere inden for køkken
LAB_disco08_9120,Hjælpere inden for køkken
LAB_disco08_92,"Landbrugs-, skovbrugs- og fiskerihjælpere"
LAB_disco08_921,"Landbrugs-, skovbrugs- og fiskerihjælpere"
LAB_disco08_9211,Landbrugshjælpere
LAB_disco08_9212,Skovbrugshjælpere
LAB_disco08_9213,Akvakulturhjælpere og fiskerihjælpere
LAB_disco08_93,"Hjælpere inden for minedrift, byggeri, fremstilling og transport"
LAB_disco08_931,Hjælpere inden for minedrift og byggeri
LAB_disco08_9311,Hjælpere inden for minedrift og stenbrud
LAB_disco08_9312,Bygge- og anlægshjælpere
LAB_disco08_9313,Bygningsrengøringspersonale og beslægtede fagfolk
LAB_disco08_932,Fremstillingshjælpere
LAB_disco08_9321,Håndpakkere og andre fremstillingshjælpere
LAB_disco08_9329,Fremstillingshjælpere i.a.n.
LAB_disco08_933,Transport- og lagerhjælpere
LAB_disco08_9331,Håndløftere og godshåndtere
LAB_disco08_9332,Førere af håndvogne og cykelbude
LAB_disco08_9333,Fragtarbejdere
LAB_disco08_9334,Tankpåfyldere og beslægtede fagfolk
LAB_disco08_94,"Fødevarelavere, gadesælgere og anden servicepersonale"
LAB_disco08_941,Fødevarelavere
LAB_disco08_9411,Hurtigmadslavere
LAB_disco08_9412,Køkkenhjælpere
