code,description
DEM_statsb_5352,Jamaica
DEM_statsb_5354,Mexico
DEM_statsb_5356,Nicaragua
DEM_statsb_5358,Panama
DEM_statsb_5364,Paraguay
DEM_statsb_5366,Peru
DEM_statsb_5372,El Salvador
DEM_statsb_5374,Trinidad og Tobago
DEM_statsb_5376,Uruguay
DEM_statsb_5390,USA
DEM_statsb_5392,Venezuela
DEM_statsb_5393,Vestbredden
DEM_statsb_5395,Vestindiske Øer
DEM_statsb_5397,Nordamerika uoplyst
DEM_statsb_5398,Syd- og Mellemamerika uoplyst
DEM_statsb_5402,Yemen
DEM_statsb_5403,Forenede Arabiske Emirater
DEM_statsb_5404,Afghanistan
DEM_statsb_5406,Bahrain
DEM_statsb_5408,Bhutan
DEM_statsb_5410,Bangladesh
DEM_statsb_5412,Brunei
DEM_statsb_5414,Myanmar
DEM_statsb_5416,Cambodja
DEM_statsb_5418,Sri Lanka
DEM_statsb_5422,Cypern
DEM_statsb_5424,Taiwan
DEM_statsb_5432,Indien
DEM_statsb_5434,Indonesien
DEM_statsb_5435,Østtimor
DEM_statsb_5436,Irak
DEM_statsb_5437,Østjerusalem
DEM_statsb_5438,Iran
DEM_statsb_5442,Israel
DEM_statsb_5444,Japan
DEM_statsb_5446,Jordan
DEM_statsb_5448,Kina
DEM_statsb_5452,Kuwait
DEM_statsb_5454,Laos
DEM_statsb_5456,Libanon
DEM_statsb_5457,Maldiverne
DEM_statsb_5458,Malaysia
DEM_statsb_5459,Mongoliet
DEM_statsb_5462,Oman
DEM_statsb_5464,Nepal
DEM_statsb_5466,Nordkorea
DEM_statsb_5468,Vietnam (1)
DEM_statsb_5471,Asien uoplyst
DEM_statsb_5472,Pakistan
DEM_statsb_5474,Filippinerne
DEM_statsb_5478,Saudi-Arabien
DEM_statsb_5482,Singapore
DEM_statsb_5484,Sydkorea
DEM_statsb_5486,Syrien
DEM_statsb_5487,Mellemøsten uoplyst
DEM_statsb_5488,Vietnam (2)
DEM_statsb_5492,Thailand
DEM_statsb_5496,Qatar
DEM_statsb_5499,Asien uoplyst
DEM_statsb_5502,Australien
DEM_statsb_5505,Tonga
DEM_statsb_5508,Fiji
DEM_statsb_5514,New Zealand
DEM_statsb_5522,Samoa
DEM_statsb_5525,Djibouti
DEM_statsb_5526,Belize
DEM_statsb_5534,Papua Ny Guinea
DEM_statsb_5599,Øer i Stillehavet
DEM_statsb_5607,Estland
DEM_statsb_5609,Letland
DEM_statsb_5611,Litauen
DEM_statsb_5621,Sao Tome og Principe
DEM_statsb_5623,Salomonøerne
DEM_statsb_5625,Skt. Kitts og Nevis
DEM_statsb_5700,Rusland
DEM_statsb_5704,Ukraine
DEM_statsb_5706,Belarus
DEM_statsb_5708,Armenien
DEM_statsb_5710,Aserbajdsjan
DEM_statsb_5712,Moldova
DEM_statsb_5714,Usbekistan
DEM_statsb_5716,Kasakhstan
DEM_statsb_5718,Turkmenistan
DEM_statsb_5720,Kirgisistan
DEM_statsb_5722,Tadsjikistan
DEM_statsb_5724,Georgien
DEM_statsb_5750,Kroatien
DEM_statsb_5752,Slovenien
DEM_statsb_5754,Bosnien-Hercegovina
DEM_statsb_5756,Nordmakedonien
DEM_statsb_5757,Serbien
DEM_statsb_5758,"Jugoslavien, Forbundsrepublikken"
DEM_statsb_5759,Montenegro
DEM_statsb_5761,Kosovo
DEM_statsb_5776,Tjekkiet
DEM_statsb_5778,Slovakiet
DEM_statsb_5779,Cookøerne
DEM_statsb_5800,Land ukendt (2)
DEM_statsb_5901,Færøerne uoplyst
DEM_statsb_5902,Færøerne
DEM_statsb_5999,Land ukendt (1)
