code,description
LAB_lejev_egen_bolig_Q82,Rental income - 82th percentile
LAB_lejev_egen_bolig_Q83,Rental income - 83th percentile
LAB_lejev_egen_bolig_Q84,Rental income - 84th percentile
LAB_lejev_egen_bolig_Q85,Rental income - 85th percentile
LAB_lejev_egen_bolig_Q86,Rental income - 86th percentile
LAB_lejev_egen_bolig_Q87,Rental income - 87th percentile
LAB_lejev_egen_bolig_Q88,Rental income - 88th percentile
LAB_lejev_egen_bolig_Q89,Rental income - 89th percentile
LAB_lejev_egen_bolig_Q90,Rental income - 90th percentile
LAB_lejev_egen_bolig_Q91,Rental income - 91th percentile
LAB_lejev_egen_bolig_Q92,Rental income - 92th percentile
LAB_lejev_egen_bolig_Q93,Rental income - 93th percentile
LAB_lejev_egen_bolig_Q94,Rental income - 94th percentile
LAB_lejev_egen_bolig_Q95,Rental income - 95th percentile
LAB_lejev_egen_bolig_Q96,Rental income - 96th percentile
LAB_lejev_egen_bolig_Q97,Rental income - 97th percentile
LAB_lejev_egen_bolig_Q98,Rental income - 98th percentile
LAB_lejev_egen_bolig_Q99,Rental income - 99th percentile
LAB_lejev_egen_bolig_Q100,Rental income - 100th percentile
