code,description
LAB_dagpenge_kontant_13_Q82,Unemployment benefits - 82th percentile
LAB_dagpenge_kontant_13_Q83,Unemployment benefits - 83th percentile
LAB_dagpenge_kontant_13_Q84,Unemployment benefits - 84th percentile
LAB_dagpenge_kontant_13_Q85,Unemployment benefits - 85th percentile
LAB_dagpenge_kontant_13_Q86,Unemployment benefits - 86th percentile
LAB_dagpenge_kontant_13_Q87,Unemployment benefits - 87th percentile
LAB_dagpenge_kontant_13_Q88,Unemployment benefits - 88th percentile
LAB_dagpenge_kontant_13_Q89,Unemployment benefits - 89th percentile
LAB_dagpenge_kontant_13_Q90,Unemployment benefits - 90th percentile
LAB_dagpenge_kontant_13_Q91,Unemployment benefits - 91th percentile
LAB_dagpenge_kontant_13_Q92,Unemployment benefits - 92th percentile
LAB_dagpenge_kontant_13_Q93,Unemployment benefits - 93th percentile
LAB_dagpenge_kontant_13_Q94,Unemployment benefits - 94th percentile
LAB_dagpenge_kontant_13_Q95,Unemployment benefits - 95th percentile
LAB_dagpenge_kontant_13_Q96,Unemployment benefits - 96th percentile
LAB_dagpenge_kontant_13_Q97,Unemployment benefits - 97th percentile
LAB_dagpenge_kontant_13_Q98,Unemployment benefits - 98th percentile
LAB_dagpenge_kontant_13_Q99,Unemployment benefits - 99th percentile
LAB_dagpenge_kontant_13_Q100,Unemployment benefits - 100th percentile
