code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level,n_occurrences,n_people,pct_people,program_group,is_primary_code
HEA_ICD10_DR935,HEA,ICD10,DR935,Abnormt fund ved billeddiagnostisk undersøgelse af anden struktur i abdomen eller retroperitoneum,Abnormt fund ved billeddiagnostisk undersøgelse af anden struktur i abdomen eller retroperitoneum,,,"Abnormal findings on diagnostic imaging of other abdominal regions, including retroperitoneum","Abnormal findings on diagnostic imaging of other abdominal regions, including retroperitoneum",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DR93,category,9235,4374,0.000484,,
HEA_ICD10_DE116,HEA,ICD10,DE116,Type 2-diabetes med anden komplikation,Type 2-diabetes med anden komplikation,,,Type 2 diabetes with other complication,Type 2 diabetes mellitus,who-icd10-parent,translated,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DE11,category,47246,9837,0.00109,,
HEA_ICD10_DI859,HEA,ICD10,DI859,Øsofagusvaricer uden blødning,Øsofagusvaricer uden blødning,,,Oesophageal varices without bleeding,Oesophageal varices without bleeding,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DI85,category,26039,8291,0.000918,,
HEA_ICD10_DZ033,HEA,ICD10,DZ033,Observation pga. mistanke om sygdom i nervesystem,Observation pga. mistanke om sygdom i nervesystem,,,Observation for suspected nervous system disorder,Observation for suspected nervous system disorder,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DZ03,category,940195,588646,0.065197,,
HEA_ICD10_DC349,HEA,ICD10,DC349,Kræft i lunge UNS,Kræft i lunge UNS,,,"Bronchus or lung, unspecified","Bronchus or lung, unspecified",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DC34,category,830689,125387,0.013888,,
HEA_ICD10_DZ090,HEA,ICD10,DZ090,Kontrolundersøgelse efter operation af anden tilstand,Kontrolundersøgelse efter operation af anden tilstand,,,Follow-up examination after surgery for other conditions,Follow-up examination after surgery for other conditions,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DZ09,category,1375192,763432,0.084556,,
HEA_ICD10_DR529,HEA,ICD10,DR529,Smerter UNS,Smerter UNS,,,"Pain, unspecified","Pain, unspecified",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DR52,category,238393,181046,0.020052,,
HEA_ICD10_DD649,HEA,ICD10,DD649,Anæmi UNS,Anæmi UNS,,,"Anaemia, unspecified","Anaemia, unspecified",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DD64,category,373256,173268,0.019191,,
HEA_ICD10_DN200,HEA,ICD10,DN200,Nyresten UNS,Nyresten UNS,,,Calculus of kidney,Calculus of kidney,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DN20,category,283097,98318,0.01089,,
HEA_ICD10_DZ763,HEA,ICD10,DZ763,Rask ledsager,Rask ledsager,,,Healthy person accompanying sick person,Healthy person accompanying sick person,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DZ76,category,276445,202004,0.022374,,
HEA_ICD10_DZ880,HEA,ICD10,DZ880,Anamnese med allergi over for penicillin,Anamnese med allergi over for penicillin,,,Personal history of allergy to penicillin,Personal history of allergy to penicillin,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DZ88,category,35998,26290,0.002912,,
HEA_ICD10_DD120,HEA,ICD10,DD120,Godartet tumor i caecum,Godartet tumor i caecum,,,Caecum,Caecum,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DD12,category,30412,21875,0.002423,,
HEA_ICD10_DC509,HEA,ICD10,DC509,Brystkræft UNS,Brystkræft UNS,,,"Breast, unspecified","Breast, unspecified",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DC50,category,1777952,159688,0.017687,,
HEA_ICD10_DH911,HEA,ICD10,DH911,Aldersbetinget høretab,Aldersbetinget høretab,,,Presbycusis,Presbycusis,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DH91,category,555010,260990,0.028907,,
HEA_ICD10_DE119A,HEA,ICD10,DE119A,Type 2-diabetes UNS,Type 2-diabetes UNS,,,"Type 2 diabetes, NOS",Type 2 diabetes mellitus,who-icd10-parent,translated,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DE119,subcategory,123911,50229,0.005563,,
HEA_ICD10_DZ038,HEA,ICD10,DZ038,Observation pga. mistanke om anden sygdom eller tilstand,Observation pga. mistanke om anden sygdom eller tilstand,,,Observation for other suspected diseases and conditions,Observation for other suspected diseases and conditions,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DZ03,category,1750076,1157961,0.128254,,
HEA_ICD10_DZ018B,HEA,ICD10,DZ018B,"Adenomkontrolprogram, tidligere fund af mellem- eller højrisikoadenomer","Adenomkontrolprogram, tidligere fund af mellem- eller højrisikoadenomer",,,"Adenoma control program, previous finding of intermediate- or high-risk adenomas",Other special examinations and investigations of persons without complaint or reported diagnosis,who-icd10-parent,translated,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DZ018,subcategory,19634,15279,0.001692,,
HEA_ICD10_DK439,HEA,ICD10,DK439,Ventralhernie UNS uden ileus eller gangræn,Ventralhernie UNS uden ileus eller gangræn,,,Other and unspecified ventral hernia without obstruction or gangrene,Other and unspecified ventral hernia without obstruction or gangrene,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DK43,category,130173,60203,0.006668,,
HEA_ICD10_DE119,HEA,ICD10,DE119,Type 2-diabetes uden komplikationer,Type 2-diabetes uden komplikationer,,,Type 2 diabetes without complications,Type 2 diabetes mellitus,who-icd10-parent,translated,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DE11,category,400183,145350,0.016099,,
HEA_ICD10_DC920,HEA,ICD10,DC920,Akut myeloblastær leukæmi (AML),Akut myeloblastær leukæmi (AML),,,Acute myeloblastic leukaemia [AML],Acute myeloblastic leukaemia [AML],who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DC92,category,90241,6399,0.000709,,
HEA_ICD10_DZ113,HEA,ICD10,DZ113,Screening for overvejende seksuelt overført infektion,Screening for overvejende seksuelt overført infektion,,,Special screening examination for infections with a predominantly sexual mode of transmission,Special screening examination for infections with a predominantly sexual mode of transmission,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DZ11,category,105034,61542,0.006816,,
HEA_ICD10_DS422C,HEA,ICD10,DS422C,Fraktur af tuberculum majus på overarmsknogle,Fraktur af tuberculum majus på overarmsknogle,,,Fracture of the greater tubercle of the humerus,Fracture of shoulder and upper arm,who-icd10-parent,translated,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DS422,subcategory,11807,6040,0.000669,,
HEA_ICD10_DS521A,HEA,ICD10,DS521A,Fraktur af caput radii,Fraktur af caput radii,,,Fracture of the head of the radius,Fracture of forearm,who-icd10-parent,translated,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DS521,subcategory,26049,16466,0.001824,,
HEA_ICD10_DJ330,HEA,ICD10,DJ330,Polyp i næsehulen,Polyp i næsehulen,,,Polyp of nasal cavity,Polyp of nasal cavity,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DJ33,category,56273,21654,0.002398,,
HEA_ICD10_DS018,HEA,ICD10,DS018,Åbent sår i anden region på hovedet,Åbent sår i anden region på hovedet,,,Open wound of other parts of head,Open wound of other parts of head,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DS01,category,61162,56923,0.006305,,
HEA_ICD10_DK635,HEA,ICD10,DK635,Colonpolyp UNS,Colonpolyp UNS,,,Polyp of colon,Polyp of colon,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DK63,category,8799,6312,0.000699,,
HEA_ICD10_DZ950B,HEA,ICD10,DZ950B,Tilstand med biventrikulær pacemaker,Tilstand med biventrikulær pacemaker,,,Condition with a biventricular pacemaker,Presence of cardiac and vascular implants and grafts,who-icd10-parent,translated,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DZ950,subcategory,15556,3800,0.000421,,
HEA_ICD10_DI429,HEA,ICD10,DI429,Kardiomyopati UNS,Kardiomyopati UNS,,,"Cardiomyopathy, unspecified","Cardiomyopathy, unspecified",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DI42,category,30843,12458,0.00138,,
HEA_ICD10_DI489,HEA,ICD10,DI489,Atrieflagren eller atrieflimren UNS,Atrieflagren eller atrieflimren UNS,,,"Atrial fibrillation and atrial flutter, unspecified","Atrial fibrillation and atrial flutter, unspecified",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DI48,category,1030365,284211,0.031479,,
HEA_ICD10_DZ950,HEA,ICD10,DZ950,"Tilstand med pacemaker, kardioverter-defibrillator (ICD) eller andet implanteret elektronisk kardielt hjælpemiddel","Tilstand med pacemaker, kardioverter-defibrillator (ICD) eller andet implanteret elektronisk kardielt hjælpemiddel",,,Presence of electronic cardiac devices,Presence of electronic cardiac devices,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DZ95,category,100718,47657,0.005278,,
HEA_ICD10_DG443,HEA,ICD10,DG443,Kronisk posttraumatisk hovedpine,Kronisk posttraumatisk hovedpine,,,Chronic post-traumatic headache,Chronic post-traumatic headache,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DG44,category,18629,6322,0.0007,,
HEA_ICD10_DT887A,HEA,ICD10,DT887A,Lægemiddelallergi UNS,Lægemiddelallergi UNS,,,Drug allergy NOS,"Other complications of surgical and medical care, not elsewhere classified",who-icd10-parent,translated,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DT887,subcategory,18952,12530,0.001388,,
HEA_ICD10_DT818,HEA,ICD10,DT818,Anden komplikation til indgreb IKA,Anden komplikation til indgreb IKA,,,"Other complications of procedures, not elsewhere classified","Other complications of procedures, not elsewhere classified",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DT81,category,12892,8207,0.000909,,
HEA_ICD10_DG989,HEA,ICD10,DG989,Anden sygdom i nervesystemet IKA,Anden sygdom i nervesystemet IKA,,,Other disease of nervous system NEC,"Other disorders of nervous system, not elsewhere classified",who-icd10-parent,translated,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DG98,category,33141,27128,0.003005,,
HEA_ICD10_DG409,HEA,ICD10,DG409,Epilepsi UNS,Epilepsi UNS,,,"Epilepsy, unspecified","Epilepsy, unspecified",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DG40,category,333488,93192,0.010322,,
HEA_ICD10_DE892,HEA,ICD10,DE892,Hypoparathyroidisme efter behandling,Hypoparathyroidisme efter behandling,,,Postprocedural hypoparathyroidism,Postprocedural hypoparathyroidism,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DE89,category,6592,1723,0.000191,,
HEA_ICD10_DK805K,HEA,ICD10,DK805K,Galdestenskolik UNS,Galdestenskolik UNS,,,"Gallstone colic, NOS",Cholelithiasis,who-icd10-parent,translated,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DK805,subcategory,13869,9020,0.000999,,
HEA_ICD10_DM503,HEA,ICD10,DM503,Anden form for cervikal diskusdegeneration,Anden form for cervikal diskusdegeneration,,,Other cervical disc degeneration,Other cervical disc degeneration,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DM50,category,29871,22459,0.002488,,
HEA_ICD10_DZ039,HEA,ICD10,DZ039,Observation pga. mistanke om sygdom eller tilstand UNS,Observation pga. mistanke om sygdom eller tilstand UNS,,,"Observation for suspected disease or condition, unspecified","Observation for suspected disease or condition, unspecified",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DZ03,category,4092217,2220946,0.245988,,
HEA_ICD10_DZ809,HEA,ICD10,DZ809,Familieanamnese med kræft UNS,Familieanamnese med kræft UNS,,,"Family history of malignant neoplasm, unspecified","Family history of malignant neoplasm, unspecified",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DZ80,category,6906,4548,0.000504,,
HEA_ICD10_DR194,HEA,ICD10,DR194,Ændret afføringsmønster,Ændret afføringsmønster,,,Change in bowel habit,Change in bowel habit,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DR19,category,94167,71180,0.007884,,
HEA_ICD10_DT932,HEA,ICD10,DT932,Følgetilstand efter anden fraktur i underekstremitet,Følgetilstand efter anden fraktur i underekstremitet,,,Sequelae of other fractures of lower limb,Sequelae of other fractures of lower limb,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DT93,category,143219,77811,0.008618,,
HEA_ICD10_DK449,HEA,ICD10,DK449,Diafragmahernie uden ileus eller gangræn,Diafragmahernie uden ileus eller gangræn,,,Diaphragmatic hernia without obstruction or gangrene,Diaphragmatic hernia without obstruction or gangrene,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DK44,category,128177,91610,0.010147,,
HEA_ICD10_DT931,HEA,ICD10,DT931,Følgetilstand efter fraktur af lårben,Følgetilstand efter fraktur af lårben,,,Sequelae of fracture of femur,Sequelae of fracture of femur,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DT93,category,53169,30087,0.003332,,
HEA_ICD10_DE103,HEA,ICD10,DE103,Type 1-diabetes med øjenkomplikation,Type 1-diabetes med øjenkomplikation,,,Type 1 diabetes mellitus with ophthalmic complication,Type 1 diabetes mellitus,who-icd10-parent,translated,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DE10,category,126264,13741,0.001522,,
HEA_ICD10_DR559,HEA,ICD10,DR559,Besvimelse eller kollaps,Besvimelse eller kollaps,,,Syncope or collapse,Syncope and collapse,who-icd10-parent,translated,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DR55,category,445301,286624,0.031746,,
HEA_ICD10_DM259,HEA,ICD10,DM259,Ledlidelse UNS,Ledlidelse UNS,,,"Joint disorder, unspecified","Joint disorder, unspecified",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DM25,category,19548,14827,0.001642,,
HEA_ICD10_DL309,HEA,ICD10,DL309,Dermatitis UNS,Dermatitis UNS,,,"Dermatitis, unspecified","Dermatitis, unspecified",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DL30,category,82694,40352,0.004469,,
HEA_ICD10_DG560,HEA,ICD10,DG560,Karpaltunnelsyndrom,Karpaltunnelsyndrom,,,Carpal tunnel syndrome,Carpal tunnel syndrome,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DG56,category,428918,171395,0.018983,,
HEA_ICD10_DL931,HEA,ICD10,DL931,Lupus erythematosus cutaneus subacutus,Lupus erythematosus cutaneus subacutus,,,Subacute cutaneous lupus erythematosus,Subacute cutaneous lupus erythematosus,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DL93,category,2868,890,9.9e-05,,
HEA_ICD10_DE559,HEA,ICD10,DE559,D-vitaminmangel UNS,D-vitaminmangel UNS,,,"Vitamin D deficiency, unspecified","Vitamin D deficiency, unspecified",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DE55,category,12878,8542,0.000946,,
HEA_ICD10_DC499,HEA,ICD10,DC499,Kræft i bindevæv og bløddelsvæv UNS,Kræft i bindevæv og bløddelsvæv UNS,,,"Connective and soft tissue, unspecified","Connective and soft tissue, unspecified",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DC49,category,64046,4388,0.000486,,
HEA_ICD10_DL989,HEA,ICD10,DL989,Sygdom i hud eller underhud UNS,Sygdom i hud eller underhud UNS,,,"Disorder of skin and subcutaneous tissue, unspecified","Disorder of skin and subcutaneous tissue, unspecified",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DL98,category,34110,24149,0.002675,,
HEA_ICD10_DD110,HEA,ICD10,DD110,Godartet tumor i ørespytkirtel,Godartet tumor i ørespytkirtel,,,Parotid gland,Parotid gland,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DD11,category,54730,23471,0.0026,,
HEA_ICD10_DB182,HEA,ICD10,DB182,Kronisk viral hepatitis C,Kronisk viral hepatitis C,,,Chronic viral hepatitis C,Chronic viral hepatitis C,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DB18,category,54629,12647,0.001401,,
HEA_ICD10_DH809,HEA,ICD10,DH809,Otosklerose UNS,Otosklerose UNS,,,"Otosclerosis, unspecified","Otosclerosis, unspecified",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DH80,category,63518,20982,0.002324,,
HEA_ICD10_DK900,HEA,ICD10,DK900,Cøliaki,Cøliaki,,,Coeliac disease,Coeliac disease,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DK90,category,59885,15270,0.001691,,
HEA_ICD10_DZ205,HEA,ICD10,DZ205,Kontakt med eller udsat for smitte med viral hepatitis,Kontakt med eller udsat for smitte med viral hepatitis,,,Contact with and exposure to viral hepatitis,Contact with and exposure to viral hepatitis,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DZ20,category,6409,5596,0.00062,,
HEA_ICD10_DS500,HEA,ICD10,DS500,Kontusion af albue,Kontusion af albue,,,Contusion of elbow,Contusion of elbow,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DS50,category,267375,225099,0.024932,,
HEA_ICD10_DJ459,HEA,ICD10,DJ459,Astma UNS,Astma UNS,,,"Asthma, unspecified","Asthma, unspecified",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DJ45,category,671736,260371,0.028838,,
HEA_ICD10_DZ080R,HEA,ICD10,DZ080R,Kontrolundersøgelse efter operation af kræft i bryst,Kontrolundersøgelse efter operation af kræft i bryst,,,Follow-up examination after breast cancer surgery,Follow-up examination after treatment for malignant neoplasms,who-icd10-parent,translated,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DZ080,subcategory,109669,51552,0.00571,,
HEA_ICD10_DZ031,HEA,ICD10,DZ031,Observation pga. mistanke om kræft,Observation pga. mistanke om kræft,,,Observation for suspected malignant neoplasm,Observation for suspected malignant neoplasm,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DZ03,category,562014,327792,0.036306,,
HEA_ICD10_DG252,HEA,ICD10,DG252,Anden form for tremor,Anden form for tremor,,,Other specified forms of tremor,Other specified forms of tremor,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DG25,category,2582,1533,0.00017,,
HEA_ICD10_DG439,HEA,ICD10,DG439,Migræne UNS,Migræne UNS,,,"Migraine, unspecified","Migraine, unspecified",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DG43,category,67611,46204,0.005117,,
HEA_ICD10_DM754,HEA,ICD10,DM754,Afklemningssyndrom i skulder,Afklemningssyndrom i skulder,,,Impingement syndrome of shoulder,Impingement syndrome of shoulder,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DM75,category,346714,171472,0.018992,,
HEA_ICD10_DM255,HEA,ICD10,DM255,Ledsmerter,Ledsmerter,,,Pain in joint,Pain in joint,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DM25,category,255886,146863,0.016266,,
HEA_ICD10_DZ509,HEA,ICD10,DZ509,Kontakt mhp. genoptræning UNS,Kontakt mhp. genoptræning UNS,,,"Care involving use of rehabilitation procedure, unspecified","Care involving use of rehabilitation procedure, unspecified",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DZ50,category,677068,336074,0.037223,,
HEA_ICD10_DG825,HEA,ICD10,DG825,Tetraplegi UNS,Tetraplegi UNS,,,"Tetraplegia, unspecified","Tetraplegia, unspecified",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DG82,category,40427,3451,0.000382,,
HEA_ICD10_DM459,HEA,ICD10,DM459,Ankyloserende spondylitis,Ankyloserende spondylitis,,,Ankyloserende spondylitis,Ankylosing spondylitis,who-icd10-parent,copy-of-da,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DM45,category,103723,10854,0.001202,,
HEA_ICD10_DF332,HEA,ICD10,DF332,Periodisk depression i episode af svær grad uden psykotiske symptomer,Periodisk depression i episode af svær grad uden psykotiske symptomer,,,"Recurrent depressive disorder, current episode severe without psychotic symptoms","Recurrent depressive disorder, current episode severe without psychotic symptoms",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DF33,category,86981,5831,0.000646,,
HEA_ICD10_DK750,HEA,ICD10,DK750,Leverabsces,Leverabsces,,,Abscess of liver,Abscess of liver,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DK75,category,8552,3289,0.000364,,
HEA_ICD10_DJ449,HEA,ICD10,DJ449,Kronisk obstruktiv lungesygdom UNS,Kronisk obstruktiv lungesygdom UNS,,,"Chronic obstructive pulmonary disease, unspecified","Chronic obstructive pulmonary disease, unspecified",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DJ44,category,628917,192154,0.021283,,
HEA_ICD10_DE780B,HEA,ICD10,DE780B,Familiær hyperkolesterolæmi,Familiær hyperkolesterolæmi,,,Familial hypercholesterolemia,Disorders of lipoprotein metabolism and other lipidaemias,who-icd10-parent,translated,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DE780,subcategory,19423,5701,0.000631,,
HEA_ICD10_DT784,HEA,ICD10,DT784,Allergi UNS,Allergi UNS,,,"Allergy, unspecified","Allergy, unspecified",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DT78,category,112855,70673,0.007828,,
HEA_ICD10_DC569,HEA,ICD10,DC569,Æggestokkræft,Æggestokkræft,,,Malignant neoplasm of ovary,Malignant neoplasm of ovary,who-icd10-parent,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DC56,category,252236,24535,0.002717,,
HEA_ICD10_DZ515S,HEA,ICD10,DZ515S,Kontakt mhp. specialiseret palliativ indsats,Kontakt mhp. specialiseret palliativ indsats,,,Contact regarding specialized palliative care,Other medical care,who-icd10-parent,translated,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DZ515,subcategory,519917,102436,0.011346,,
HEA_ICD10_DZ932,HEA,ICD10,DZ932,Tilstand med ileostomi,Tilstand med ileostomi,,,Ileostomy status,Ileostomy status,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DZ93,category,93291,22235,0.002463,,
HEA_ICD10_DG219,HEA,ICD10,DG219,Sekundær parkinsonisme UNS,Sekundær parkinsonisme UNS,,,"Secondary parkinsonism, unspecified","Secondary parkinsonism, unspecified",who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DG21,category,2644,1557,0.000172,,
HEA_ICD10_DD751,HEA,ICD10,DD751,Sekundær polycytæmi,Sekundær polycytæmi,,,Secondary polycythaemia,Secondary polycythaemia,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DD75,category,17191,5329,0.00059,,
HEA_ICD10_DG403F,HEA,ICD10,DG403F,Juvenil myoklon epilepsi,Juvenil myoklon epilepsi,,,Juvenile myoclonic epilepsy,Epilepsy,who-icd10-parent,translated,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DG403,subcategory,9597,1785,0.000198,,
HEA_ICD10_DG209,HEA,ICD10,DG209,Parkinsons sygdom,Parkinsons sygdom,,,Parkinson disease,Parkinson disease,who-icd10-parent,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DG20,category,207759,36502,0.004043,,
HEA_ICD10_DN811,HEA,ICD10,DN811,Cystocele hos kvinde,Cystocele hos kvinde,,,Cystocele,Cystocele,who-icd10,who-icd10,CSV:HEA_ICD10,medium,danish,HEA_ICD10_DN81,category,210725,100978,0.011184,,
