code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level,n_occurrences,n_people,pct_people
LAB_privat_pension_13_Q45,LAB,privat,pension_13_Q45,Udbetalte private pensioner — 45/100 kvantil,Udbetalte private pensioner — 45/100 kvantil,,,Paid-out private pensions — 45/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,164626,100955,0.011182
LAB_privat_pension_13_Q38,LAB,privat,pension_13_Q38,Udbetalte private pensioner — 38/100 kvantil,Udbetalte private pensioner — 38/100 kvantil,,,Paid-out private pensions — 38/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,182770,111967,0.012401
LAB_privat_pension_13_Q6,LAB,privat,pension_13_Q6,Udbetalte private pensioner — 6/100 kvantil,Udbetalte private pensioner — 6/100 kvantil,,,Paid-out private pensions — 6/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,1332491,405361,0.044897
LAB_privat_pension_13_Q5,LAB,privat,pension_13_Q5,Udbetalte private pensioner — 5/100 kvantil,Udbetalte private pensioner — 5/100 kvantil,,,Paid-out private pensions — 5/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,1545453,425585,0.047137
LAB_privat_pension_13_Q2,LAB,privat,pension_13_Q2,Udbetalte private pensioner — 2/100 kvantil,Udbetalte private pensioner — 2/100 kvantil,,,Paid-out private pensions — 2/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,2585058,615167,0.068135
LAB_privat_pension_13_Q24,LAB,privat,pension_13_Q24,Udbetalte private pensioner — 24/100 kvantil,Udbetalte private pensioner — 24/100 kvantil,,,Paid-out private pensions — 24/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,292115,172756,0.019134
LAB_privat_pension_13_Q41,LAB,privat,pension_13_Q41,Udbetalte private pensioner — 41/100 kvantil,Udbetalte private pensioner — 41/100 kvantil,,,Paid-out private pensions — 41/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,175447,106592,0.011806
LAB_privat_pension_13_Q4,LAB,privat,pension_13_Q4,Udbetalte private pensioner — 4/100 kvantil,Udbetalte private pensioner — 4/100 kvantil,,,Paid-out private pensions — 4/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,1814081,459728,0.050919
LAB_privat_pension_13_Q19,LAB,privat,pension_13_Q19,Udbetalte private pensioner — 19/100 kvantil,Udbetalte private pensioner — 19/100 kvantil,,,Paid-out private pensions — 19/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,368043,204932,0.022698
LAB_privat_pension_13_Q20,LAB,privat,pension_13_Q20,Udbetalte private pensioner — 20/100 kvantil,Udbetalte private pensioner — 20/100 kvantil,,,Paid-out private pensions — 20/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,349530,199194,0.022062
LAB_privat_pension_13_Q54,LAB,privat,pension_13_Q54,Udbetalte private pensioner — 54/100 kvantil,Udbetalte private pensioner — 54/100 kvantil,,,Paid-out private pensions — 54/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,159378,95877,0.010619
LAB_privat_pension_13_Q46,LAB,privat,pension_13_Q46,Udbetalte private pensioner — 46/100 kvantil,Udbetalte private pensioner — 46/100 kvantil,,,Paid-out private pensions — 46/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,162733,99621,0.011034
LAB_privat_pension_13_Q52,LAB,privat,pension_13_Q52,Udbetalte private pensioner — 52/100 kvantil,Udbetalte private pensioner — 52/100 kvantil,,,Paid-out private pensions — 52/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,160953,96421,0.010679
LAB_privat_pension_13_Q11,LAB,privat,pension_13_Q11,Udbetalte private pensioner — 11/100 kvantil,Udbetalte private pensioner — 11/100 kvantil,,,Paid-out private pensions — 11/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,500084,244671,0.027099
LAB_privat_pension_13_Q13,LAB,privat,pension_13_Q13,Udbetalte private pensioner — 13/100 kvantil,Udbetalte private pensioner — 13/100 kvantil,,,Paid-out private pensions — 13/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,448667,219367,0.024297
LAB_privat_pension_13_Q28,LAB,privat,pension_13_Q28,Udbetalte private pensioner — 28/100 kvantil,Udbetalte private pensioner — 28/100 kvantil,,,Paid-out private pensions — 28/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,234313,145523,0.016118
LAB_privat_pension_13_Q30,LAB,privat,pension_13_Q30,Udbetalte private pensioner — 30/100 kvantil,Udbetalte private pensioner — 30/100 kvantil,,,Paid-out private pensions — 30/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,214315,134220,0.014866
LAB_privat_pension_13_Q21,LAB,privat,pension_13_Q21,Udbetalte private pensioner — 21/100 kvantil,Udbetalte private pensioner — 21/100 kvantil,,,Paid-out private pensions — 21/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,338030,195498,0.021653
LAB_privat_pension_13_Q29,LAB,privat,pension_13_Q29,Udbetalte private pensioner — 29/100 kvantil,Udbetalte private pensioner — 29/100 kvantil,,,Paid-out private pensions — 29/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,222989,137675,0.015249
LAB_privat_pension_13_Q23,LAB,privat,pension_13_Q23,Udbetalte private pensioner — 23/100 kvantil,Udbetalte private pensioner — 23/100 kvantil,,,Paid-out private pensions — 23/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,313795,183708,0.020347
LAB_privat_pension_13_Q26,LAB,privat,pension_13_Q26,Udbetalte private pensioner — 26/100 kvantil,Udbetalte private pensioner — 26/100 kvantil,,,Paid-out private pensions — 26/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,259911,158866,0.017596
LAB_privat_pension_13_Q25,LAB,privat,pension_13_Q25,Udbetalte private pensioner — 25/100 kvantil,Udbetalte private pensioner — 25/100 kvantil,,,Paid-out private pensions — 25/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,272518,163559,0.018115
LAB_privat_pension_13_Q44,LAB,privat,pension_13_Q44,Udbetalte private pensioner — 44/100 kvantil,Udbetalte private pensioner — 44/100 kvantil,,,Paid-out private pensions — 44/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,167915,102445,0.011347
LAB_privat_pension_13_Q47,LAB,privat,pension_13_Q47,Udbetalte private pensioner — 47/100 kvantil,Udbetalte private pensioner — 47/100 kvantil,,,Paid-out private pensions — 47/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,161224,98497,0.010909
LAB_privat_pension_13_Q15,LAB,privat,pension_13_Q15,Udbetalte private pensioner — 15/100 kvantil,Udbetalte private pensioner — 15/100 kvantil,,,Paid-out private pensions — 15/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,413704,212421,0.023527
LAB_privat_pension_13_Q34,LAB,privat,pension_13_Q34,Udbetalte private pensioner — 34/100 kvantil,Udbetalte private pensioner — 34/100 kvantil,,,Paid-out private pensions — 34/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,193135,121091,0.013412
LAB_privat_pension_13_Q16,LAB,privat,pension_13_Q16,Udbetalte private pensioner — 16/100 kvantil,Udbetalte private pensioner — 16/100 kvantil,,,Paid-out private pensions — 16/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,400261,209901,0.023248
LAB_privat_pension_13_Q31,LAB,privat,pension_13_Q31,Udbetalte private pensioner — 31/100 kvantil,Udbetalte private pensioner — 31/100 kvantil,,,Paid-out private pensions — 31/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,207300,129738,0.01437
LAB_privat_pension_13_Q65,LAB,privat,pension_13_Q65,Udbetalte private pensioner — 65/100 kvantil,Udbetalte private pensioner — 65/100 kvantil,,,Paid-out private pensions — 65/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,155133,94056,0.010417
LAB_privat_pension_13_Q14,LAB,privat,pension_13_Q14,Udbetalte private pensioner — 14/100 kvantil,Udbetalte private pensioner — 14/100 kvantil,,,Paid-out private pensions — 14/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,438955,219454,0.024306
LAB_privat_pension_13_Q18,LAB,privat,pension_13_Q18,Udbetalte private pensioner — 18/100 kvantil,Udbetalte private pensioner — 18/100 kvantil,,,Paid-out private pensions — 18/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,382724,206546,0.022877
LAB_privat_pension_13_Q55,LAB,privat,pension_13_Q55,Udbetalte private pensioner — 55/100 kvantil,Udbetalte private pensioner — 55/100 kvantil,,,Paid-out private pensions — 55/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,159051,95628,0.010592
LAB_privat_pension_13_Q22,LAB,privat,pension_13_Q22,Udbetalte private pensioner — 22/100 kvantil,Udbetalte private pensioner — 22/100 kvantil,,,Paid-out private pensions — 22/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,317390,185756,0.020574
LAB_privat_pension_13_Q17,LAB,privat,pension_13_Q17,Udbetalte private pensioner — 17/100 kvantil,Udbetalte private pensioner — 17/100 kvantil,,,Paid-out private pensions — 17/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,388720,208126,0.023052
LAB_privat_pension_13_Q12,LAB,privat,pension_13_Q12,Udbetalte private pensioner — 12/100 kvantil,Udbetalte private pensioner — 12/100 kvantil,,,Paid-out private pensions — 12/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,444642,222069,0.024596
LAB_privat_pension_13_Q80,LAB,privat,pension_13_Q80,Udbetalte private pensioner — 80/100 kvantil,Udbetalte private pensioner — 80/100 kvantil,,,Paid-out private pensions — 80/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,115774,69337,0.00768
LAB_privat_pension_13_Q79,LAB,privat,pension_13_Q79,Udbetalte private pensioner — 79/100 kvantil,Udbetalte private pensioner — 79/100 kvantil,,,Paid-out private pensions — 79/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,121648,72826,0.008066
LAB_privat_pension_13_Q95,LAB,privat,pension_13_Q95,Udbetalte private pensioner — 95/100 kvantil,Udbetalte private pensioner — 95/100 kvantil,,,Paid-out private pensions — 95/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,82747,35827,0.003968
LAB_privat_pension_13_Q92,LAB,privat,pension_13_Q92,Udbetalte private pensioner — 92/100 kvantil,Udbetalte private pensioner — 92/100 kvantil,,,Paid-out private pensions — 92/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,87213,43208,0.004786
LAB_privat_pension_13_Q97,LAB,privat,pension_13_Q97,Udbetalte private pensioner — 97/100 kvantil,Udbetalte private pensioner — 97/100 kvantil,,,Paid-out private pensions — 97/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,80289,29222,0.003237
LAB_privat_pension_13_Q85,LAB,privat,pension_13_Q85,Udbetalte private pensioner — 85/100 kvantil,Udbetalte private pensioner — 85/100 kvantil,,,Paid-out private pensions — 85/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,100355,57865,0.006409
LAB_privat_pension_13_Q86,LAB,privat,pension_13_Q86,Udbetalte private pensioner — 86/100 kvantil,Udbetalte private pensioner — 86/100 kvantil,,,Paid-out private pensions — 86/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,97524,55459,0.006143
LAB_privat_pension_13_Q90,LAB,privat,pension_13_Q90,Udbetalte private pensioner — 90/100 kvantil,Udbetalte private pensioner — 90/100 kvantil,,,Paid-out private pensions — 90/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,90196,47853,0.0053
LAB_privat_pension_13_Q64,LAB,privat,pension_13_Q64,Udbetalte private pensioner — 64/100 kvantil,Udbetalte private pensioner — 64/100 kvantil,,,Paid-out private pensions — 64/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,155797,94018,0.010413
LAB_privat_pension_13_Q82,LAB,privat,pension_13_Q82,Udbetalte private pensioner — 82/100 kvantil,Udbetalte private pensioner — 82/100 kvantil,,,Paid-out private pensions — 82/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,108849,64221,0.007113
LAB_privat_pension_13_Q42,LAB,privat,pension_13_Q42,Udbetalte private pensioner — 42/100 kvantil,Udbetalte private pensioner — 42/100 kvantil,,,Paid-out private pensions — 42/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,172418,104720,0.011599
LAB_privat_pension_13_Q60,LAB,privat,pension_13_Q60,Udbetalte private pensioner — 60/100 kvantil,Udbetalte private pensioner — 60/100 kvantil,,,Paid-out private pensions — 60/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,157504,94410,0.010457
LAB_privat_pension_13_Q27,LAB,privat,pension_13_Q27,Udbetalte private pensioner — 27/100 kvantil,Udbetalte private pensioner — 27/100 kvantil,,,Paid-out private pensions — 27/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,242665,148506,0.016448
LAB_privat_pension_13_Q35,LAB,privat,pension_13_Q35,Udbetalte private pensioner — 35/100 kvantil,Udbetalte private pensioner — 35/100 kvantil,,,Paid-out private pensions — 35/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,188547,116958,0.012954
LAB_privat_pension_13_Q33,LAB,privat,pension_13_Q33,Udbetalte private pensioner — 33/100 kvantil,Udbetalte private pensioner — 33/100 kvantil,,,Paid-out private pensions — 33/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,196297,122968,0.01362
LAB_privat_pension_13_Q32,LAB,privat,pension_13_Q32,Udbetalte private pensioner — 32/100 kvantil,Udbetalte private pensioner — 32/100 kvantil,,,Paid-out private pensions — 32/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,201557,125967,0.013952
LAB_privat_pension_13_Q93,LAB,privat,pension_13_Q93,Udbetalte private pensioner — 93/100 kvantil,Udbetalte private pensioner — 93/100 kvantil,,,Paid-out private pensions — 93/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,86130,41191,0.004562
LAB_privat_pension_13_Q94,LAB,privat,pension_13_Q94,Udbetalte private pensioner — 94/100 kvantil,Udbetalte private pensioner — 94/100 kvantil,,,Paid-out private pensions — 94/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,84586,38571,0.004272
LAB_privat_pension_13_Q96,LAB,privat,pension_13_Q96,Udbetalte private pensioner — 96/100 kvantil,Udbetalte private pensioner — 96/100 kvantil,,,Paid-out private pensions — 96/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,81486,32775,0.00363
LAB_privat_pension_13_Q59,LAB,privat,pension_13_Q59,Udbetalte private pensioner — 59/100 kvantil,Udbetalte private pensioner — 59/100 kvantil,,,Paid-out private pensions — 59/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,155593,94211,0.010435
LAB_privat_pension_13_Q57,LAB,privat,pension_13_Q57,Udbetalte private pensioner — 57/100 kvantil,Udbetalte private pensioner — 57/100 kvantil,,,Paid-out private pensions — 57/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,157180,94716,0.010491
LAB_privat_pension_13_Q48,LAB,privat,pension_13_Q48,Udbetalte private pensioner — 48/100 kvantil,Udbetalte private pensioner — 48/100 kvantil,,,Paid-out private pensions — 48/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,160144,97102,0.010755
LAB_privat_pension_13_Q91,LAB,privat,pension_13_Q91,Udbetalte private pensioner — 91/100 kvantil,Udbetalte private pensioner — 91/100 kvantil,,,Paid-out private pensions — 91/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,89264,45597,0.00505
LAB_privat_pension_13_Q51,LAB,privat,pension_13_Q51,Udbetalte private pensioner — 51/100 kvantil,Udbetalte private pensioner — 51/100 kvantil,,,Paid-out private pensions — 51/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,159609,95804,0.010611
LAB_privat_pension_13_Q66,LAB,privat,pension_13_Q66,Udbetalte private pensioner — 66/100 kvantil,Udbetalte private pensioner — 66/100 kvantil,,,Paid-out private pensions — 66/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,154995,93116,0.010313
LAB_privat_pension_13_Q62,LAB,privat,pension_13_Q62,Udbetalte private pensioner — 62/100 kvantil,Udbetalte private pensioner — 62/100 kvantil,,,Paid-out private pensions — 62/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,156111,94447,0.010461
LAB_privat_pension_13_Q89,LAB,privat,pension_13_Q89,Udbetalte private pensioner — 89/100 kvantil,Udbetalte private pensioner — 89/100 kvantil,,,Paid-out private pensions — 89/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,91383,49324,0.005463
LAB_privat_pension_13_Q87,LAB,privat,pension_13_Q87,Udbetalte private pensioner — 87/100 kvantil,Udbetalte private pensioner — 87/100 kvantil,,,Paid-out private pensions — 87/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,95544,53604,0.005937
LAB_privat_pension_13_Q83,LAB,privat,pension_13_Q83,Udbetalte private pensioner — 83/100 kvantil,Udbetalte private pensioner — 83/100 kvantil,,,Paid-out private pensions — 83/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,106007,62518,0.006924
LAB_privat_pension_13_Q84,LAB,privat,pension_13_Q84,Udbetalte private pensioner — 84/100 kvantil,Udbetalte private pensioner — 84/100 kvantil,,,Paid-out private pensions — 84/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,104049,60252,0.006673
LAB_privat_pension_13_Q36,LAB,privat,pension_13_Q36,Udbetalte private pensioner — 36/100 kvantil,Udbetalte private pensioner — 36/100 kvantil,,,Paid-out private pensions — 36/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,186595,114803,0.012715
LAB_privat_pension_13_Q68,LAB,privat,pension_13_Q68,Udbetalte private pensioner — 68/100 kvantil,Udbetalte private pensioner — 68/100 kvantil,,,Paid-out private pensions — 68/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,152365,91226,0.010104
LAB_privat_pension_13_Q88,LAB,privat,pension_13_Q88,Udbetalte private pensioner — 88/100 kvantil,Udbetalte private pensioner — 88/100 kvantil,,,Paid-out private pensions — 88/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,94273,51464,0.0057
LAB_privat_pension_13_Q78,LAB,privat,pension_13_Q78,Udbetalte private pensioner — 78/100 kvantil,Udbetalte private pensioner — 78/100 kvantil,,,Paid-out private pensions — 78/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,129785,76579,0.008482
LAB_privat_pension_13_Q75,LAB,privat,pension_13_Q75,Udbetalte private pensioner — 75/100 kvantil,Udbetalte private pensioner — 75/100 kvantil,,,Paid-out private pensions — 75/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,133816,81106,0.008983
LAB_privat_pension_13_Q74,LAB,privat,pension_13_Q74,Udbetalte private pensioner — 74/100 kvantil,Udbetalte private pensioner — 74/100 kvantil,,,Paid-out private pensions — 74/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,136668,83023,0.009195
LAB_privat_pension_13_Q76,LAB,privat,pension_13_Q76,Udbetalte private pensioner — 76/100 kvantil,Udbetalte private pensioner — 76/100 kvantil,,,Paid-out private pensions — 76/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,133104,79999,0.008861
LAB_privat_pension_13_Q77,LAB,privat,pension_13_Q77,Udbetalte private pensioner — 77/100 kvantil,Udbetalte private pensioner — 77/100 kvantil,,,Paid-out private pensions — 77/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,131590,78832,0.008731
LAB_privat_pension_13_Q73,LAB,privat,pension_13_Q73,Udbetalte private pensioner — 73/100 kvantil,Udbetalte private pensioner — 73/100 kvantil,,,Paid-out private pensions — 73/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,140035,84552,0.009365
LAB_privat_pension_13_Q53,LAB,privat,pension_13_Q53,Udbetalte private pensioner — 53/100 kvantil,Udbetalte private pensioner — 53/100 kvantil,,,Paid-out private pensions — 53/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,160522,95873,0.010619
LAB_privat_pension_13_Q81,LAB,privat,pension_13_Q81,Udbetalte private pensioner — 81/100 kvantil,Udbetalte private pensioner — 81/100 kvantil,,,Paid-out private pensions — 81/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,112711,67321,0.007456
LAB_privat_pension_13_Q72,LAB,privat,pension_13_Q72,Udbetalte private pensioner — 72/100 kvantil,Udbetalte private pensioner — 72/100 kvantil,,,Paid-out private pensions — 72/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,142003,86049,0.009531
LAB_privat_pension_13_Q71,LAB,privat,pension_13_Q71,Udbetalte private pensioner — 71/100 kvantil,Udbetalte private pensioner — 71/100 kvantil,,,Paid-out private pensions — 71/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,144275,87768,0.009721
LAB_privat_pension_13_Q98,LAB,privat,pension_13_Q98,Udbetalte private pensioner — 98/100 kvantil,Udbetalte private pensioner — 98/100 kvantil,,,Paid-out private pensions — 98/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,79339,25042,0.002774
LAB_privat_pension_13_Q70,LAB,privat,pension_13_Q70,Udbetalte private pensioner — 70/100 kvantil,Udbetalte private pensioner — 70/100 kvantil,,,Paid-out private pensions — 70/100 quantile,,,dst_times_privat_pension_13,generated:quantile_percentile,high,english,,,146254,88712,0.009826
