code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level,n_occurrences,n_people,pct_people
LAB_skatmvialt_13_Q35,LAB,skatmvialt,13_Q35,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 35/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 35/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 35/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,2352940,1417589,0.15701
LAB_skatmvialt_13_Q28,LAB,skatmvialt,13_Q28,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 28/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 28/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 28/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,3618164,1979618,0.219259
LAB_skatmvialt_13_Q30,LAB,skatmvialt,13_Q30,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 30/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 30/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 30/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,3293126,1840633,0.203865
LAB_skatmvialt_13_Q27,LAB,skatmvialt,13_Q27,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 27/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 27/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 27/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,3759933,2040794,0.226035
LAB_skatmvialt_13_Q31,LAB,skatmvialt,13_Q31,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 31/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 31/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 31/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,3109340,1760946,0.195039
LAB_skatmvialt_13_Q7,LAB,skatmvialt,13_Q7,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 7/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 7/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 7/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,5008785,2342734,0.259477
LAB_skatmvialt_13_Q13,LAB,skatmvialt,13_Q13,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 13/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 13/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 13/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,5378804,2562887,0.283861
LAB_skatmvialt_13_Q15,LAB,skatmvialt,13_Q15,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 15/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 15/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 15/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,4664186,2418741,0.267895
LAB_skatmvialt_13_Q8,LAB,skatmvialt,13_Q8,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 8/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 8/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 8/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,5183031,2413857,0.267354
LAB_skatmvialt_13_Q21,LAB,skatmvialt,13_Q21,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 21/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 21/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 21/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,4115086,2234645,0.247505
LAB_skatmvialt_13_Q17,LAB,skatmvialt,13_Q17,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 17/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 17/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 17/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,3936872,2238988,0.247986
LAB_skatmvialt_13_Q11,LAB,skatmvialt,13_Q11,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 11/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 11/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 11/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,6308309,2802207,0.310367
LAB_skatmvialt_13_Q10,LAB,skatmvialt,13_Q10,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 10/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 10/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 10/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,6323372,2725262,0.301845
LAB_skatmvialt_13_Q9,LAB,skatmvialt,13_Q9,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 9/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 9/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 9/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,5778494,2575200,0.285224
LAB_skatmvialt_13_Q16,LAB,skatmvialt,13_Q16,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 16/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 16/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 16/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,4239338,2316616,0.256584
LAB_skatmvialt_13_Q23,LAB,skatmvialt,13_Q23,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 23/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 23/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 23/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,4144026,2224342,0.246364
LAB_skatmvialt_13_Q1,LAB,skatmvialt,13_Q1,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 1/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 1/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 1/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,8092085,3206227,0.355116
LAB_skatmvialt_13_Q19,LAB,skatmvialt,13_Q19,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 19/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 19/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 19/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,3995498,2221322,0.246029
LAB_skatmvialt_13_Q24,LAB,skatmvialt,13_Q24,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 24/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 24/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 24/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,4085248,2193924,0.242995
LAB_skatmvialt_13_Q29,LAB,skatmvialt,13_Q29,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 29/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 29/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 29/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,3465529,1914349,0.21203
LAB_skatmvialt_13_Q33,LAB,skatmvialt,13_Q33,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 33/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 33/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 33/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,2732091,1593023,0.17644
LAB_skatmvialt_13_Q34,LAB,skatmvialt,13_Q34,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 34/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 34/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 34/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,2539843,1505813,0.166781
LAB_skatmvialt_13_Q2,LAB,skatmvialt,13_Q2,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 2/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 2/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 2/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,5648207,2860738,0.31685
LAB_skatmvialt_13_Q3,LAB,skatmvialt,13_Q3,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 3/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 3/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 3/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,4132114,2327688,0.25781
LAB_skatmvialt_13_Q4,LAB,skatmvialt,13_Q4,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 4/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 4/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 4/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,3640110,2161337,0.239386
LAB_skatmvialt_13_Q6,LAB,skatmvialt,13_Q6,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 6/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 6/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 6/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,5065889,2278908,0.252408
LAB_skatmvialt_13_Q60,LAB,skatmvialt,13_Q60,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 60/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 60/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 60/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,411868,314551,0.034839
LAB_skatmvialt_13_Q49,LAB,skatmvialt,13_Q49,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 49/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 49/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 49/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,763896,557936,0.061796
LAB_skatmvialt_13_Q32,LAB,skatmvialt,13_Q32,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 32/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 32/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 32/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,2919638,1676793,0.185718
LAB_skatmvialt_13_Q66,LAB,skatmvialt,13_Q66,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 66/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 66/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 66/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,317815,244567,0.027088
LAB_skatmvialt_13_Q43,LAB,skatmvialt,13_Q43,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 43/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 43/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 43/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,1220444,832542,0.092211
LAB_skatmvialt_13_Q42,LAB,skatmvialt,13_Q42,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 42/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 42/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 42/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,1327665,892440,0.098845
LAB_skatmvialt_13_Q36,LAB,skatmvialt,13_Q36,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 36/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 36/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 36/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,2178655,1333321,0.147676
LAB_skatmvialt_13_Q70,LAB,skatmvialt,13_Q70,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 70/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 70/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 70/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,273469,210559,0.023321
LAB_skatmvialt_13_Q41,LAB,skatmvialt,13_Q41,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 41/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 41/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 41/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,1449316,957675,0.10607
LAB_skatmvialt_13_Q76,LAB,skatmvialt,13_Q76,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 76/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 76/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 76/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,225630,171395,0.018983
LAB_skatmvialt_13_Q65,LAB,skatmvialt,13_Q65,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 65/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 65/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 65/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,329762,253564,0.028084
LAB_skatmvialt_13_Q50,LAB,skatmvialt,13_Q50,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 50/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 50/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 50/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,714876,525354,0.058187
LAB_skatmvialt_13_Q69,LAB,skatmvialt,13_Q69,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 69/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 69/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 69/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,283632,218560,0.024207
LAB_skatmvialt_13_Q52,LAB,skatmvialt,13_Q52,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 52/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 52/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 52/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,630269,468890,0.051933
LAB_skatmvialt_13_Q73,LAB,skatmvialt,13_Q73,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 73/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 73/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 73/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,247178,189728,0.021014
LAB_skatmvialt_13_Q67,LAB,skatmvialt,13_Q67,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 67/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 67/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 67/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,304463,234485,0.025971
LAB_skatmvialt_13_Q83,LAB,skatmvialt,13_Q83,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 83/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 83/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 83/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,188576,138318,0.01532
LAB_skatmvialt_13_Q61,LAB,skatmvialt,13_Q61,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 61/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 61/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 61/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,391779,299717,0.033196
LAB_skatmvialt_13_Q62,LAB,skatmvialt,13_Q62,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 62/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 62/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 62/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,375135,287590,0.031853
LAB_skatmvialt_13_Q74,LAB,skatmvialt,13_Q74,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 74/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 74/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 74/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,238853,182400,0.020202
LAB_skatmvialt_13_Q59,LAB,skatmvialt,13_Q59,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 59/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 59/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 59/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,431116,328468,0.036381
LAB_skatmvialt_13_Q46,LAB,skatmvialt,13_Q46,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 46/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 46/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 46/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,949926,674793,0.074739
LAB_skatmvialt_13_Q40,LAB,skatmvialt,13_Q40,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 40/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 40/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 40/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,1573347,1023740,0.113388
LAB_skatmvialt_13_Q44,LAB,skatmvialt,13_Q44,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 44/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 44/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 44/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,1120695,776665,0.086022
LAB_skatmvialt_13_Q48,LAB,skatmvialt,13_Q48,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 48/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 48/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 48/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,819554,593768,0.065765
LAB_skatmvialt_13_Q56,LAB,skatmvialt,13_Q56,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 56/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 56/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 56/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,502903,379812,0.042067
LAB_skatmvialt_13_Q99,LAB,skatmvialt,13_Q99,"Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 99/100 kvantil","Skat, arbejdsmarkedsbidrag og særlig pension i alt (ekskl. kirkeskat) — 99/100 kvantil",,,"Total taxes, labor market contribution and special pension (excl. church tax) — 99/100 quantile",,,dst_times_skatmvialt_13,generated:quantile_percentile,high,english,,,147618,61761,0.006841
