code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level,n_occurrences,n_people,pct_people,program_group,is_primary_code
LAB_disco08_332200,LAB,disco08,332200,Salgsarbejde (agenter),Salgsarbejde (agenter),,,Commercial Sales Representatives,Commercial Sales Representatives,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_332000,unit_group,930490,114843,0.01272,,
LAB_disco08_121200,LAB,disco08,121200,Ledelse inden for HR-funktioner,Ledelse inden for HR-funktioner,,,Human Resource Managers,Human Resource Managers,isco08,isco08,CSV:LAB_disco08_dict.csv,medium,danish,LAB_disco08_121000,unit_group,84400,10086,0.001117,,
LAB_disco08_235920,LAB,disco08,235920,Pædagogisk arbejde ikke klassificeret andetsteds (ekskl. medhjælp),Pædagogisk arbejde ikke klassificeret andetsteds (ekskl. medhjælp),,,Teaching Professionals Not Elsewhere Classified,Teaching Professionals Not Elsewhere Classified,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_235900,detail,10224,2115,0.000234,,
LAB_disco08_234110,LAB,disco08,234110,"Undervisning på grundskoleniveau, unge og voksne","Undervisning på grundskoleniveau, unge og voksne",,,Primary School Teachers,Primary School Teachers,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_234100,detail,84058,16301,0.001805,,
LAB_disco08_342300,LAB,disco08,342300,Instruktørarbejde inden for fitness og beslægtede områder,Instruktørarbejde inden for fitness og beslægtede områder,,,Fitness and Recreation Instructors and Programme Leaders,Fitness and Recreation Instructors and Programme Leaders,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_342000,unit_group,42197,9874,0.001094,,
LAB_disco08_441220,LAB,disco08,441220,"Betjentarbejde, intern postsortering og omdeling","Betjentarbejde, intern postsortering og omdeling",,,Mail Carriers and Sorting Clerks,Mail Carriers and Sorting Clerks,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_441200,detail,84277,14919,0.001652,,
LAB_disco08_234120,LAB,disco08,234120,"Undervisning på grundskoleniveau, (børn, 1.-10. klasse)","Undervisning på grundskoleniveau, (børn, 1.-10. klasse)",,,Primary School Teachers,Primary School Teachers,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_234100,detail,2159239,197192,0.021841,,
LAB_disco08_226900,LAB,disco08,226900,Sundhedsarbejde ikke klassificeret andetsteds,Sundhedsarbejde ikke klassificeret andetsteds,,,Health Professionals Not Elsewhere Classified,Health Professionals Not Elsewhere Classified,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_226000,unit_group,166184,17975,0.001991,,
LAB_disco08_911210,LAB,disco08,911210,Rengøring af kontorer og beboelsesområder,Rengøring af kontorer og beboelsesområder,,,"Cleaners and Helpers in Offices, Hotels and Other Establishments","Cleaners and Helpers in Offices, Hotels and Other Establishments",isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_911200,detail,1364440,202993,0.022483,,
LAB_disco08_911200,LAB,disco08,911200,Rengøringsarbejde undtagen i private hjem,Rengøringsarbejde undtagen i private hjem,,,"Cleaners and Helpers in Offices, Hotels and Other Establishments","Cleaners and Helpers in Offices, Hotels and Other Establishments",isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_911000,unit_group,140781,36381,0.004029,,
LAB_disco08_832210,LAB,disco08,832210,Hyrevogns- og privatchaufførarbejde eller tilsvarende chaufførarbejde,Hyrevogns- og privatchaufførarbejde eller tilsvarende chaufførarbejde,,,"Car, Taxi and Van Drivers","Car, Taxi and Van Drivers",isco08-parent,isco08,CSV:LAB_disco08_dst_hierarchical,medium,danish,LAB_disco08_832200,detail,132470,16539,0.001832,,
LAB_disco08_833110,LAB,disco08,833110,"Buschauffører, national rutefart","Buschauffører, national rutefart",,,Bus and Tram Drivers,Bus and Tram Drivers,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_833100,detail,319716,26508,0.002936,,
LAB_disco08_411000,LAB,disco08,411000,Almindeligt kontorarbejde,Almindeligt kontorarbejde,,,General Office Clerks,General Office Clerks,isco08,isco08,CSV:LAB_disco08_dst_hierarchical,medium,danish,LAB_disco08_410000,minor_group,2678960,370341,0.041018,,
LAB_disco08_334310,LAB,disco08,334310,Chef- og direktionssekretærarbejde,Chef- og direktionssekretærarbejde,,,Administrative and Executive Secretaries,Administrative and Executive Secretaries,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_334300,detail,614128,64161,0.007106,,
LAB_disco08_813120,LAB,disco08,813120,Operatørarbejde ved fremstilling af kemiske produkter ekskl. medicinalindustri,Operatørarbejde ved fremstilling af kemiske produkter ekskl. medicinalindustri,,,Chemical Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_813100,detail,54748,5051,0.000559,,
LAB_disco08_532210,LAB,disco08,532210,"Social- og sundhedsarbejde i private hjem, medhjælpere","Social- og sundhedsarbejde i private hjem, medhjælpere",,,Home-based Personal Care Workers,Home-based Personal Care Workers,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_532200,detail,2263349,275195,0.03048,,
LAB_disco08_531120,LAB,disco08,531120,Pædagogisk medhjælp,Pædagogisk medhjælp,,,Child Care Workers,Child Care Workers,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_531100,detail,1573294,254628,0.028202,,
LAB_disco08_515300,LAB,disco08,515300,Ejendomsinspektørarbejde,Ejendomsinspektørarbejde,,,Building Caretakers,Building Caretakers,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_515000,unit_group,719754,88435,0.009795,,
LAB_disco08_816040,LAB,disco08,816040,Arbejde med færdigvareproduktion i nærings- og nydelsesmiddelindustri,Arbejde med færdigvareproduktion i nærings- og nydelsesmiddelindustri,,,Food and Related Products Machine Operators,Food and Related Products Machine Operators,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_816000,detail,214877,28798,0.00319,,
LAB_disco08_264300,LAB,disco08,264300,Translatørarbejde og andet sprogvidenskabeligt arbejde,Translatørarbejde og andet sprogvidenskabeligt arbejde,,,"Translators, Interpreters and Other Linguists","Translators, Interpreters and Other Linguists",isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_264000,unit_group,41769,4917,0.000545,,
LAB_disco08_833120,LAB,disco08,833120,"Buschauffører, national turistfart","Buschauffører, national turistfart",,,Bus and Tram Drivers,Bus and Tram Drivers,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_833100,detail,30285,4578,0.000507,,
LAB_disco08_833130,LAB,disco08,833130,"Buschauffører, international rutefart","Buschauffører, international rutefart",,,Bus and Tram Drivers,Bus and Tram Drivers,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_833100,detail,8406,1317,0.000146,,
LAB_disco08_141200,LAB,disco08,141200,Ledelse af hovedaktiviteten inden for restauration,Ledelse af hovedaktiviteten inden for restauration,,,Restaurant Managers,Restaurant Managers,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_141000,unit_group,28729,4596,0.000509,,
LAB_disco08_816020,LAB,disco08,816020,"Industrielt slagteriarbejde og behandling af råvarer, fjerkræ","Industrielt slagteriarbejde og behandling af råvarer, fjerkræ",,,Food and Related Products Machine Operators,Food and Related Products Machine Operators,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_816000,detail,46404,6462,0.000716,,
LAB_disco08_143100,LAB,disco08,143100,"Ledelse af hovedaktiviteten inden for sport, forlystelse og kultur","Ledelse af hovedaktiviteten inden for sport, forlystelse og kultur",,,"Sports, Recreation and Cultural Centre Managers","Sports, Recreation and Cultural Centre Managers",isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_143000,unit_group,13614,2099,0.000232,,
LAB_disco08_112010,LAB,disco08,112010,Øverste administrerende virksomhedsledelse,Øverste administrerende virksomhedsledelse,,,Top-level corporate management,Managing Directors and Chief Executives,isco08-parent,translated,CSV:LAB_disco08_dict.csv,medium,danish,LAB_disco08_112000,detail,440284,41499,0.004596,,
LAB_disco08_816000,LAB,disco08,816000,Operatørarbejde ved fremstilling af nærings- og nydelsesmidler,Operatørarbejde ved fremstilling af nærings- og nydelsesmidler,,,Food and Related Products Machine Operators,Food and Related Products Machine Operators,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_810000,minor_group,25451,5996,0.000664,,
LAB_disco08_933410,LAB,disco08,933410,Lager- og pakhusarbejde,Lager- og pakhusarbejde,,,Shelf Fillers,Shelf Fillers,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_933400,detail,1249211,217740,0.024116,,
LAB_disco08_251000,LAB,disco08,251000,Udvikling og analyse af software og applikationer,Udvikling og analyse af software og applikationer,,,Software and Applications Developers and Analysts,Software and Applications Developers and Analysts,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_250000,minor_group,344428,52433,0.005807,,
LAB_disco08_834400,LAB,disco08,834400,Truckførerarbejde,Truckførerarbejde,,,Lifting Truck Operators,Lifting Truck Operators,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_834000,unit_group,128911,15984,0.00177,,
LAB_disco08_818300,LAB,disco08,818300,"Operatørarbejde af maskiner til pakning, påfyldning og mærkning","Operatørarbejde af maskiner til pakning, påfyldning og mærkning",,,"Packing, Bottling and Labelling Machine Operators","Packing, Bottling and Labelling Machine Operators",isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_818000,unit_group,73418,9142,0.001013,,
LAB_disco08_700000,LAB,disco08,700000,Håndværkspræget arbejde,Håndværkspræget arbejde,,,Craft and Related Trades Workers,Craft and Related Trades Workers,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,,major_group,245537,45765,0.005069,,
LAB_disco08_231000,LAB,disco08,231000,Undervisning og forskning ved universiteter og højere læreanstalter,Undervisning og forskning ved universiteter og højere læreanstalter,,,University and Higher Education Teachers,University and Higher Education Teachers,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_230000,minor_group,3397,976,0.000108,,
LAB_disco08_231010,LAB,disco08,231010,Undervisning og forskning ved lange videregående uddannelser,Undervisning og forskning ved lange videregående uddannelser,,,University and Higher Education Teachers,University and Higher Education Teachers,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_231000,detail,856476,109867,0.012169,,
LAB_disco08_932100,LAB,disco08,932100,Pakkeriarbejde,Pakkeriarbejde,,,Hand Packers,Hand Packers,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_932000,unit_group,297639,52277,0.00579,,
LAB_disco08_432200,LAB,disco08,432200,Registreringsarbejde inden for produktion,Registreringsarbejde inden for produktion,,,Production Clerks,Production Clerks,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_432000,unit_group,234656,40241,0.004457,,
LAB_disco08_931210,LAB,disco08,931210,Asfaltarbejde,Asfaltarbejde,,,Asphalt work,Civil Engineering Labourers,isco08-parent,translated,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_931200,detail,46178,5238,0.00058,,
LAB_disco08_234300,LAB,disco08,234300,Pædagogisk arbejde,Pædagogisk arbejde,,,Primary School and Early Childhood Teachers,Primary School and Early Childhood Teachers,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_234000,unit_group,1304091,129747,0.014371,,
LAB_disco08_232030,LAB,disco08,232030,Undervisning ved voksenerhvervsuddannelser,Undervisning ved voksenerhvervsuddannelser,,,Vocational Education Teachers,Vocational Education Teachers,isco08-parent,isco08,CSV:LAB_disco08_dst_hierarchical,medium,danish,LAB_disco08_232000,detail,44993,7804,0.000864,,
LAB_disco08_235700,LAB,disco08,235700,Specialpædagogisk arbejde,Specialpædagogisk arbejde,,,Other Teaching Professionals,Other Teaching Professionals,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_235000,unit_group,620843,65640,0.00727,,
LAB_disco08_432100,LAB,disco08,432100,Lagerekspeditionsarbejde,Lagerekspeditionsarbejde,,,Stock Clerks,Stock Clerks,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_432000,unit_group,443516,71660,0.007937,,
LAB_disco08_723400,LAB,disco08,723400,"Mekanikerarbejde, cykler og tilsvarende køretøjer","Mekanikerarbejde, cykler og tilsvarende køretøjer",,,Bicycle and Related Repairers,Bicycle and Related Repairers,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_723000,unit_group,13354,1596,0.000177,,
LAB_disco08_722300,LAB,disco08,722300,Operatør- og opstillingsarbejde af metalforarbejdningsmaskiner,Operatør- og opstillingsarbejde af metalforarbejdningsmaskiner,,,Metal Working Machine Tool Setters and Operators,Metal Working Machine Tool Setters and Operators,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_722000,unit_group,379729,40638,0.004501,,
LAB_disco08_741200,LAB,disco08,741200,Elektromekanikerarbejde,Elektromekanikerarbejde,,,Electrical Mechanics and Fitters,Electrical Mechanics and Fitters,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_741000,unit_group,103019,11172,0.001237,,
LAB_disco08_732100,LAB,disco08,732100,Prepressarbejde og grafisk formfremstilling,Prepressarbejde og grafisk formfremstilling,,,Pre-press Technicians,Pre-press Technicians,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_732000,unit_group,52165,6292,0.000697,,
LAB_disco08_723110,LAB,disco08,723110,"Mekanikerarbejde, person- og varevogne","Mekanikerarbejde, person- og varevogne",,,Motor Vehicle Mechanics and Repairers,Motor Vehicle Mechanics and Repairers,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_723100,detail,262081,26640,0.002951,,
LAB_disco08_333200,LAB,disco08,333200,Konference- og eventplanlægning,Konference- og eventplanlægning,,,Conference and Event Planners,Conference and Event Planners,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_333000,unit_group,22958,4012,0.000444,,
LAB_disco08_723120,LAB,disco08,723120,"Mekanikerarbejde, lastvogne","Mekanikerarbejde, lastvogne",,,Motor Vehicle Mechanics and Repairers,Motor Vehicle Mechanics and Repairers,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_723100,detail,82647,8160,0.000904,,
LAB_disco08_524900,LAB,disco08,524900,Salgsarbejde ikke klassificeret andetsteds,Salgsarbejde ikke klassificeret andetsteds,,,Sales Workers Not Elsewhere Classified,Sales Workers Not Elsewhere Classified,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_524000,unit_group,334125,53893,0.005969,,
LAB_disco08_263500,LAB,disco08,263500,Socialrådgivningsarbejde,Socialrådgivningsarbejde,,,Social Work and Counselling Professionals,Social Work and Counselling Professionals,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_263000,unit_group,417613,30133,0.003337,,
LAB_disco08_532900,LAB,disco08,532900,Andet omsorgsarbejde inden for sundhedsområdet,Andet omsorgsarbejde inden for sundhedsområdet,,,Personal Care Workers in Health Services Not Elsewhere Classified,Personal Care Workers in Health Services Not Elsewhere Classified,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_532000,unit_group,101140,18358,0.002033,,
LAB_disco08_531110,LAB,disco08,531110,Dagplejearbejde,Dagplejearbejde,,,Child Care Workers,Child Care Workers,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_531100,detail,348315,27535,0.00305,,
LAB_disco08_331300,LAB,disco08,331300,Regnskabsarbejde,Regnskabsarbejde,,,Accounting Associate Professionals,Accounting Associate Professionals,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_331000,unit_group,651216,69112,0.007655,,
LAB_disco08_232000,LAB,disco08,232000,Undervisning ved erhvervsuddannelser,Undervisning ved erhvervsuddannelser,,,Vocational Education Teachers,Vocational Education Teachers,isco08,isco08,CSV:LAB_disco08_dst_hierarchical,medium,danish,LAB_disco08_230000,minor_group,81903,15712,0.00174,,
LAB_disco08_321290,LAB,disco08,321290,Andet teknikerarbejde i medicinske og patologiske laboratorier,Andet teknikerarbejde i medicinske og patologiske laboratorier,,,Medical and Pathology Laboratory Technicians,Medical and Pathology Laboratory Technicians,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_321200,detail,8799,1293,0.000143,,
LAB_disco08_242100,LAB,disco08,242100,Analytikerarbejde inden for ledelse og virksomhedsorganisation,Analytikerarbejde inden for ledelse og virksomhedsorganisation,,,Management and Organization Analysts,Management and Organization Analysts,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_242000,unit_group,213329,30333,0.00336,,
LAB_disco08_234130,LAB,disco08,234130,"Undervisning på grundskoleniveau, børnehaveklasseniveau","Undervisning på grundskoleniveau, børnehaveklasseniveau",,,Primary School Teachers,Primary School Teachers,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_234100,detail,95461,8523,0.000944,,
LAB_disco08_821900,LAB,disco08,821900,Andet monteringsarbejde,Andet monteringsarbejde,,,Assemblers Not Elsewhere Classified,Assemblers Not Elsewhere Classified,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_821000,unit_group,207905,26153,0.002897,,
LAB_disco08_221100,LAB,disco08,221100,Almindeligt lægearbejde,Almindeligt lægearbejde,,,Generalist Medical Practitioners,Generalist Medical Practitioners,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_221000,unit_group,660759,40241,0.004457,,
LAB_disco08_221200,LAB,disco08,221200,Speciallægearbejde,Speciallægearbejde,,,Specialist Medical Practitioners,Specialist Medical Practitioners,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_221000,unit_group,76089,8567,0.000949,,
LAB_disco08_241000,LAB,disco08,241000,Arbejde inden for finans og økonomi,Arbejde inden for finans og økonomi,,,Finance Professionals,Finance Professionals,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_240000,minor_group,12318,2984,0.000331,,
LAB_disco08_331230,LAB,disco08,331230,Arbejde med privatkunder – standardprodukter,Arbejde med privatkunder – standardprodukter,,,Credit and Loans Officers,Credit and Loans Officers,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_331200,detail,90254,11324,0.001254,,
LAB_disco08_235100,LAB,disco08,235100,"Forskning, udvikling og rådgivning inden for undervisningsmetoder","Forskning, udvikling og rådgivning inden for undervisningsmetoder",,,Education Methods specialists,Education Methods specialists,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_235000,unit_group,126108,13391,0.001483,,
LAB_disco08_333300,LAB,disco08,333300,Jobformidling,Jobformidling,,,Employment Agents and Contractors,Employment Agents and Contractors,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_333000,unit_group,113920,14594,0.001616,,
LAB_disco08_251110,LAB,disco08,251110,Arbejde med overordnet IT-arkitektur,Arbejde med overordnet IT-arkitektur,,,Systems Analysts,Systems Analysts,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_251100,detail,106330,14115,0.001563,,
LAB_disco08_722100,LAB,disco08,722100,Smedearbejde,Smedearbejde,,,"Blacksmiths, Hammersmiths and Forging Press Workers","Blacksmiths, Hammersmiths and Forging Press Workers",isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_722000,unit_group,333633,38499,0.004264,,
LAB_disco08_721400,LAB,disco08,721400,Stålkonstruktionsarbejde,Stålkonstruktionsarbejde,,,Structural Metal Preparers and Erectors,Structural Metal Preparers and Erectors,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_721000,unit_group,96507,13109,0.001452,,
LAB_disco08_711210,LAB,disco08,711210,Murerarbejde,Murerarbejde,,,Bricklayers and Related Workers,Bricklayers and Related Workers,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_711200,detail,357418,29839,0.003305,,
LAB_disco08_251210,LAB,disco08,251210,IT-projektstyring,IT-projektstyring,,,Software Developers,Software Developers,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_251200,detail,284680,38119,0.004222,,
LAB_disco08_523000,LAB,disco08,523000,Kasseassistentarbejde og beslægtet kundebetjening,Kasseassistentarbejde og beslægtet kundebetjening,,,Cashiers and Ticket Clerks,Cashiers and Ticket Clerks,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_520000,minor_group,1555905,335013,0.037105,,
LAB_disco08_522300,LAB,disco08,522300,Salgsarbejde i butik,Salgsarbejde i butik,,,Shop Sales Assistants,Shop Sales Assistants,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_522000,unit_group,3494427,578380,0.06406,,
LAB_disco08_331240,LAB,disco08,331240,Arbejde med både erhvervs- og privatkunder – standardprodukter,Arbejde med både erhvervs- og privatkunder – standardprodukter,,,Credit and Loans Officers,Credit and Loans Officers,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_331200,detail,55888,7943,0.00088,,
LAB_disco08_421100,LAB,disco08,421100,Kundebetjening og kassererarbejde i pengeinstitutter,Kundebetjening og kassererarbejde i pengeinstitutter,,,Bank Tellers and Related Clerks,Bank Tellers and Related Clerks,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_421000,unit_group,70800,11212,0.001242,,
LAB_disco08_516900,LAB,disco08,516900,Servicearbejde ikke klassificeret andetsteds,Servicearbejde ikke klassificeret andetsteds,,,Personal Services Workers Not Elsewhere Classified,Personal Services Workers Not Elsewhere Classified,isco08,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_516000,unit_group,161205,38700,0.004286,,
LAB_disco08_226520,LAB,disco08,226520,"Kost- og ernæringsarbejde, specialfunktioner","Kost- og ernæringsarbejde, specialfunktioner",,,Dieticians and Nutritionists,Dieticians and Nutritionists,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_226500,detail,40809,4439,0.000492,,
LAB_disco08_011000,LAB,disco08,011000,Officerer i forsvaret (Military officers),Militært arbejde på officersniveau,,,Commissioned Armed Forces Officers,Commissioned Armed Forces Officers,isco08,isco08,raw/LAB_disco.csv (DISCO-08),medium,danish,LAB_disco08_010000,minor_group,123791,9006,0.000997,,
LAB_disco08_231020,LAB,disco08,231020,Undervisning og forskning ved mellemlange videregående uddannelser,Undervisning og forskning ved mellemlange videregående uddannelser,,,University and Higher Education Teachers,University and Higher Education Teachers,isco08-parent,isco08,CSV:LAB_disco08_comprehensive_hierarchical,medium,danish,LAB_disco08_231000,detail,136769,14782,0.001637,,
