code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level,n_occurrences,n_people,pct_people,program_group,is_primary_code
SOC_afgtypko_64,SOC,afgtypko,64,"Tiltalefrafald med vilkår Rpl p.722, stk.1, nr.7","Tiltalefrafald med vilkår Rpl p.722, stk.1, nr.7",,,Charge withdrawn with conditions (Rpl §722(1)(7)),,,translated,dst_afgtypko,high,danish,,,583,350,3.9e-05,,
SOC_afgtypko_87,SOC,afgtypko,87,Straf bortfaldet,Straf bortfaldet,,,Punishment waived/lapsed,,,translated,dst_afgtypko,high,danish,,,521,520,5.8e-05,,
SOC_afgtypko_79,SOC,afgtypko,79,"Tiltale undladt - særlovgivningen(Rpl. § 722, stk. 1, nr. 1)","Tiltale undladt - særlovgivningen(Rpl. § 722, stk. 1, nr. 1)",,,"Charge waived, special legislation (Rpl §722(1)(1))",,,translated,dst_afgtypko,high,danish,,,1080,864,9.6e-05,,
SOC_afgtypko_83,SOC,afgtypko,83,Delvis betinget og samf.tj. (dannet af DST ud fra RP-kode = 06. Forekommer kun i perioden 1983-2006),Delvis betinget og samf.tj. (dannet af DST ud fra RP-kode = 06. Forekommer kun i perioden 1983-2006),,,"Partially suspended sentence and community service (DST-derived, 1983-2006)",,,translated,dst_afgtypko,high,danish,,,1255,1228,0.000136,,
SOC_afgtypko_92,SOC,afgtypko,92,"Rpl p.723, stk.1, nr.2","Rpl p.723, stk.1, nr.2",,,"Rpl p.723, stk.1, nr.2",,,translated,dst_afgtypko,high,danish,,,17,17,2e-06,,
SOC_afgtypko_15,SOC,afgtypko,15,Militær straf,Militær straf,,,Military punishment,,,translated,dst_afgtypko,high,danish,,,90,58,6e-06,,
SOC_afgtypko_80,SOC,afgtypko,80,Idømt opholdsforbud jf. straffelovens § 79 a,Idømt opholdsforbud jf. straffelovens § 79 a,,,Residence ban imposed (Penal Code §79a),,,translated,dst_afgtypko,high,danish,,,110,89,1e-05,,
SOC_afgtypko_85,SOC,afgtypko,85,[UNMAPPED] SOC_afgtypko code: 85,,,,[UNMAPPED] SOC_afgtypko code: 85,,,translated,none,medium,danish,,,60,59,7e-06,,
SOC_afgtypko_73,SOC,afgtypko,73,"Tiltalefrafald med vilkår Rpl p.722, stk.2 jf.stk.3","Tiltalefrafald med vilkår Rpl p.722, stk.2 jf.stk.3",,,Charge withdrawn with conditions (Rpl §722(2) cf. (3)),,,translated,dst_afgtypko,high,danish,,,38,26,3e-06,,
SOC_afgtypko_53,SOC,afgtypko,53,"Rpl p.722, stk.1,nr.3 ungd.kontrakt (dannet af DST ud fra RP-kode = 63. Forekommer kun i perioden 1999-2006)","Rpl p.722, stk.1,nr.3 ungd.kontrakt (dannet af DST ud fra RP-kode = 63. Forekommer kun i perioden 1999-2006)",,,"Youth contract (Rpl §722(1)(3); DST-derived, 1999-2006)",,,translated,dst_afgtypko,high,danish,,,203,53,6e-06,,
SOC_afgtypko_14,SOC,afgtypko,14,Indenretlig vedt. af bøde og rettighedsfrakendelse,Indenretlig vedt. af bøde og rettighedsfrakendelse,,,In-court acceptance of fine and disqualification of a right,,,translated,dst_afgtypko,high,danish,,,20,20,2e-06,,
SOC_afgtypko_91,SOC,afgtypko,91,"Rpl p.723, stk.1, nr.1","Rpl p.723, stk.1, nr.1",,,"Rpl p.723, stk.1, nr.1",,,translated,dst_afgtypko,high,danish,,,24,24,3e-06,,
SOC_afgtypko_36,SOC,afgtypko,36,Tiltale undladt med advarsel Straffeloven,Tiltale undladt med advarsel Straffeloven,,,"Charge waived with warning, Penal Code",,,translated,dst_afgtypko,high,danish,,,1197,799,8.8e-05,,
SOC_afgtypko_84,SOC,afgtypko,84,Ubetinget dom og samf.tj.,Ubetinget dom og samf.tj.,,,Unconditional sentence and community service,,,translated,dst_afgtypko,high,danish,,,10,10,1e-06,,
SOC_afgtypko_29,SOC,afgtypko,29,"Tiltale undladt Rpl p.723, stk.1","Tiltale undladt Rpl p.723, stk.1",,,Charge waived (Rpl §723(1)),,,translated,dst_afgtypko,high,danish,,,61435,19210,0.002128,,
SOC_afgtypko_202,SOC,afgtypko,202,Indenretlig vedtagelse bøde/førerretsfrakendelse og ret til at føre tunge køretøjer (dannet af DST ud fra RP-kode = 54),Indenretlig vedtagelse bøde/førerretsfrakendelse og ret til at føre tunge køretøjer (dannet af DST ud fra RP-kode = 54),,,In-court acceptance of fine / driving-licence disqualification and right to drive heavy vehicles,,,translated,dst_afgtypko,high,danish,,,2,2,0.0,,
SOC_afgtypko_93,SOC,afgtypko,93,"Rpl p.723, stk.1, nr.5","Rpl p.723, stk.1, nr.5",,,"Rpl p.723, stk.1, nr.5",,,translated,dst_afgtypko,high,danish,,,13,12,1e-06,,
SOC_afgtypko_37,SOC,afgtypko,37,Tiltale undladt uden advarsel Straffeloven,Tiltale undladt uden advarsel Straffeloven,,,"Charge waived without warning, Penal Code",,,translated,dst_afgtypko,high,danish,,,77513,26071,0.002888,,
SOC_afgtypko_38,SOC,afgtypko,38,Tiltale undladt med advarsel Særlovgivningen,Tiltale undladt med advarsel Særlovgivningen,,,"Charge waived with warning, special legislation",,,translated,dst_afgtypko,high,danish,,,2172,1145,0.000127,,
SOC_afgtypko_47,SOC,afgtypko,47,"Rpl p.723, stk.4 jf.s.1,n.5","Rpl p.723, stk.4 jf.s.1,n.5",,,"Rpl p.723, stk.4 jf.s.1,n.5",,,translated,dst_afgtypko,high,danish,,,230,120,1.3e-05,,
SOC_afgtypko_200,SOC,afgtypko,200,Indenretlig vedtagelse bøde/frakendt ret til af føre tunge køretøjer (dannet af DST ud fra RP-kode = 52),Indenretlig vedtagelse bøde/frakendt ret til af føre tunge køretøjer (dannet af DST ud fra RP-kode = 52),,,In-court acceptance of fine / disqualification of right to drive heavy vehicles,,,translated,dst_afgtypko,high,danish,,,4,4,0.0,,
SOC_afgtypko_39,SOC,afgtypko,39,Tiltale undladt uden advarsel Særlovgivningen,Tiltale undladt uden advarsel Særlovgivningen,,,"Charge waived without warning, special legislation",,,translated,dst_afgtypko,high,danish,,,14846,9086,0.001006,,
SOC_afgtypko_49,SOC,afgtypko,49,"Rpl p.723, stk.4 jf.stk.1","Rpl p.723, stk.4 jf.stk.1",,,"Rpl p.723, stk.4 jf.stk.1",,,translated,dst_afgtypko,high,danish,,,17661,6439,0.000713,,
SOC_afgtypko_18,SOC,afgtypko,18,Udenretlig vedtagelse af bøde og rettighedsfrakendelse,Udenretlig vedtagelse af bøde og rettighedsfrakendelse,,,Out-of-court acceptance of fine and disqualification of a right,,,translated,dst_afgtypko,high,danish,,,15,15,2e-06,,
SOC_afgtypko_94,SOC,afgtypko,94,"Rpl p.723, stk.2","Rpl p.723, stk.2",,,"Rpl p.723, stk.2",,,translated,dst_afgtypko,high,danish,,,3,3,0.0,,
SOC_afgtypko_97,SOC,afgtypko,97,"Rpl p.723, stk.4 jf.s.1,n.5","Rpl p.723, stk.4 jf.s.1,n.5",,,"Rpl p.723, stk.4 jf.s.1,n.5",,,translated,dst_afgtypko,high,danish,,,1,1,0.0,,
SOC_afgtypko_45,SOC,afgtypko,45,"Rpl p.723, stk.4 jf.s.1,n.3","Rpl p.723, stk.4 jf.s.1,n.3",,,"Rpl p.723, stk.4 jf.s.1,n.3",,,translated,dst_afgtypko,high,danish,,,198,75,8e-06,,
SOC_afgtypko_27,SOC,afgtypko,27,"Tiltalefrafald uden vilkår Rpl p.723, stk.1, nr.5","Tiltalefrafald uden vilkår Rpl p.723, stk.1, nr.5",,,Charge withdrawn without conditions (Rpl §723(1)(5)),,,translated,dst_afgtypko,high,danish,,,2084,362,4e-05,,
SOC_afgtypko_26,SOC,afgtypko,26,"Tiltalefrafald uden vilkår Rpl p.723, stk.1, nr.4","Tiltalefrafald uden vilkår Rpl p.723, stk.1, nr.4",,,Charge withdrawn without conditions (Rpl §723(1)(4)),,,translated,dst_afgtypko,high,danish,,,3578,927,0.000103,,
SOC_afgtypko_34,SOC,afgtypko,34,"Sigtelse grundløs straffeloven, rtpl. 721.1.1","Sigtelse grundløs straffeloven, rtpl. 721.1.1",,,"Charge groundless, Penal Code (Rpl §721(1)(1))",,,translated,dst_afgtypko,high,danish,,,1435,989,0.00011,,
SOC_afgtypko_46,SOC,afgtypko,46,"Rpl p.723, stk.4 jf.s.1,n.4","Rpl p.723, stk.4 jf.s.1,n.4",,,"Rpl p.723, stk.4 jf.s.1,n.4",,,translated,dst_afgtypko,high,danish,,,4584,1623,0.00018,,
SOC_afgtypko_35,SOC,afgtypko,35,Sigtelse grundløs (færøsk) medtages ikke i tæll.,Sigtelse grundløs (færøsk) medtages ikke i tæll.,,,Charge groundless (Faroese; not counted),,,translated,dst_afgtypko,high,danish,,,491,434,4.8e-05,,
SOC_afgtypko_22,SOC,afgtypko,22,"Tiltalefrafald med vilkår Rpl p.723, stk.1, nr.1","Tiltalefrafald med vilkår Rpl p.723, stk.1, nr.1",,,Charge withdrawn with conditions (Rpl §723(1)(1)),,,translated,dst_afgtypko,high,danish,,,28248,2666,0.000295,,
SOC_afgtypko_23,SOC,afgtypko,23,"Tiltalefrafald med vilkår Rpl p.723, stk.1, nr.2","Tiltalefrafald med vilkår Rpl p.723, stk.1, nr.2",,,Charge withdrawn with conditions (Rpl §723(1)(2)),,,translated,dst_afgtypko,high,danish,,,21089,3799,0.000421,,
SOC_afgtypko_61,SOC,afgtypko,61,"Rpl p.723, stk.3","Rpl p.723, stk.3",,,"Rpl p.723, stk.3",,,translated,dst_afgtypko,high,danish,,,204,42,5e-06,,
SOC_afgtypko_43,SOC,afgtypko,43,"Tiltalefrafald med bøde Rpl p.723, stk.4 jf.s.1,n.2","Tiltalefrafald med bøde Rpl p.723, stk.4 jf.s.1,n.2",,,Charge withdrawn with fine (Rpl §723(4) cf. (1)(2)),,,translated,dst_afgtypko,high,danish,,,17896,3481,0.000386,,
SOC_afgtypko_42,SOC,afgtypko,42,"Tiltalefrafald med bøde Rpl p.723, stk.4 jf.s.1,n.1","Tiltalefrafald med bøde Rpl p.723, stk.4 jf.s.1,n.1",,,Charge withdrawn with fine (Rpl §723(4) cf. (1)(1)),,,translated,dst_afgtypko,high,danish,,,18169,2177,0.000241,,
SOC_afgtypko_51,SOC,afgtypko,51,"Rpl p.723, stk.4 jf.stk.3","Rpl p.723, stk.4 jf.stk.3",,,"Rpl p.723, stk.4 jf.stk.3",,,translated,dst_afgtypko,high,danish,,,219,58,6e-06,,
SOC_afgtypko_33,SOC,afgtypko,33,"Tiltalefrafald med vilkår Rpl p.723, stk.2","Tiltalefrafald med vilkår Rpl p.723, stk.2",,,Charge withdrawn with conditions (Rpl §723(2)),,,translated,dst_afgtypko,high,danish,,,697,54,6e-06,,
SOC_afgtypko_25,SOC,afgtypko,25,"Tiltalefrafald uden vilkår Rpl p.723, stk.1, nr.3","Tiltalefrafald uden vilkår Rpl p.723, stk.1, nr.3",,,Charge withdrawn without conditions (Rpl §723(1)(3)),,,translated,dst_afgtypko,high,danish,,,197,102,1.1e-05,,
SOC_afgtypko_28,SOC,afgtypko,28,"Tiltalefrafald uden vilkår Rpl p.723, stk.2","Tiltalefrafald uden vilkår Rpl p.723, stk.2",,,Charge withdrawn without conditions (Rpl §723(2)),,,translated,dst_afgtypko,high,danish,,,1633,287,3.2e-05,,
SOC_afgtypko_48,SOC,afgtypko,48,"Rpl p.723, stk.4 jf.stk.2","Rpl p.723, stk.4 jf.stk.2",,,"Rpl p.723, stk.4 jf.stk.2",,,translated,dst_afgtypko,high,danish,,,589,127,1.4e-05,,
SOC_afgtypko_24,SOC,afgtypko,24,"Tiltalefrafald med vilkår Rpl p.723, stk.1, nr.5","Tiltalefrafald med vilkår Rpl p.723, stk.1, nr.5",,,Charge withdrawn with conditions (Rpl §723(1)(5)),,,translated,dst_afgtypko,high,danish,,,1337,92,1e-05,,
SOC_afgtypko_10,SOC,afgtypko,10,Sluttet i øvrigt i retten,Sluttet i øvrigt i retten,,,Otherwise concluded in court,,,translated,dst_afgtypko,high,danish,,,21,14,2e-06,,
SOC_afgtypko_41,SOC,afgtypko,41,Ungdomskontrakt,Ungdomskontrakt,,,Youth contract,,,translated,dst_afgtypko,high,danish,,,311,38,4e-06,,
SOC_afgtypko_44,SOC,afgtypko,44,"Tiltalefrafald med bøde Rpl p.723, stk.4 jf.s.1,n.5","Tiltalefrafald med bøde Rpl p.723, stk.4 jf.s.1,n.5",,,Charge withdrawn with fine (Rpl §723(4) cf. (1)(5)),,,translated,dst_afgtypko,high,danish,,,32,12,1e-06,,
SOC_afgtypko_50,SOC,afgtypko,50,"Rpl p.723, stk.4 jf.stk.2","Rpl p.723, stk.4 jf.stk.2",,,"Rpl p.723, stk.4 jf.stk.2",,,translated,dst_afgtypko,high,danish,,,55,5,1e-06,,
SOC_afgtypko_31,SOC,afgtypko,31,Tiltale undladt (færøsk) medtages ikke i tæll.,Tiltale undladt (færøsk) medtages ikke i tæll.,,,Charge waived (Faroese; not counted),,,translated,dst_afgtypko,high,danish,,,1,1,0.0,,
SOC_afgtypko_30,SOC,afgtypko,30,Uoplyst,Uoplyst,,,Unknown,,,translated,dst_afgtypko,high,danish,,,3,1,0.0,,
