code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level
LAB_korstoett_Q51,LAB,korstoett,Q51,Boligsikring og boligydelse — 51/100 kvantil,Boligsikring og boligydelse — 51/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 51/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q38,LAB,korstoett,Q38,Boligsikring og boligydelse — 38/100 kvantil,Boligsikring og boligydelse — 38/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 38/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q2,LAB,korstoett,Q2,Boligsikring og boligydelse — 2/100 kvantil,Boligsikring og boligydelse — 2/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 2/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q21,LAB,korstoett,Q21,Boligsikring og boligydelse — 21/100 kvantil,Boligsikring og boligydelse — 21/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 21/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q49,LAB,korstoett,Q49,Boligsikring og boligydelse — 49/100 kvantil,Boligsikring og boligydelse — 49/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 49/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q40,LAB,korstoett,Q40,Boligsikring og boligydelse — 40/100 kvantil,Boligsikring og boligydelse — 40/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 40/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q43,LAB,korstoett,Q43,Boligsikring og boligydelse — 43/100 kvantil,Boligsikring og boligydelse — 43/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 43/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q12,LAB,korstoett,Q12,Boligsikring og boligydelse — 12/100 kvantil,Boligsikring og boligydelse — 12/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 12/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q11,LAB,korstoett,Q11,Boligsikring og boligydelse — 11/100 kvantil,Boligsikring og boligydelse — 11/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 11/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q27,LAB,korstoett,Q27,Boligsikring og boligydelse — 27/100 kvantil,Boligsikring og boligydelse — 27/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 27/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q50,LAB,korstoett,Q50,Boligsikring og boligydelse — 50/100 kvantil,Boligsikring og boligydelse — 50/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 50/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q45,LAB,korstoett,Q45,Boligsikring og boligydelse — 45/100 kvantil,Boligsikring og boligydelse — 45/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 45/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q58,LAB,korstoett,Q58,Boligsikring og boligydelse — 58/100 kvantil,Boligsikring og boligydelse — 58/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 58/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q75,LAB,korstoett,Q75,Boligsikring og boligydelse — 75/100 kvantil,Boligsikring og boligydelse — 75/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 75/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q59,LAB,korstoett,Q59,Boligsikring og boligydelse — 59/100 kvantil,Boligsikring og boligydelse — 59/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 59/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q47,LAB,korstoett,Q47,Boligsikring og boligydelse — 47/100 kvantil,Boligsikring og boligydelse — 47/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 47/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q61,LAB,korstoett,Q61,Boligsikring og boligydelse — 61/100 kvantil,Boligsikring og boligydelse — 61/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 61/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q48,LAB,korstoett,Q48,Boligsikring og boligydelse — 48/100 kvantil,Boligsikring og boligydelse — 48/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 48/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q36,LAB,korstoett,Q36,Boligsikring og boligydelse — 36/100 kvantil,Boligsikring og boligydelse — 36/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 36/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q62,LAB,korstoett,Q62,Boligsikring og boligydelse — 62/100 kvantil,Boligsikring og boligydelse — 62/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 62/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q28,LAB,korstoett,Q28,Boligsikring og boligydelse — 28/100 kvantil,Boligsikring og boligydelse — 28/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 28/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q22,LAB,korstoett,Q22,Boligsikring og boligydelse — 22/100 kvantil,Boligsikring og boligydelse — 22/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 22/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q19,LAB,korstoett,Q19,Boligsikring og boligydelse — 19/100 kvantil,Boligsikring og boligydelse — 19/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 19/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q54,LAB,korstoett,Q54,Boligsikring og boligydelse — 54/100 kvantil,Boligsikring og boligydelse — 54/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 54/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q52,LAB,korstoett,Q52,Boligsikring og boligydelse — 52/100 kvantil,Boligsikring og boligydelse — 52/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 52/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q32,LAB,korstoett,Q32,Boligsikring og boligydelse — 32/100 kvantil,Boligsikring og boligydelse — 32/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 32/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q37,LAB,korstoett,Q37,Boligsikring og boligydelse — 37/100 kvantil,Boligsikring og boligydelse — 37/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 37/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q60,LAB,korstoett,Q60,Boligsikring og boligydelse — 60/100 kvantil,Boligsikring og boligydelse — 60/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 60/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q93,LAB,korstoett,Q93,Boligsikring og boligydelse — 93/100 kvantil,Boligsikring og boligydelse — 93/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 93/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q94,LAB,korstoett,Q94,Boligsikring og boligydelse — 94/100 kvantil,Boligsikring og boligydelse — 94/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 94/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q99,LAB,korstoett,Q99,Boligsikring og boligydelse — 99/100 kvantil,Boligsikring og boligydelse — 99/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 99/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q95,LAB,korstoett,Q95,Boligsikring og boligydelse — 95/100 kvantil,Boligsikring og boligydelse — 95/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 95/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q96,LAB,korstoett,Q96,Boligsikring og boligydelse — 96/100 kvantil,Boligsikring og boligydelse — 96/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 96/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q91,LAB,korstoett,Q91,Boligsikring og boligydelse — 91/100 kvantil,Boligsikring og boligydelse — 91/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 91/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q90,LAB,korstoett,Q90,Boligsikring og boligydelse — 90/100 kvantil,Boligsikring og boligydelse — 90/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 90/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q23,LAB,korstoett,Q23,Boligsikring og boligydelse — 23/100 kvantil,Boligsikring og boligydelse — 23/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 23/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q35,LAB,korstoett,Q35,Boligsikring og boligydelse — 35/100 kvantil,Boligsikring og boligydelse — 35/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 35/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q42,LAB,korstoett,Q42,Boligsikring og boligydelse — 42/100 kvantil,Boligsikring og boligydelse — 42/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 42/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q72,LAB,korstoett,Q72,Boligsikring og boligydelse — 72/100 kvantil,Boligsikring og boligydelse — 72/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 72/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q29,LAB,korstoett,Q29,Boligsikring og boligydelse — 29/100 kvantil,Boligsikring og boligydelse — 29/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 29/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q64,LAB,korstoett,Q64,Boligsikring og boligydelse — 64/100 kvantil,Boligsikring og boligydelse — 64/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 64/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q33,LAB,korstoett,Q33,Boligsikring og boligydelse — 33/100 kvantil,Boligsikring og boligydelse — 33/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 33/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q74,LAB,korstoett,Q74,Boligsikring og boligydelse — 74/100 kvantil,Boligsikring og boligydelse — 74/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 74/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q46,LAB,korstoett,Q46,Boligsikring og boligydelse — 46/100 kvantil,Boligsikring og boligydelse — 46/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 46/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q80,LAB,korstoett,Q80,Boligsikring og boligydelse — 80/100 kvantil,Boligsikring og boligydelse — 80/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 80/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q53,LAB,korstoett,Q53,Boligsikring og boligydelse — 53/100 kvantil,Boligsikring og boligydelse — 53/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 53/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q71,LAB,korstoett,Q71,Boligsikring og boligydelse — 71/100 kvantil,Boligsikring og boligydelse — 71/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 71/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q70,LAB,korstoett,Q70,Boligsikring og boligydelse — 70/100 kvantil,Boligsikring og boligydelse — 70/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 70/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q69,LAB,korstoett,Q69,Boligsikring og boligydelse — 69/100 kvantil,Boligsikring og boligydelse — 69/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 69/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q78,LAB,korstoett,Q78,Boligsikring og boligydelse — 78/100 kvantil,Boligsikring og boligydelse — 78/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 78/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q81,LAB,korstoett,Q81,Boligsikring og boligydelse — 81/100 kvantil,Boligsikring og boligydelse — 81/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 81/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q88,LAB,korstoett,Q88,Boligsikring og boligydelse — 88/100 kvantil,Boligsikring og boligydelse — 88/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 88/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q92,LAB,korstoett,Q92,Boligsikring og boligydelse — 92/100 kvantil,Boligsikring og boligydelse — 92/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 92/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q82,LAB,korstoett,Q82,Boligsikring og boligydelse — 82/100 kvantil,Boligsikring og boligydelse — 82/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 82/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q83,LAB,korstoett,Q83,Boligsikring og boligydelse — 83/100 kvantil,Boligsikring og boligydelse — 83/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 83/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q87,LAB,korstoett,Q87,Boligsikring og boligydelse — 87/100 kvantil,Boligsikring og boligydelse — 87/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 87/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q89,LAB,korstoett,Q89,Boligsikring og boligydelse — 89/100 kvantil,Boligsikring og boligydelse — 89/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 89/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q86,LAB,korstoett,Q86,Boligsikring og boligydelse — 86/100 kvantil,Boligsikring og boligydelse — 86/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 86/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q84,LAB,korstoett,Q84,Boligsikring og boligydelse — 84/100 kvantil,Boligsikring og boligydelse — 84/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 84/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q85,LAB,korstoett,Q85,Boligsikring og boligydelse — 85/100 kvantil,Boligsikring og boligydelse — 85/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 85/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q97,LAB,korstoett,Q97,Boligsikring og boligydelse — 97/100 kvantil,Boligsikring og boligydelse — 97/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 97/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q100,LAB,korstoett,Q100,Boligsikring og boligydelse — 100/100 kvantil,Boligsikring og boligydelse — 100/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 100/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
LAB_korstoett_Q98,LAB,korstoett,Q98,Boligsikring og boligydelse — 98/100 kvantil,Boligsikring og boligydelse — 98/100 kvantil,,,Housing benefit (for tenants) and housing allowance (for pensioners) — 98/100 quantile,,,dst_times_korstoett,generated_pattern,high,english,,
