code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level,n_occurrences,n_people,pct_people
LAB_off_overforsel_13_Q93,LAB,off,overforsel_13_Q93,Offentlige overførsler — 93/100 kvantil,Offentlige overførsler — 93/100 kvantil,,,Public transfers — 93/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,232299,158902,0.0176
LAB_off_overforsel_13_Q5,LAB,off,overforsel_13_Q5,Offentlige overførsler — 5/100 kvantil,Offentlige overførsler — 5/100 kvantil,,,Public transfers — 5/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,3686054,2160110,0.23925
LAB_off_overforsel_13_Q63,LAB,off,overforsel_13_Q63,Offentlige overførsler — 63/100 kvantil,Offentlige overførsler — 63/100 kvantil,,,Public transfers — 63/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,820473,604485,0.066952
LAB_off_overforsel_13_Q60,LAB,off,overforsel_13_Q60,Offentlige overførsler — 60/100 kvantil,Offentlige overførsler — 60/100 kvantil,,,Public transfers — 60/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,811915,611531,0.067732
LAB_off_overforsel_13_Q75,LAB,off,overforsel_13_Q75,Offentlige overførsler — 75/100 kvantil,Offentlige overførsler — 75/100 kvantil,,,Public transfers — 75/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,766042,567270,0.06283
LAB_off_overforsel_13_Q82,LAB,off,overforsel_13_Q82,Offentlige overførsler — 82/100 kvantil,Offentlige overførsler — 82/100 kvantil,,,Public transfers — 82/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,660008,452360,0.050103
LAB_off_overforsel_13_Q70,LAB,off,overforsel_13_Q70,Offentlige overførsler — 70/100 kvantil,Offentlige overførsler — 70/100 kvantil,,,Public transfers — 70/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,946851,665919,0.073756
LAB_off_overforsel_13_Q65,LAB,off,overforsel_13_Q65,Offentlige overførsler — 65/100 kvantil,Offentlige overførsler — 65/100 kvantil,,,Public transfers — 65/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1173545,720365,0.079786
LAB_off_overforsel_13_Q58,LAB,off,overforsel_13_Q58,Offentlige overførsler — 58/100 kvantil,Offentlige overførsler — 58/100 kvantil,,,Public transfers — 58/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,855472,621065,0.068788
LAB_off_overforsel_13_Q67,LAB,off,overforsel_13_Q67,Offentlige overførsler — 67/100 kvantil,Offentlige overførsler — 67/100 kvantil,,,Public transfers — 67/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,976464,672764,0.074514
LAB_off_overforsel_13_Q62,LAB,off,overforsel_13_Q62,Offentlige overførsler — 62/100 kvantil,Offentlige overførsler — 62/100 kvantil,,,Public transfers — 62/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,857798,623920,0.069104
LAB_off_overforsel_13_Q69,LAB,off,overforsel_13_Q69,Offentlige overførsler — 69/100 kvantil,Offentlige overførsler — 69/100 kvantil,,,Public transfers — 69/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,950657,673894,0.074639
LAB_off_overforsel_13_Q73,LAB,off,overforsel_13_Q73,Offentlige overførsler — 73/100 kvantil,Offentlige overførsler — 73/100 kvantil,,,Public transfers — 73/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,856667,624090,0.069123
LAB_off_overforsel_13_Q61,LAB,off,overforsel_13_Q61,Offentlige overførsler — 61/100 kvantil,Offentlige overførsler — 61/100 kvantil,,,Public transfers — 61/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,858582,629850,0.069761
LAB_off_overforsel_13_Q74,LAB,off,overforsel_13_Q74,Offentlige overførsler — 74/100 kvantil,Offentlige overførsler — 74/100 kvantil,,,Public transfers — 74/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,832580,609982,0.06756
LAB_off_overforsel_13_Q66,LAB,off,overforsel_13_Q66,Offentlige overførsler — 66/100 kvantil,Offentlige overførsler — 66/100 kvantil,,,Public transfers — 66/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,997381,696084,0.077097
LAB_off_overforsel_13_Q50,LAB,off,overforsel_13_Q50,Offentlige overførsler — 50/100 kvantil,Offentlige overførsler — 50/100 kvantil,,,Public transfers — 50/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,981687,714743,0.079164
LAB_off_overforsel_13_Q78,LAB,off,overforsel_13_Q78,Offentlige overførsler — 78/100 kvantil,Offentlige overførsler — 78/100 kvantil,,,Public transfers — 78/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,744315,564531,0.062526
LAB_off_overforsel_13_Q57,LAB,off,overforsel_13_Q57,Offentlige overførsler — 57/100 kvantil,Offentlige overførsler — 57/100 kvantil,,,Public transfers — 57/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,855804,651354,0.072143
LAB_off_overforsel_13_Q10,LAB,off,overforsel_13_Q10,Offentlige overførsler — 10/100 kvantil,Offentlige overførsler — 10/100 kvantil,,,Public transfers — 10/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,2510925,1559580,0.172736
LAB_off_overforsel_13_Q56,LAB,off,overforsel_13_Q56,Offentlige overførsler — 56/100 kvantil,Offentlige overførsler — 56/100 kvantil,,,Public transfers — 56/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,829101,636843,0.070536
LAB_off_overforsel_13_Q3,LAB,off,overforsel_13_Q3,Offentlige overførsler — 3/100 kvantil,Offentlige overførsler — 3/100 kvantil,,,Public transfers — 3/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,4166162,2764569,0.306199
LAB_off_overforsel_13_Q44,LAB,off,overforsel_13_Q44,Offentlige overførsler — 44/100 kvantil,Offentlige overførsler — 44/100 kvantil,,,Public transfers — 44/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1576727,960322,0.106363
LAB_off_overforsel_13_Q55,LAB,off,overforsel_13_Q55,Offentlige overførsler — 55/100 kvantil,Offentlige overførsler — 55/100 kvantil,,,Public transfers — 55/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1020599,733424,0.081233
LAB_off_overforsel_13_Q12,LAB,off,overforsel_13_Q12,Offentlige overførsler — 12/100 kvantil,Offentlige overførsler — 12/100 kvantil,,,Public transfers — 12/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1891304,1305489,0.144594
LAB_off_overforsel_13_Q36,LAB,off,overforsel_13_Q36,Offentlige overførsler — 36/100 kvantil,Offentlige overførsler — 36/100 kvantil,,,Public transfers — 36/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1499690,1063425,0.117783
LAB_off_overforsel_13_Q24,LAB,off,overforsel_13_Q24,Offentlige overførsler — 24/100 kvantil,Offentlige overførsler — 24/100 kvantil,,,Public transfers — 24/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,915805,813158,0.090064
LAB_off_overforsel_13_Q39,LAB,off,overforsel_13_Q39,Offentlige overførsler — 39/100 kvantil,Offentlige overførsler — 39/100 kvantil,,,Public transfers — 39/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1720545,1060072,0.117412
LAB_off_overforsel_13_Q40,LAB,off,overforsel_13_Q40,Offentlige overførsler — 40/100 kvantil,Offentlige overførsler — 40/100 kvantil,,,Public transfers — 40/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1535010,1013330,0.112235
LAB_off_overforsel_13_Q46,LAB,off,overforsel_13_Q46,Offentlige overførsler — 46/100 kvantil,Offentlige overførsler — 46/100 kvantil,,,Public transfers — 46/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1357806,936714,0.103749
LAB_off_overforsel_13_Q35,LAB,off,overforsel_13_Q35,Offentlige overførsler — 35/100 kvantil,Offentlige overførsler — 35/100 kvantil,,,Public transfers — 35/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1880597,1214355,0.1345
LAB_off_overforsel_13_Q26,LAB,off,overforsel_13_Q26,Offentlige overførsler — 26/100 kvantil,Offentlige overførsler — 26/100 kvantil,,,Public transfers — 26/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1368254,1073595,0.118909
LAB_off_overforsel_13_Q27,LAB,off,overforsel_13_Q27,Offentlige overførsler — 27/100 kvantil,Offentlige overførsler — 27/100 kvantil,,,Public transfers — 27/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1696717,1185771,0.131334
LAB_off_overforsel_13_Q31,LAB,off,overforsel_13_Q31,Offentlige overførsler — 31/100 kvantil,Offentlige overførsler — 31/100 kvantil,,,Public transfers — 31/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1988714,1252411,0.138715
LAB_off_overforsel_13_Q68,LAB,off,overforsel_13_Q68,Offentlige overførsler — 68/100 kvantil,Offentlige overførsler — 68/100 kvantil,,,Public transfers — 68/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,896041,631547,0.069949
LAB_off_overforsel_13_Q25,LAB,off,overforsel_13_Q25,Offentlige overførsler — 25/100 kvantil,Offentlige overførsler — 25/100 kvantil,,,Public transfers — 25/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1154594,918643,0.101747
LAB_off_overforsel_13_Q42,LAB,off,overforsel_13_Q42,Offentlige overførsler — 42/100 kvantil,Offentlige overførsler — 42/100 kvantil,,,Public transfers — 42/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1187324,910355,0.100829
LAB_off_overforsel_13_Q47,LAB,off,overforsel_13_Q47,Offentlige overførsler — 47/100 kvantil,Offentlige overførsler — 47/100 kvantil,,,Public transfers — 47/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1459918,928891,0.102882
LAB_off_overforsel_13_Q41,LAB,off,overforsel_13_Q41,Offentlige overførsler — 41/100 kvantil,Offentlige overførsler — 41/100 kvantil,,,Public transfers — 41/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1487449,1075902,0.119165
LAB_off_overforsel_13_Q28,LAB,off,overforsel_13_Q28,Offentlige overførsler — 28/100 kvantil,Offentlige overførsler — 28/100 kvantil,,,Public transfers — 28/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1617709,1120756,0.124133
LAB_off_overforsel_13_Q32,LAB,off,overforsel_13_Q32,Offentlige overførsler — 32/100 kvantil,Offentlige overførsler — 32/100 kvantil,,,Public transfers — 32/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1549252,1173581,0.129984
LAB_off_overforsel_13_Q43,LAB,off,overforsel_13_Q43,Offentlige overførsler — 43/100 kvantil,Offentlige overførsler — 43/100 kvantil,,,Public transfers — 43/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1136858,826892,0.091585
LAB_off_overforsel_13_Q72,LAB,off,overforsel_13_Q72,Offentlige overførsler — 72/100 kvantil,Offentlige overførsler — 72/100 kvantil,,,Public transfers — 72/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,798512,599220,0.066368
LAB_off_overforsel_13_Q71,LAB,off,overforsel_13_Q71,Offentlige overførsler — 71/100 kvantil,Offentlige overførsler — 71/100 kvantil,,,Public transfers — 71/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,807012,605485,0.067062
LAB_off_overforsel_13_Q20,LAB,off,overforsel_13_Q20,Offentlige overførsler — 20/100 kvantil,Offentlige overførsler — 20/100 kvantil,,,Public transfers — 20/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,896046,772438,0.085554
LAB_off_overforsel_13_Q19,LAB,off,overforsel_13_Q19,Offentlige overførsler — 19/100 kvantil,Offentlige overførsler — 19/100 kvantil,,,Public transfers — 19/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,944989,805761,0.089245
LAB_off_overforsel_13_Q37,LAB,off,overforsel_13_Q37,Offentlige overførsler — 37/100 kvantil,Offentlige overførsler — 37/100 kvantil,,,Public transfers — 37/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,2502997,1354925,0.150069
LAB_off_overforsel_13_Q52,LAB,off,overforsel_13_Q52,Offentlige overførsler — 52/100 kvantil,Offentlige overførsler — 52/100 kvantil,,,Public transfers — 52/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1447599,873746,0.096774
LAB_off_overforsel_13_Q33,LAB,off,overforsel_13_Q33,Offentlige overførsler — 33/100 kvantil,Offentlige overførsler — 33/100 kvantil,,,Public transfers — 33/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1652843,1158975,0.128366
LAB_off_overforsel_13_Q17,LAB,off,overforsel_13_Q17,Offentlige overførsler — 17/100 kvantil,Offentlige overførsler — 17/100 kvantil,,,Public transfers — 17/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1158958,924797,0.102429
LAB_off_overforsel_13_Q9,LAB,off,overforsel_13_Q9,Offentlige overførsler — 9/100 kvantil,Offentlige overførsler — 9/100 kvantil,,,Public transfers — 9/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,2621801,1609589,0.178275
LAB_off_overforsel_13_Q22,LAB,off,overforsel_13_Q22,Offentlige overførsler — 22/100 kvantil,Offentlige overførsler — 22/100 kvantil,,,Public transfers — 22/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,938167,824980,0.091373
LAB_off_overforsel_13_Q59,LAB,off,overforsel_13_Q59,Offentlige overførsler — 59/100 kvantil,Offentlige overførsler — 59/100 kvantil,,,Public transfers — 59/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,850428,623074,0.069011
LAB_off_overforsel_13_Q54,LAB,off,overforsel_13_Q54,Offentlige overførsler — 54/100 kvantil,Offentlige overførsler — 54/100 kvantil,,,Public transfers — 54/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1241290,801113,0.08873
LAB_off_overforsel_13_Q23,LAB,off,overforsel_13_Q23,Offentlige overførsler — 23/100 kvantil,Offentlige overførsler — 23/100 kvantil,,,Public transfers — 23/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,909742,798337,0.088422
LAB_off_overforsel_13_Q45,LAB,off,overforsel_13_Q45,Offentlige overførsler — 45/100 kvantil,Offentlige overførsler — 45/100 kvantil,,,Public transfers — 45/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1605580,966644,0.107064
LAB_off_overforsel_13_Q48,LAB,off,overforsel_13_Q48,Offentlige overførsler — 48/100 kvantil,Offentlige overførsler — 48/100 kvantil,,,Public transfers — 48/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1174457,870918,0.096461
LAB_off_overforsel_13_Q30,LAB,off,overforsel_13_Q30,Offentlige overførsler — 30/100 kvantil,Offentlige overførsler — 30/100 kvantil,,,Public transfers — 30/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,2241767,1325759,0.146839
LAB_off_overforsel_13_Q38,LAB,off,overforsel_13_Q38,Offentlige overførsler — 38/100 kvantil,Offentlige overførsler — 38/100 kvantil,,,Public transfers — 38/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1989839,1147832,0.127132
LAB_off_overforsel_13_Q16,LAB,off,overforsel_13_Q16,Offentlige overførsler — 16/100 kvantil,Offentlige overførsler — 16/100 kvantil,,,Public transfers — 16/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1331502,1011490,0.112031
LAB_off_overforsel_13_Q34,LAB,off,overforsel_13_Q34,Offentlige overførsler — 34/100 kvantil,Offentlige overførsler — 34/100 kvantil,,,Public transfers — 34/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1286549,1013296,0.112231
LAB_off_overforsel_13_Q6,LAB,off,overforsel_13_Q6,Offentlige overførsler — 6/100 kvantil,Offentlige overførsler — 6/100 kvantil,,,Public transfers — 6/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,3482209,2141773,0.237219
LAB_off_overforsel_13_Q83,LAB,off,overforsel_13_Q83,Offentlige overførsler — 83/100 kvantil,Offentlige overførsler — 83/100 kvantil,,,Public transfers — 83/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,572174,436354,0.04833
LAB_off_overforsel_13_Q86,LAB,off,overforsel_13_Q86,Offentlige overførsler — 86/100 kvantil,Offentlige overførsler — 86/100 kvantil,,,Public transfers — 86/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,513186,353640,0.039169
LAB_off_overforsel_13_Q87,LAB,off,overforsel_13_Q87,Offentlige overførsler — 87/100 kvantil,Offentlige overførsler — 87/100 kvantil,,,Public transfers — 87/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,443066,312470,0.034609
LAB_off_overforsel_13_Q85,LAB,off,overforsel_13_Q85,Offentlige overførsler — 85/100 kvantil,Offentlige overførsler — 85/100 kvantil,,,Public transfers — 85/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,507831,375687,0.04161
LAB_off_overforsel_13_Q88,LAB,off,overforsel_13_Q88,Offentlige overførsler — 88/100 kvantil,Offentlige overførsler — 88/100 kvantil,,,Public transfers — 88/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,365295,270206,0.029928
LAB_off_overforsel_13_Q15,LAB,off,overforsel_13_Q15,Offentlige overførsler — 15/100 kvantil,Offentlige overførsler — 15/100 kvantil,,,Public transfers — 15/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1540069,1143614,0.126665
LAB_off_overforsel_13_Q84,LAB,off,overforsel_13_Q84,Offentlige overførsler — 84/100 kvantil,Offentlige overførsler — 84/100 kvantil,,,Public transfers — 84/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,532933,393078,0.043537
LAB_off_overforsel_13_Q29,LAB,off,overforsel_13_Q29,Offentlige overførsler — 29/100 kvantil,Offentlige overførsler — 29/100 kvantil,,,Public transfers — 29/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1525628,1082544,0.119901
LAB_off_overforsel_13_Q51,LAB,off,overforsel_13_Q51,Offentlige overførsler — 51/100 kvantil,Offentlige overførsler — 51/100 kvantil,,,Public transfers — 51/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,966426,702329,0.077789
LAB_off_overforsel_13_Q11,LAB,off,overforsel_13_Q11,Offentlige overførsler — 11/100 kvantil,Offentlige overførsler — 11/100 kvantil,,,Public transfers — 11/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,2475052,1497693,0.165882
LAB_off_overforsel_13_Q53,LAB,off,overforsel_13_Q53,Offentlige overførsler — 53/100 kvantil,Offentlige overførsler — 53/100 kvantil,,,Public transfers — 53/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1176988,810042,0.089719
LAB_off_overforsel_13_Q64,LAB,off,overforsel_13_Q64,Offentlige overførsler — 64/100 kvantil,Offentlige overførsler — 64/100 kvantil,,,Public transfers — 64/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,1101993,744554,0.082465
LAB_off_overforsel_13_Q79,LAB,off,overforsel_13_Q79,Offentlige overførsler — 79/100 kvantil,Offentlige overførsler — 79/100 kvantil,,,Public transfers — 79/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,672632,521471,0.057757
LAB_off_overforsel_13_Q80,LAB,off,overforsel_13_Q80,Offentlige overførsler — 80/100 kvantil,Offentlige overførsler — 80/100 kvantil,,,Public transfers — 80/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,640779,485076,0.053726
LAB_off_overforsel_13_Q90,LAB,off,overforsel_13_Q90,Offentlige overførsler — 90/100 kvantil,Offentlige overførsler — 90/100 kvantil,,,Public transfers — 90/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,305207,226016,0.025033
LAB_off_overforsel_13_Q91,LAB,off,overforsel_13_Q91,Offentlige overførsler — 91/100 kvantil,Offentlige overførsler — 91/100 kvantil,,,Public transfers — 91/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,272701,198493,0.021985
LAB_off_overforsel_13_Q96,LAB,off,overforsel_13_Q96,Offentlige overførsler — 96/100 kvantil,Offentlige overførsler — 96/100 kvantil,,,Public transfers — 96/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,190190,120110,0.013303
LAB_off_overforsel_13_Q98,LAB,off,overforsel_13_Q98,Offentlige overførsler — 98/100 kvantil,Offentlige overførsler — 98/100 kvantil,,,Public transfers — 98/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,157935,82999,0.009193
LAB_off_overforsel_13_Q89,LAB,off,overforsel_13_Q89,Offentlige overførsler — 89/100 kvantil,Offentlige overførsler — 89/100 kvantil,,,Public transfers — 89/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,317933,233576,0.02587
LAB_off_overforsel_13_Q97,LAB,off,overforsel_13_Q97,Offentlige overførsler — 97/100 kvantil,Offentlige overførsler — 97/100 kvantil,,,Public transfers — 97/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,173290,96979,0.010741
LAB_off_overforsel_13_Q99,LAB,off,overforsel_13_Q99,Offentlige overførsler — 99/100 kvantil,Offentlige overførsler — 99/100 kvantil,,,Public transfers — 99/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,141297,67053,0.007427
LAB_off_overforsel_13_Q100,LAB,off,overforsel_13_Q100,Offentlige overførsler — 100/100 kvantil,Offentlige overførsler — 100/100 kvantil,,,Public transfers — 100/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,118835,54875,0.006078
LAB_off_overforsel_13_Q92,LAB,off,overforsel_13_Q92,Offentlige overførsler — 92/100 kvantil,Offentlige overførsler — 92/100 kvantil,,,Public transfers — 92/100 quantile,,,dst_times_off_overforsel_13,generated:quantile_percentile,high,english,,,242402,174876,0.019369
