code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level
SOC_ger7_3835715,SOC,ger7,3835715,Lov om godstransport,Lov om godstransport,,,Act on godstransport,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3835,detail
SOC_ger7_2610081,SOC,ger7,2610081,"Overlæs, totalvægt","Overlæs, totalvægt",,,"Overloading, gross weight",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_3810793,SOC,ger7,3810793,"Køretøjer, syn ikke efterkommet","Køretøjer, syn ikke efterkommet",,,"Vehicles, inspection not complied with",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3810,detail
SOC_ger7_3210505,SOC,ger7,3210505,Lov om euforiserende stoffer,Lov om euforiserende stoffer,,,Act on euforiserende stoffer,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3210,detail
SOC_ger7_1210505,SOC,ger7,1210505,Vold o.l. mod nogen i offentlig tjeneste mv. (Forekommer første gang i 1980),Vold o.l. mod nogen i offentlig tjeneste mv. (Forekommer første gang i 1980),,,Violence o.l. against nogen i offentlig tjeneste etc. ( first gang i 1980),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1210,detail
SOC_ger7_2410007,SOC,ger7,2410007,"Lille knallert, ej lovlig, 43 km/t eller derover","Lille knallert, ej lovlig, 43 km/t eller derover",,,"Lille knallert, not lovlig, 43 km/t or derover",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2410,detail
SOC_ger7_3825000,SOC,ger7,3825000,Miljølove (via 3825),Miljølove (via 3825),,,Environmental law (via 3825),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3825,detail
SOC_ger7_1255305,SOC,ger7,1255305,Alvorligere vold,Alvorligere vold,,,Alvorligere violence,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1255,detail
SOC_ger7_1336524,SOC,ger7,1336524,Tyveri fra kælder o.l.,Tyveri fra kælder o.l.,,,Theft from basement o.l.,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1336,detail
SOC_ger7_1316540,SOC,ger7,1316540,Indbrud i forretning i øvrigt,Indbrud i forretning i øvrigt,,,Burglary i forretning otherwise,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1316,detail
SOC_ger7_1308505,SOC,ger7,1308505,Dokumentfalsk ved anvendelse af check,Dokumentfalsk ved anvendelse af check,,,Document forgery by use of cheque,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1308,detail
SOC_ger7_2610114,SOC,ger7,2610114,"Vognbaneskift, igangsætning, placering, standsning til fare/ulempe (klip)","Vognbaneskift, igangsætning, placering, standsning til fare/ulempe (klip)",,,"Vognbaneskift, starting up, placering, standsning to fare/ulempe (penalty points)",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_3810507,SOC,ger7,3810507,"Ordensbekendtgørelsen, sikring af den offentlige orden m.v.","Ordensbekendtgørelsen, sikring af den offentlige orden m.v.",,,"Public Order Regulation, sikring of den offentlige orden etc.",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3810,detail
SOC_ger7_2210000,SOC,ger7,2210000,Færdselsuheld med spiritus (via 2210),Færdselsuheld med spiritus (via 2210),,,Traffic accident involving spirits (via 2210),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2210,detail
SOC_ger7_2610112,SOC,ger7,2610112,"Rødt lys, fremkørsel mod (klip)","Rødt lys, fremkørsel mod (klip)",,,"Red light, fremdriving against (penalty points)",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_2610078,SOC,ger7,2610078,"Sikkerhedssele, ikke brug af","Sikkerhedssele, ikke brug af",,,"Seat belt, ikke brug af",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_2610004,SOC,ger7,2610004,"Lyssignal, kørsel frem mod rødt/gult lys (Første forekomst 1997)","Lyssignal, kørsel frem mod rødt/gult lys (Første forekomst 1997)",,,"Traffic light, driving frem against red/yellow lys (First occurrence 1997)",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_1332502,SOC,ger7,1332502,Butikstyveri fra andre forretninger,Butikstyveri fra andre forretninger,,,Shoplifting from other shops,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1332,detail
SOC_ger7_2610074,SOC,ger7,2610074,Overtrådt registreringsbekendtgørelsen,Overtrådt registreringsbekendtgørelsen,,,Violated registreringsregulationn,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_2610001,SOC,ger7,2610001,Manglende agtpågivenhed,Manglende agtpågivenhed,,,Lack of attentiveness,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_1292505,SOC,ger7,1292505,Trussel på livet,Trussel på livet,,,Trussel on livet,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1292,detail
SOC_ger7_1380905,SOC,ger7,1380905,Røveri mod andre,Røveri mod andre,,,Robbery against other,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1380,detail
SOC_ger7_1440505,SOC,ger7,1440505,Smugling mv. af narkotika,Smugling mv. af narkotika,,,Smugling etc. of narkotika,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1440,detail
SOC_ger7_2220020,SOC,ger7,2220020,"Spiritus, motorfører, promillekørsel","Spiritus, motorfører, promillekørsel",,,"Alcohol, motor-vehicle driver, promilledriving",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2220,detail
SOC_ger7_1354515,SOC,ger7,1354515,Underslæb/forbrug af penge,Underslæb/forbrug af penge,,,Embezzlement/forbrug of penge,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1354,detail
SOC_ger7_1336542,SOC,ger7,1336542,Tyveri fra andre steder,Tyveri fra andre steder,,,Theft from other steder,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1336,detail
SOC_ger7_2610113,SOC,ger7,2610113,"Vending eller bakning, til fare/ulempe (klip)","Vending eller bakning, til fare/ulempe (klip)",,,"Vending or bakning, to fare/ulempe (penalty points)",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_2610003,SOC,ger7,2610003,"Anvisninger, ikke efterkommet","Anvisninger, ikke efterkommet",,,Instructions not complied with,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_3825715,SOC,ger7,3825715,Naturbeskyttelsesloven,Naturbeskyttelsesloven,,,Nature Conservation Act,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3825,detail
SOC_ger7_3830713,SOC,ger7,3830713,"Hundeloven, overtrædelse af, samt overtrædelse af pålæg","Hundeloven, overtrædelse af, samt overtrædelse af pålæg",,,"Hundeloven, violation af, and violation of order",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3830,detail
SOC_ger7_3410505,SOC,ger7,3410505,Lov om våben og eksplosivstof (Udgået),Lov om våben og eksplosivstof (Udgået),,,Act on weapons and eksplosivstof (Discontinued),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3410,detail
SOC_ger7_2610084,SOC,ger7,2610084,Køretøjets dimensioner,Køretøjets dimensioner,,,Vehicleets dimensions,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_2220000,SOC,ger7,2220000,Spiritus- og promillekørsel (via 2220),Spiritus- og promillekørsel (via 2220),,,Driving under the influence of spirits or alcohol (via 2220),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2220,detail
SOC_ger7_1351000,SOC,ger7,1351000,Ulovlig omgang med hittegods (via 1351),Ulovlig omgang med hittegods (via 1351),,,Unlawful dealing with found property (via 1351),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1351,detail
SOC_ger7_1390505,SOC,ger7,1390505,Hærværk,Hærværk,,,Vandalism,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1390,detail
SOC_ger7_2210004,SOC,ger7,2210004,FUH. Motorfører med høj promille med personskade,FUH. Motorfører med høj promille med personskade,,,Traffic accident Motor-vehicle driver with high promille with personskade,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2210,detail
SOC_ger7_1339521,SOC,ger7,1339521,Brugstyveri af registreret personbil,Brugstyveri af registreret personbil,,,Joyriding / unauthorised use of registreret personbil,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1339,detail
SOC_ger7_1394505,SOC,ger7,1394505,Uagtsomt hæleri,Uagtsomt hæleri,,,Negligent receiving stolen goods,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1394,detail
SOC_ger7_1336000,SOC,ger7,1336000,Andre tyverier (via 1336),Andre tyverier (via 1336),,,Other thefts (via 1336),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1336,detail
SOC_ger7_2610092,SOC,ger7,2610092,"Frakendelsestid, kørsel i (motordrevet køretøj, bortset fra lille knallert)","Frakendelsestid, kørsel i (motordrevet køretøj, bortset fra lille knallert)",,,"Frakendelsestid, driving i (motordrevet vehicle, bortset from lille knallert)",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_2610053,SOC,ger7,2610053,Kørsel uden førerret til den pågældende kategori,Kørsel uden førerret til den pågældende kategori,,,Driving without driving licence to den concerning kategori,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_2610007,SOC,ger7,2610007,FUH. ikke opfyldt sine forpligtelser,FUH. ikke opfyldt sine forpligtelser,,,Traffic accident ikke opfyldt sine forpligtelser,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_1255000,SOC,ger7,1255000,Alvorligere vold (via 1255),Alvorligere vold (via 1255),,,Aggravated violence (via 1255),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1255,detail
SOC_ger7_1425515,SOC,ger7,1425515,Anden urigtig skriftlig erklæring,Anden urigtig skriftlig erklæring,,,Other false written declaration,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1425,detail
SOC_ger7_3835707,SOC,ger7,3835707,Køre-hviletidsregler,Køre-hviletidsregler,,,Driving and rest-time rules,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3835,detail
SOC_ger7_2610086,SOC,ger7,2610086,"Overlæs, herunder bekendtgørelse om vægt og akseltryk","Overlæs, herunder bekendtgørelse om vægt og akseltryk",,,"Overloading, including regulation om weight and akseltryk",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_3835705,SOC,ger7,3835705,Forordninger om fartskrivere,Forordninger om fartskrivere,,,Regulations on tachographs,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3835,detail
SOC_ger7_2610082,SOC,ger7,2610082,Køretøjers belæsning,Køretøjers belæsning,,,Vehicless loading,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_3835000,SOC,ger7,3835000,Love vedr. arb. transport mv. (via 3835),Love vedr. arb. transport mv. (via 3835),,,Law regarding work transport etc. (via 3835),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3835,detail
SOC_ger7_3410509,SOC,ger7,3410509,"Våbenloven, i øvrigt","Våbenloven, i øvrigt",,,"Weaponsloven, otherwise",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3410,detail
SOC_ger7_3835586,SOC,ger7,3835586,"Kontrolapparat, fører","Kontrolapparat, fører",,,"Control apparatus, driver",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3835,detail
SOC_ger7_3825505,SOC,ger7,3825505,Miljøloven,Miljøloven,,,Environment Act,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3825,detail
SOC_ger7_2210041,SOC,ger7,2210041,FUH. Spirituskørsel uden personskade,FUH. Spirituskørsel uden personskade,,,Traffic accident Drunk driving without personskade,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2210,detail
SOC_ger7_2610023,SOC,ger7,2610023,Vigepligtsforseelse,Vigepligtsforseelse,,,Yield obligationsforseelse,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_2610117,SOC,ger7,2610117,"Nødspor, kørsel i (klip)","Nødspor, kørsel i (klip)",,,"Emergency lane, driving i (penalty points)",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_3810000,SOC,ger7,3810000,Andre strafferetlige særlove (via 3810),Andre strafferetlige særlove (via 3810),,,Other special criminal laws (via 3810),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3810,detail
SOC_ger7_1410713,SOC,ger7,1410713,"Fange, flygtet","Fange, flygtet",,,"Prisoner, escaped",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1410,detail
SOC_ger7_1336546,SOC,ger7,1336546,Tyveri af benzin/olie,Tyveri af benzin/olie,,,Theft of benzin/olie,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1336,detail
SOC_ger7_3210510,SOC,ger7,3210510,Lov om euforiserende stoffer (Salg),Lov om euforiserende stoffer (Salg),,,Act on euforiserende stoffer (Salg),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3210,detail
SOC_ger7_1348000,SOC,ger7,1348000,Tyv./brugstyv. af andet (via 1348),Tyv./brugstyv. af andet (via 1348),,,Theft/theft for use of other items (via 1348),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1348,detail
SOC_ger7_1332505,SOC,ger7,1332505,Butikstyveri beklædning/skind/fodtøj,Butikstyveri beklædning/skind/fodtøj,,,Shoplifting clothing/hides/footwear,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1332,detail
SOC_ger7_1332510,SOC,ger7,1332510,Butikstyveri kiosk/cigar-/vinhandel,Butikstyveri kiosk/cigar-/vinhandel,,,Shoplifting kiosk/cigar-/vinhandel,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1332,detail
SOC_ger7_1320510,SOC,ger7,1320510,Indbrud i landejendom,Indbrud i landejendom,,,Burglary i landejenjudgment,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1320,detail
SOC_ger7_3610305,SOC,ger7,3610305,Skattekontrolloven,Skattekontrolloven,,,Tax Control Act,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3610,detail
SOC_ger7_1180545,SOC,ger7,1180545,"Børnepornografi, besiddelse af/bekendt med","Børnepornografi, besiddelse af/bekendt med",,,"Child pornography, possession af/aware of",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1180,detail
SOC_ger7_1316905,SOC,ger7,1316905,Indbrud i øvrigt,Indbrud i øvrigt,,,Burglary otherwise,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1316,detail
SOC_ger7_1357510,SOC,ger7,1357510,Socialbedrageri,Socialbedrageri,,,Social-benefit fraud,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1357,detail
SOC_ger7_1336520,SOC,ger7,1336520,Tyveri fra lejlighed/værelse/etageejendom,Tyveri fra lejlighed/værelse/etageejendom,,,Theft from lejlighed/room/etageejenjudgment,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1336,detail
SOC_ger7_3210000,SOC,ger7,3210000,Lov om euforiserende stoffer (via 3210),Lov om euforiserende stoffer (via 3210),,,Law on euphoriant substances (via 3210),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3210,detail
SOC_ger7_2610115,SOC,ger7,2610115,"Kørselsretningen, kørsel mod (klip)","Kørselsretningen, kørsel mod (klip)",,,"Drivingsretningen, driving against (penalty points)",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_3410508,SOC,ger7,3410508,"Våbenloven, anden overtrædelse med kniv","Våbenloven, anden overtrædelse med kniv",,,"Weaponsloven, anden violation with kniv",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3410,detail
SOC_ger7_1410707,SOC,ger7,1410707,Fornærmelig tiltale mod polititjenestemand,Fornærmelig tiltale mod polititjenestemand,,,Insulting charge against police officer,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1410,detail
SOC_ger7_1210501,SOC,ger7,1210501,Vold eller trussel mod polititjenestemand,Vold eller trussel mod polititjenestemand,,,Violence or threat against police officer,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1210,detail
SOC_ger7_2610178,SOC,ger7,2610178,"Sikkerhedsudstyr, ikke fyldt 15 år (klip) (Ikke aktiv i 2011)","Sikkerhedsudstyr, ikke fyldt 15 år (klip) (Ikke aktiv i 2011)",,,"Sikkerhedsudstyr, ikke fyldt 15 years (penalty points) (Ikke aktiv i 2011)",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_2610109,SOC,ger7,2610109,"Forankørende, for lidt afstand til (klip)","Forankørende, for lidt afstand til (klip)",,,", for lidt afstand to (penalty points)",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_1410703,SOC,ger7,1410703,Fornærmelig tiltale af offentlig myndighed,Fornærmelig tiltale af offentlig myndighed,,,Insulting tiltale of public authority,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1410,detail
SOC_ger7_1316215,SOC,ger7,1316215,Indbrud i skole,Indbrud i skole,,,Burglary i skole,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1316,detail
SOC_ger7_1435505,SOC,ger7,1435505,Salg af narkotika,Salg af narkotika,,,Salg of narkotika,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1435,detail
SOC_ger7_2220025,SOC,ger7,2220025,"Motorfører, medicin mv.","Motorfører, medicin mv.",,,"Motor-vehicle driver, medicin etc.",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2220,detail
SOC_ger7_3410507,SOC,ger7,3410507,"Våbenloven, kniv på offentligt sted","Våbenloven, kniv på offentligt sted",,,"Weaponsloven, kniv on offentligt sted",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3410,detail
SOC_ger7_3410606,SOC,ger7,3410606,"Knivloven, i øvrigt","Knivloven, i øvrigt",,,"Knivloven, otherwise",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3410,detail
SOC_ger7_1316335,SOC,ger7,1316335,Indbrud i privat kontor i øvrigt,Indbrud i privat kontor i øvrigt,,,Burglary i privat kontor otherwise,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1316,detail
SOC_ger7_1336508,SOC,ger7,1336508,Tyveri fra udstilling,Tyveri fra udstilling,,,Theft from udstilling,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1336,detail
SOC_ger7_1485320,SOC,ger7,1485320,Husfredskrænkelse,Husfredskrænkelse,,,Husfredsviolation,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1485,detail
SOC_ger7_2610019,SOC,ger7,2610019,"Overhaling, kørsel ved","Overhaling, kørsel ved",,,"Overtaking, driving by",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_1332000,SOC,ger7,1332000,Butikstyverier mv. (via 1332),Butikstyverier mv. (via 1332),,,Shoplifting etc. (via 1332),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1332,detail
SOC_ger7_1345510,SOC,ger7,1345510,Brugstyveri af cykel,Brugstyveri af cykel,,,Joyriding / unauthorised use of cykel,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1345,detail
