code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level,n_occurrences,n_people,pct_people
LAB_qeftlon_Q74,LAB,qeftlon,Q74,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 74/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 74/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 74/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,75617,71957,0.00797
LAB_qeftlon_Q84,LAB,qeftlon,Q84,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 84/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 84/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 84/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,242467,143505,0.015894
LAB_qeftlon_Q6,LAB,qeftlon,Q6,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 6/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 6/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 6/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,33805,33351,0.003694
LAB_qeftlon_Q100,LAB,qeftlon,Q100,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 100/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 100/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 100/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,254418,201053,0.022268
LAB_qeftlon_Q91,LAB,qeftlon,Q91,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 91/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 91/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 91/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,62871,56271,0.006232
LAB_qeftlon_Q86,LAB,qeftlon,Q86,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 86/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 86/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 86/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,74750,69291,0.007675
LAB_qeftlon_Q31,LAB,qeftlon,Q31,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 31/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 31/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 31/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,35125,33613,0.003723
LAB_qeftlon_Q99,LAB,qeftlon,Q99,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 99/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 99/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 99/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,140214,133551,0.014792
LAB_qeftlon_Q95,LAB,qeftlon,Q95,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 95/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 95/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 95/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,89350,78447,0.008689
LAB_qeftlon_Q70,LAB,qeftlon,Q70,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 70/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 70/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 70/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,47085,44756,0.004957
LAB_qeftlon_Q76,LAB,qeftlon,Q76,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 76/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 76/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 76/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,76525,72910,0.008075
LAB_qeftlon_Q58,LAB,qeftlon,Q58,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 58/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 58/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 58/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,37396,35517,0.003934
LAB_qeftlon_Q62,LAB,qeftlon,Q62,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 62/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 62/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 62/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,51031,47633,0.005276
LAB_qeftlon_Q78,LAB,qeftlon,Q78,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 78/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 78/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 78/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,99623,89316,0.009892
LAB_qeftlon_Q8,LAB,qeftlon,Q8,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 8/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 8/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 8/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,42988,42542,0.004712
LAB_qeftlon_Q98,LAB,qeftlon,Q98,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 98/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 98/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 98/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,149090,104780,0.011605
LAB_qeftlon_Q48,LAB,qeftlon,Q48,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 48/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 48/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 48/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,46741,44372,0.004915
LAB_qeftlon_Q40,LAB,qeftlon,Q40,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 40/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 40/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 40/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,37294,35380,0.003919
LAB_qeftlon_Q4,LAB,qeftlon,Q4,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 4/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 4/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 4/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,31786,31391,0.003477
LAB_qeftlon_Q27,LAB,qeftlon,Q27,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 27/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 27/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 27/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,33374,31928,0.003536
LAB_qeftlon_Q3,LAB,qeftlon,Q3,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 3/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 3/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 3/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,38486,37963,0.004205
LAB_qeftlon_Q37,LAB,qeftlon,Q37,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 37/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 37/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 37/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,34924,33164,0.003673
LAB_qeftlon_Q33,LAB,qeftlon,Q33,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 33/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 33/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 33/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,38903,37246,0.004125
LAB_qeftlon_Q88,LAB,qeftlon,Q88,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 88/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 88/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 88/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,51575,47086,0.005215
LAB_qeftlon_Q94,LAB,qeftlon,Q94,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 94/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 94/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 94/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,75859,66622,0.007379
LAB_qeftlon_Q39,LAB,qeftlon,Q39,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 39/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 39/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 39/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,37193,35259,0.003905
LAB_qeftlon_Q22,LAB,qeftlon,Q22,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 22/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 22/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 22/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,36855,35715,0.003956
LAB_qeftlon_Q73,LAB,qeftlon,Q73,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 73/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 73/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 73/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,38713,36217,0.004011
LAB_qeftlon_Q79,LAB,qeftlon,Q79,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 79/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 79/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 79/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,77474,72898,0.008074
LAB_qeftlon_Q82,LAB,qeftlon,Q82,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 82/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 82/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 82/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,103266,81254,0.009
LAB_qeftlon_Q16,LAB,qeftlon,Q16,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 16/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 16/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 16/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,38047,37313,0.004133
LAB_qeftlon_Q93,LAB,qeftlon,Q93,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 93/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 93/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 93/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,69249,60972,0.006753
LAB_qeftlon_Q30,LAB,qeftlon,Q30,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 30/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 30/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 30/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,35721,34318,0.003801
LAB_qeftlon_Q13,LAB,qeftlon,Q13,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 13/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 13/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 13/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,34478,33816,0.003745
LAB_qeftlon_Q2,LAB,qeftlon,Q2,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 2/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 2/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 2/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,39957,39519,0.004377
LAB_qeftlon_Q75,LAB,qeftlon,Q75,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 75/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 75/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 75/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,51812,48153,0.005333
LAB_qeftlon_Q66,LAB,qeftlon,Q66,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 66/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 66/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 66/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,40743,38050,0.004214
LAB_qeftlon_Q23,LAB,qeftlon,Q23,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 23/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 23/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 23/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,36272,35009,0.003878
LAB_qeftlon_Q64,LAB,qeftlon,Q64,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 64/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 64/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 64/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,38072,35930,0.00398
LAB_qeftlon_Q90,LAB,qeftlon,Q90,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 90/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 90/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 90/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,57614,51872,0.005745
LAB_qeftlon_Q36,LAB,qeftlon,Q36,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 36/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 36/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 36/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,34473,32842,0.003638
LAB_qeftlon_Q42,LAB,qeftlon,Q42,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 42/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 42/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 42/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,35301,33399,0.003699
LAB_qeftlon_Q60,LAB,qeftlon,Q60,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 60/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 60/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 60/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,43224,39755,0.004403
LAB_qeftlon_Q34,LAB,qeftlon,Q34,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 34/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 34/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 34/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,35189,33549,0.003716
LAB_qeftlon_Q83,LAB,qeftlon,Q83,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 83/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 83/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 83/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,249962,144995,0.016059
LAB_qeftlon_Q81,LAB,qeftlon,Q81,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 81/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 81/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 81/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,194720,138319,0.01532
LAB_qeftlon_Q45,LAB,qeftlon,Q45,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 45/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 45/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 45/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,42930,40940,0.004534
LAB_qeftlon_Q47,LAB,qeftlon,Q47,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 47/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 47/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 47/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,38994,36907,0.004088
LAB_qeftlon_Q21,LAB,qeftlon,Q21,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 21/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 21/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 21/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,31391,30425,0.00337
LAB_qeftlon_Q52,LAB,qeftlon,Q52,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 52/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 52/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 52/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,64637,51593,0.005714
LAB_qeftlon_Q43,LAB,qeftlon,Q43,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 43/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 43/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 43/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,37555,35621,0.003945
LAB_qeftlon_Q92,LAB,qeftlon,Q92,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 92/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 92/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 92/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,65770,57993,0.006423
LAB_qeftlon_Q7,LAB,qeftlon,Q7,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 7/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 7/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 7/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,34510,34051,0.003771
LAB_qeftlon_Q71,LAB,qeftlon,Q71,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 71/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 71/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 71/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,38074,35673,0.003951
LAB_qeftlon_Q63,LAB,qeftlon,Q63,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 63/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 63/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 63/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,38818,36951,0.004093
LAB_qeftlon_Q65,LAB,qeftlon,Q65,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 65/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 65/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 65/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,42586,40192,0.004452
LAB_qeftlon_Q85,LAB,qeftlon,Q85,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 85/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 85/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 85/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,174692,107506,0.011907
LAB_qeftlon_Q57,LAB,qeftlon,Q57,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 57/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 57/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 57/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,34858,32933,0.003648
LAB_qeftlon_Q80,LAB,qeftlon,Q80,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 80/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 80/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 80/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,88477,83094,0.009203
LAB_qeftlon_Q55,LAB,qeftlon,Q55,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 55/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 55/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 55/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,38200,36406,0.004032
LAB_qeftlon_Q32,LAB,qeftlon,Q32,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 32/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 32/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 32/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,37595,36017,0.003989
LAB_qeftlon_Q54,LAB,qeftlon,Q54,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 54/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 54/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 54/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,41562,39106,0.004331
LAB_qeftlon_Q53,LAB,qeftlon,Q53,"Efterløn, overgangsydelse og (fra 2008) fleksydelse — 53/100 kvantil","Efterløn, overgangsydelse og (fra 2008) fleksydelse — 53/100 kvantil",,,"Efterløn (early retirement benefit), transitional allowance and (from 2008) flex benefit — 53/100 quantile",,,dst_times_qeftlon,generated_pattern,high,english,,,61452,49599,0.005493
