code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level,n_occurrences,n_people,pct_people
DEM_vaegt_barn_Q49,DEM,vaegt,barn_Q49,Birth weight - 49th percentile (newborns),Fødselsvægt – 49. percentil (nyfødte),,,Birth weight - 49th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,26512,26512,0.002936
DEM_vaegt_barn_Q60,DEM,vaegt,barn_Q60,Birth weight - 60th percentile (newborns),Fødselsvægt – 60. percentil (nyfødte),,,Birth weight - 60th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,93892,93892,0.010399
DEM_vaegt_barn_Q82,DEM,vaegt,barn_Q82,Birth weight - 82th percentile (newborns),Fødselsvægt – 82. percentil (nyfødte),,,Birth weight - 82th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,21984,21984,0.002435
DEM_vaegt_barn_Q66,DEM,vaegt,barn_Q66,Birth weight - 66th percentile (newborns),Fødselsvægt – 66. percentil (nyfødte),,,Birth weight - 66th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,102531,102531,0.011356
DEM_vaegt_barn_Q77,DEM,vaegt,barn_Q77,Birth weight - 77th percentile (newborns),Fødselsvægt – 77. percentil (nyfødte),,,Birth weight - 77th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,37026,37026,0.004101
DEM_vaegt_barn_Q72,DEM,vaegt,barn_Q72,Birth weight - 72th percentile (newborns),Fødselsvægt – 72. percentil (nyfødte),,,Birth weight - 72th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,73230,73230,0.008111
DEM_vaegt_barn_Q75,DEM,vaegt,barn_Q75,Birth weight - 75th percentile (newborns),Fødselsvægt – 75. percentil (nyfødte),,,Birth weight - 75th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,46137,46137,0.00511
DEM_vaegt_barn_Q87,DEM,vaegt,barn_Q87,Birth weight - 87th percentile (newborns),Fødselsvægt – 87. percentil (nyfødte),,,Birth weight - 87th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,10568,10568,0.00117
DEM_vaegt_barn_Q59,DEM,vaegt,barn_Q59,Birth weight - 59th percentile (newborns),Fødselsvægt – 59. percentil (nyfødte),,,Birth weight - 59th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,73847,73847,0.008179
DEM_vaegt_barn_Q58,DEM,vaegt,barn_Q58,Birth weight - 58th percentile (newborns),Fødselsvægt – 58. percentil (nyfødte),,,Birth weight - 58th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,85097,85097,0.009425
DEM_vaegt_barn_Q84,DEM,vaegt,barn_Q84,Birth weight - 84th percentile (newborns),Fødselsvægt – 84. percentil (nyfødte),,,Birth weight - 84th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,22209,22209,0.00246
DEM_vaegt_barn_Q44,DEM,vaegt,barn_Q44,Birth weight - 44th percentile (newborns),Fødselsvægt – 44. percentil (nyfødte),,,Birth weight - 44th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,83825,83825,0.009284
DEM_vaegt_barn_Q40,DEM,vaegt,barn_Q40,Birth weight - 40th percentile (newborns),Fødselsvægt – 40. percentil (nyfødte),,,Birth weight - 40th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,8916,8916,0.000988
DEM_vaegt_barn_Q35,DEM,vaegt,barn_Q35,Birth weight - 35th percentile (newborns),Fødselsvægt – 35. percentil (nyfødte),,,Birth weight - 35th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,4422,4422,0.00049
DEM_vaegt_barn_Q73,DEM,vaegt,barn_Q73,Birth weight - 73th percentile (newborns),Fødselsvægt – 73. percentil (nyfødte),,,Birth weight - 73th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,56942,56942,0.006307
DEM_vaegt_barn_Q79,DEM,vaegt,barn_Q79,Birth weight - 79th percentile (newborns),Fødselsvægt – 79. percentil (nyfødte),,,Birth weight - 79th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,29026,29026,0.003215
DEM_vaegt_barn_Q53,DEM,vaegt,barn_Q53,Birth weight - 53th percentile (newborns),Fødselsvægt – 53. percentil (nyfødte),,,Birth weight - 53th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,42494,42494,0.004707
DEM_vaegt_barn_Q80,DEM,vaegt,barn_Q80,Birth weight - 80th percentile (newborns),Fødselsvægt – 80. percentil (nyfødte),,,Birth weight - 80th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,28642,28642,0.003172
DEM_vaegt_barn_Q94,DEM,vaegt,barn_Q94,Birth weight - 94th percentile (newborns),Fødselsvægt – 94. percentil (nyfødte),,,Birth weight - 94th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,1217,1217,0.000135
DEM_vaegt_barn_Q92,DEM,vaegt,barn_Q92,Birth weight - 92th percentile (newborns),Fødselsvægt – 92. percentil (nyfødte),,,Birth weight - 92th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,3448,3448,0.000382
DEM_vaegt_barn_Q42,DEM,vaegt,barn_Q42,Birth weight - 42th percentile (newborns),Fødselsvægt – 42. percentil (nyfødte),,,Birth weight - 42th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,11458,11458,0.001269
DEM_vaegt_barn_Q22,DEM,vaegt,barn_Q22,Birth weight - 22th percentile (newborns),Fødselsvægt – 22. percentil (nyfødte),,,Birth weight - 22th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,1453,1453,0.000161
DEM_vaegt_barn_Q34,DEM,vaegt,barn_Q34,Birth weight - 34th percentile (newborns),Fødselsvægt – 34. percentil (nyfødte),,,Birth weight - 34th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,20816,20816,0.002306
DEM_vaegt_barn_Q76,DEM,vaegt,barn_Q76,Birth weight - 76th percentile (newborns),Fødselsvægt – 76. percentil (nyfødte),,,Birth weight - 76th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,49127,49127,0.005441
DEM_vaegt_barn_Q37,DEM,vaegt,barn_Q37,Birth weight - 37th percentile (newborns),Fødselsvægt – 37. percentil (nyfødte),,,Birth weight - 37th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,5497,5497,0.000609
DEM_vaegt_barn_Q48,DEM,vaegt,barn_Q48,Birth weight - 48th percentile (newborns),Fødselsvægt – 48. percentil (nyfødte),,,Birth weight - 48th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,26814,26814,0.00297
DEM_vaegt_barn_Q13,DEM,vaegt,barn_Q13,Birth weight - 13th percentile (newborns),Fødselsvægt – 13. percentil (nyfødte),,,Birth weight - 13th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,679,679,7.5e-05
DEM_vaegt_barn_Q85,DEM,vaegt,barn_Q85,Birth weight - 85th percentile (newborns),Fødselsvægt – 85. percentil (nyfødte),,,Birth weight - 85th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,11604,11604,0.001285
DEM_vaegt_barn_Q18,DEM,vaegt,barn_Q18,Birth weight - 18th percentile (newborns),Fødselsvægt – 18. percentil (nyfødte),,,Birth weight - 18th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,1129,1129,0.000125
DEM_vaegt_barn_Q45,DEM,vaegt,barn_Q45,Birth weight - 45th percentile (newborns),Fødselsvægt – 45. percentil (nyfødte),,,Birth weight - 45th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,15031,15031,0.001665
DEM_vaegt_barn_Q39,DEM,vaegt,barn_Q39,Birth weight - 39th percentile (newborns),Fødselsvægt – 39. percentil (nyfødte),,,Birth weight - 39th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,6811,6811,0.000754
DEM_vaegt_barn_Q36,DEM,vaegt,barn_Q36,Birth weight - 36th percentile (newborns),Fødselsvægt – 36. percentil (nyfødte),,,Birth weight - 36th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,5424,5424,0.000601
DEM_vaegt_barn_Q32,DEM,vaegt,barn_Q32,Birth weight - 32th percentile (newborns),Fødselsvægt – 32. percentil (nyfødte),,,Birth weight - 32th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,3481,3481,0.000386
DEM_vaegt_barn_Q89,DEM,vaegt,barn_Q89,Birth weight - 89th percentile (newborns),Fødselsvægt – 89. percentil (nyfødte),,,Birth weight - 89th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,5353,5353,0.000593
DEM_vaegt_barn_Q27,DEM,vaegt,barn_Q27,Birth weight - 27th percentile (newborns),Fødselsvægt – 27. percentil (nyfødte),,,Birth weight - 27th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,2048,2048,0.000227
DEM_vaegt_barn_Q43,DEM,vaegt,barn_Q43,Birth weight - 43th percentile (newborns),Fødselsvægt – 43. percentil (nyfødte),,,Birth weight - 43th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,11493,11493,0.001273
DEM_vaegt_barn_Q20,DEM,vaegt,barn_Q20,Birth weight - 20th percentile (newborns),Fødselsvægt – 20. percentil (nyfødte),,,Birth weight - 20th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,1255,1255,0.000139
DEM_vaegt_barn_Q24,DEM,vaegt,barn_Q24,Birth weight - 24th percentile (newborns),Fødselsvægt – 24. percentil (nyfødte),,,Birth weight - 24th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,6232,6232,0.00069
DEM_vaegt_barn_Q5,DEM,vaegt,barn_Q5,Birth weight - 5th percentile (newborns),Fødselsvægt – 5. percentil (nyfødte),,,Birth weight - 5th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,193,193,2.1e-05
DEM_vaegt_barn_Q19,DEM,vaegt,barn_Q19,Birth weight - 19th percentile (newborns),Fødselsvægt – 19. percentil (nyfødte),,,Birth weight - 19th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,1143,1143,0.000127
DEM_vaegt_barn_Q26,DEM,vaegt,barn_Q26,Birth weight - 26th percentile (newborns),Fødselsvægt – 26. percentil (nyfødte),,,Birth weight - 26th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,2028,2028,0.000225
DEM_vaegt_barn_Q46,DEM,vaegt,barn_Q46,Birth weight - 46th percentile (newborns),Fødselsvægt – 46. percentil (nyfødte),,,Birth weight - 46th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,20674,20674,0.00229
DEM_vaegt_barn_Q41,DEM,vaegt,barn_Q41,Birth weight - 41th percentile (newborns),Fødselsvægt – 41. percentil (nyfødte),,,Birth weight - 41th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,8803,8803,0.000975
DEM_vaegt_barn_Q88,DEM,vaegt,barn_Q88,Birth weight - 88th percentile (newborns),Fødselsvægt – 88. percentil (nyfødte),,,Birth weight - 88th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,5633,5633,0.000624
DEM_vaegt_barn_Q3,DEM,vaegt,barn_Q3,Birth weight - 3th percentile (newborns),Fødselsvægt – 3. percentil (nyfødte),,,Birth weight - 3th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,5,5,1e-06
DEM_vaegt_barn_Q16,DEM,vaegt,barn_Q16,Birth weight - 16th percentile (newborns),Fødselsvægt – 16. percentil (nyfødte),,,Birth weight - 16th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,973,973,0.000108
DEM_vaegt_barn_Q29,DEM,vaegt,barn_Q29,Birth weight - 29th percentile (newborns),Fødselsvægt – 29. percentil (nyfødte),,,Birth weight - 29th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,2420,2420,0.000268
DEM_vaegt_barn_Q91,DEM,vaegt,barn_Q91,Birth weight - 91th percentile (newborns),Fødselsvægt – 91. percentil (nyfødte),,,Birth weight - 91th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,4125,4125,0.000457
DEM_vaegt_barn_Q23,DEM,vaegt,barn_Q23,Birth weight - 23th percentile (newborns),Fødselsvægt – 23. percentil (nyfødte),,,Birth weight - 23th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,1472,1472,0.000163
DEM_vaegt_barn_Q90,DEM,vaegt,barn_Q90,Birth weight - 90th percentile (newborns),Fødselsvægt – 90. percentil (nyfødte),,,Birth weight - 90th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,3725,3725,0.000413
DEM_vaegt_barn_Q93,DEM,vaegt,barn_Q93,Birth weight - 93th percentile (newborns),Fødselsvægt – 93. percentil (nyfødte),,,Birth weight - 93th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,2113,2113,0.000234
DEM_vaegt_barn_Q33,DEM,vaegt,barn_Q33,Birth weight - 33th percentile (newborns),Fødselsvægt – 33. percentil (nyfødte),,,Birth weight - 33th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,3567,3567,0.000395
DEM_vaegt_barn_Q38,DEM,vaegt,barn_Q38,Birth weight - 38th percentile (newborns),Fødselsvægt – 38. percentil (nyfødte),,,Birth weight - 38th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,6916,6916,0.000766
DEM_vaegt_barn_Q31,DEM,vaegt,barn_Q31,Birth weight - 31th percentile (newborns),Fødselsvægt – 31. percentil (nyfødte),,,Birth weight - 31th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,2989,2989,0.000331
DEM_vaegt_barn_Q30,DEM,vaegt,barn_Q30,Birth weight - 30th percentile (newborns),Fødselsvægt – 30. percentil (nyfødte),,,Birth weight - 30th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,2799,2799,0.00031
DEM_vaegt_barn_Q21,DEM,vaegt,barn_Q21,Birth weight - 21th percentile (newborns),Fødselsvægt – 21. percentil (nyfødte),,,Birth weight - 21th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,1335,1335,0.000148
DEM_vaegt_barn_Q14,DEM,vaegt,barn_Q14,Birth weight - 14th percentile (newborns),Fødselsvægt – 14. percentil (nyfødte),,,Birth weight - 14th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,2075,2075,0.00023
DEM_vaegt_barn_Q100,DEM,vaegt,barn_Q100,Birth weight - 100th percentile (newborns),Fødselsvægt – 100. percentil (nyfødte),,,Birth weight - 100th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,1746,1746,0.000193
DEM_vaegt_barn_Q25,DEM,vaegt,barn_Q25,Birth weight - 25th percentile (newborns),Fødselsvægt – 25. percentil (nyfødte),,,Birth weight - 25th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,1718,1718,0.00019
DEM_vaegt_barn_Q1,DEM,vaegt,barn_Q1,Birth weight - 1th percentile (newborns),Fødselsvægt – 1. percentil (nyfødte),,,Birth weight - 1th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,2232,2232,0.000247
DEM_vaegt_barn_Q95,DEM,vaegt,barn_Q95,Birth weight - 95th percentile (newborns),Fødselsvægt – 95. percentil (nyfødte),,,Birth weight - 95th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,1212,1212,0.000134
DEM_vaegt_barn_Q10,DEM,vaegt,barn_Q10,Birth weight - 10th percentile (newborns),Fødselsvægt – 10. percentil (nyfødte),,,Birth weight - 10th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,427,427,4.7e-05
DEM_vaegt_barn_Q17,DEM,vaegt,barn_Q17,Birth weight - 17th percentile (newborns),Fødselsvægt – 17. percentil (nyfødte),,,Birth weight - 17th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,892,892,9.9e-05
DEM_vaegt_barn_Q15,DEM,vaegt,barn_Q15,Birth weight - 15th percentile (newborns),Fødselsvægt – 15. percentil (nyfødte),,,Birth weight - 15th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,801,801,8.9e-05
DEM_vaegt_barn_Q97,DEM,vaegt,barn_Q97,Birth weight - 97th percentile (newborns),Fødselsvægt – 97. percentil (nyfødte),,,Birth weight - 97th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,664,664,7.4e-05
DEM_vaegt_barn_Q9,DEM,vaegt,barn_Q9,Birth weight - 9th percentile (newborns),Fødselsvægt – 9. percentil (nyfødte),,,Birth weight - 9th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,399,399,4.4e-05
DEM_vaegt_barn_Q2,DEM,vaegt,barn_Q2,Birth weight - 2th percentile (newborns),Fødselsvægt – 2. percentil (nyfødte),,,Birth weight - 2th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,1,1,0.0
DEM_vaegt_barn_Q96,DEM,vaegt,barn_Q96,Birth weight - 96th percentile (newborns),Fødselsvægt – 96. percentil (nyfødte),,,Birth weight - 96th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,770,770,8.5e-05
DEM_vaegt_barn_Q11,DEM,vaegt,barn_Q11,Birth weight - 11th percentile (newborns),Fødselsvægt – 11. percentil (nyfødte),,,Birth weight - 11th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,614,614,6.8e-05
DEM_vaegt_barn_Q12,DEM,vaegt,barn_Q12,Birth weight - 12th percentile (newborns),Fødselsvægt – 12. percentil (nyfødte),,,Birth weight - 12th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,638,638,7.1e-05
DEM_vaegt_barn_Q8,DEM,vaegt,barn_Q8,Birth weight - 8th percentile (newborns),Fødselsvægt – 8. percentil (nyfødte),,,Birth weight - 8th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,281,281,3.1e-05
DEM_vaegt_barn_Q7,DEM,vaegt,barn_Q7,Birth weight - 7th percentile (newborns),Fødselsvægt – 7. percentil (nyfødte),,,Birth weight - 7th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,210,210,2.3e-05
DEM_vaegt_barn_Q4,DEM,vaegt,barn_Q4,Birth weight - 4th percentile (newborns),Fødselsvægt – 4. percentil (nyfødte),,,Birth weight - 4th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,25,25,3e-06
DEM_vaegt_barn_Q6,DEM,vaegt,barn_Q6,Birth weight - 6th percentile (newborns),Fødselsvægt – 6. percentil (nyfødte),,,Birth weight - 6th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,130,130,1.4e-05
DEM_vaegt_barn_Q99,DEM,vaegt,barn_Q99,Birth weight - 99th percentile (newborns),Fødselsvægt – 99. percentil (nyfødte),,,Birth weight - 99th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,215,215,2.4e-05
DEM_vaegt_barn_Q98,DEM,vaegt,barn_Q98,Birth weight - 98th percentile (newborns),Fødselsvægt – 98. percentil (nyfødte),,,Birth weight - 98th percentile (newborns),,,translated,generated:quantile_percentile,medium,english,,,324,324,3.6e-05
