code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level,n_occurrences,n_people,pct_people,program_group,is_primary_code
LAB_offpens_efterlon_13_Q84,LAB,offpens,efterlon_13_Q84,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 84/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 84/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 84/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,512122,349921,0.038757,,
LAB_offpens_efterlon_13_Q95,LAB,offpens,efterlon_13_Q95,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 95/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 95/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 95/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,296229,249352,0.027618,,
LAB_offpens_efterlon_13_Q97,LAB,offpens,efterlon_13_Q97,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 97/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 97/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 97/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,732478,308357,0.034153,,
LAB_offpens_efterlon_13_Q99,LAB,offpens,efterlon_13_Q99,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 99/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 99/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 99/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,398303,157520,0.017447,,
LAB_offpens_efterlon_13_Q27,LAB,offpens,efterlon_13_Q27,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 27/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 27/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 27/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,981078,363082,0.040214,,
LAB_offpens_efterlon_13_Q55,LAB,offpens,efterlon_13_Q55,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 55/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 55/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 55/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,349965,276990,0.030679,,
LAB_offpens_efterlon_13_Q64,LAB,offpens,efterlon_13_Q64,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 64/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 64/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 64/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,539390,403140,0.044651,,
LAB_offpens_efterlon_13_Q25,LAB,offpens,efterlon_13_Q25,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 25/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 25/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 25/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,175755,151512,0.016781,,
LAB_offpens_efterlon_13_Q57,LAB,offpens,efterlon_13_Q57,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 57/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 57/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 57/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,444789,322554,0.035725,,
LAB_offpens_efterlon_13_Q82,LAB,offpens,efterlon_13_Q82,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 82/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 82/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 82/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,555786,360868,0.039969,,
LAB_offpens_efterlon_13_Q60,LAB,offpens,efterlon_13_Q60,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 60/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 60/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 60/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,470159,343519,0.038048,,
LAB_offpens_efterlon_13_Q96,LAB,offpens,efterlon_13_Q96,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 96/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 96/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 96/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,319709,230015,0.025476,,
LAB_offpens_efterlon_13_Q3,LAB,offpens,efterlon_13_Q3,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 3/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 3/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 3/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,134775,128069,0.014185,,
LAB_offpens_efterlon_13_Q15,LAB,offpens,efterlon_13_Q15,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 15/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 15/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 15/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,160439,132003,0.01462,,
LAB_offpens_efterlon_13_Q100,LAB,offpens,efterlon_13_Q100,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 100/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 100/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 100/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,167311,63685,0.007054,,
LAB_offpens_efterlon_13_Q33,LAB,offpens,efterlon_13_Q33,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 33/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 33/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 33/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,534471,403256,0.044664,,
LAB_offpens_efterlon_13_Q13,LAB,offpens,efterlon_13_Q13,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 13/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 13/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 13/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,215649,157002,0.017389,,
LAB_offpens_efterlon_13_Q59,LAB,offpens,efterlon_13_Q59,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 59/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 59/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 59/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,421478,313321,0.034703,,
LAB_offpens_efterlon_13_Q21,LAB,offpens,efterlon_13_Q21,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 21/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 21/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 21/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,164560,149217,0.016527,,
LAB_offpens_efterlon_13_Q50,LAB,offpens,efterlon_13_Q50,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 50/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 50/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 50/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,1569085,1013639,0.112269,,
LAB_offpens_efterlon_13_Q45,LAB,offpens,efterlon_13_Q45,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 45/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 45/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 45/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,2420948,1085352,0.120212,,
LAB_offpens_efterlon_13_Q12,LAB,offpens,efterlon_13_Q12,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 12/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 12/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 12/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,208514,144981,0.016058,,
LAB_offpens_efterlon_13_Q42,LAB,offpens,efterlon_13_Q42,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 42/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 42/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 42/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,883604,662510,0.073378,,
LAB_offpens_efterlon_13_Q48,LAB,offpens,efterlon_13_Q48,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 48/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 48/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 48/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,1219202,947107,0.1049,,
LAB_offpens_efterlon_13_Q43,LAB,offpens,efterlon_13_Q43,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 43/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 43/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 43/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,768675,587679,0.06509,,
LAB_offpens_efterlon_13_Q77,LAB,offpens,efterlon_13_Q77,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 77/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 77/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 77/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,400410,293838,0.032545,,
LAB_offpens_efterlon_13_Q34,LAB,offpens,efterlon_13_Q34,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 34/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 34/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 34/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,611347,361384,0.040026,,
LAB_offpens_efterlon_13_Q69,LAB,offpens,efterlon_13_Q69,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 69/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 69/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 69/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,1254785,616074,0.068235,,
LAB_offpens_efterlon_13_Q11,LAB,offpens,efterlon_13_Q11,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 11/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 11/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 11/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,158147,136900,0.015163,,
LAB_offpens_efterlon_13_Q44,LAB,offpens,efterlon_13_Q44,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 44/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 44/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 44/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,1085457,672115,0.074442,,
LAB_offpens_efterlon_13_Q7,LAB,offpens,efterlon_13_Q7,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 7/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 7/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 7/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,141822,124766,0.013819,,
LAB_offpens_efterlon_13_Q28,LAB,offpens,efterlon_13_Q28,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 28/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 28/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 28/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,647221,404408,0.044791,,
LAB_offpens_efterlon_13_Q9,LAB,offpens,efterlon_13_Q9,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 9/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 9/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 9/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,150538,141186,0.015637,,
LAB_offpens_efterlon_13_Q37,LAB,offpens,efterlon_13_Q37,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 37/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 37/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 37/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,737290,444330,0.049213,,
LAB_offpens_efterlon_13_Q62,LAB,offpens,efterlon_13_Q62,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 62/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 62/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 62/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,361107,274878,0.030445,,
LAB_offpens_efterlon_13_Q63,LAB,offpens,efterlon_13_Q63,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 63/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 63/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 63/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,497124,349170,0.038673,,
LAB_offpens_efterlon_13_Q49,LAB,offpens,efterlon_13_Q49,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 49/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 49/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 49/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,1330851,940332,0.104149,,
LAB_offpens_efterlon_13_Q14,LAB,offpens,efterlon_13_Q14,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 14/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 14/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 14/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,165936,141094,0.015627,,
LAB_offpens_efterlon_13_Q40,LAB,offpens,efterlon_13_Q40,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 40/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 40/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 40/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,548523,383110,0.042433,,
LAB_offpens_efterlon_13_Q4,LAB,offpens,efterlon_13_Q4,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 4/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 4/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 4/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,163214,155380,0.01721,,
LAB_offpens_efterlon_13_Q18,LAB,offpens,efterlon_13_Q18,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 18/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 18/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 18/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,216609,198379,0.021972,,
LAB_offpens_efterlon_13_Q35,LAB,offpens,efterlon_13_Q35,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 35/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 35/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 35/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,694092,483215,0.05352,,
LAB_offpens_efterlon_13_Q6,LAB,offpens,efterlon_13_Q6,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 6/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 6/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 6/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,318747,198382,0.021972,,
LAB_offpens_efterlon_13_Q93,LAB,offpens,efterlon_13_Q93,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 93/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 93/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 93/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,250884,187129,0.020726,,
LAB_offpens_efterlon_13_Q65,LAB,offpens,efterlon_13_Q65,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 65/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 65/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 65/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,788494,485801,0.053806,,
LAB_offpens_efterlon_13_Q81,LAB,offpens,efterlon_13_Q81,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 81/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 81/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 81/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,243133,202351,0.022412,,
LAB_offpens_efterlon_13_Q70,LAB,offpens,efterlon_13_Q70,"Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 70/100 kvantil","Folke- og førtidspension, varmehjælp, efterløn og fleksydelse — 70/100 kvantil",,,"State pension, disability pension, heating allowance, efterløn and flex benefit — 70/100 quantile",,,dst_times_offpens_efterlon_13,generated:quantile_percentile,high,english,,,1332981,703260,0.077892,,
