code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level,n_occurrences,n_people,pct_people,program_group,is_primary_code
EDU_disced_50581010,EDU,disced,50581010,"Teknisk, MVU (compound: 50581010)","Teknisk uden nærmere angivelse, MVU",,,"Technical, not further specified, MVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_505810,program,10977,10078,0.001116,,
EDU_disced_50583015,EDU,disced,50583015,"Teknisk, MVU (compound: 50583015)","Maskinteknisk i øvrigt, MVU",,,"Other mechanical engineering, MVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_505830,program,13591,8179,0.000906,,
EDU_disced_70393010,EDU,disced,70393010,"Samfundsvidenskab, LVU (compound: 70393010)","Jura, LVU",,,"Law, LVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_703930,program,81950,47996,0.005316,,
EDU_disced_80393510,EDU,disced,80393510,"Samfundsvidenskab, Ph.d. (compound: 80393510)","Statskundskab, Ph.d.",,,"Political science, Ph.d.",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_803935,program,11686,6869,0.000761,,
EDU_disced_40581515,EDU,disced,40581515,"Teknisk, KVU (compound: 40581515)","Byggeri- og anlægsteknik i øvrigt, KVU",,,"Other building and civil engineering, KVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_405815,program,33685,19672,0.002179,,
EDU_disced_50581510,EDU,disced,50581510,"Teknisk, MVU (compound: 50581510)","Bygningskonstruktør, MVU",,,"Constructing architect, MVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_505815,program,80780,44830,0.004965,,
EDU_disced_70301510,EDU,disced,70301510,"Kunstnerisk, LVU (compound: 70301510)","Arkitektur, LVU",,,"Architecture, LVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_703015,program,25947,16245,0.001799,,
EDU_disced_29251050,EDU,disced,29251050,"Teknologi, byggeri og transport (TBT), grundforløb (compound: 29251050)","Teknologi og kommunikation, grundforløb",,,"Technology and communication, basic course",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_292510,program,194520,120129,0.013305,,
EDU_disced_40383010,EDU,disced,40383010,"Samfundsfaglig, Økonomisk-Merkantil, KVU (compound: 40383010)","Serviceøkonom mv., KVU",,,"Service economist etc., KVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_403830,program,39867,23047,0.002553,,
EDU_disced_70395010,EDU,disced,70395010,"Samfundsvidenskab, LVU (compound: 70395010)","Økonomi, LVU",,,"Economics, LVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_703950,program,33446,21547,0.002387,,
EDU_disced_30351510,EDU,disced,30351510,Byggeriområdet (TBT) (compound: 30351510),Brolægger og struktør mv.,,,Paver and structural worker etc.,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_303515,program,23862,11233,0.001244,,
EDU_disced_30201510,EDU,disced,30201510,Fødevarer mv. (FJO) (compound: 30201510),Detailslagter,,,Retail butcher,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_302015,program,40716,22306,0.002471,,
EDU_disced_30355510,EDU,disced,30355510,Byggeriområdet (TBT) (compound: 30355510),Boligmontering og møbelpolstring mv.,,,Home furnishing and furniture upholstery etc.,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_303555,program,3049,1910,0.000212,,
EDU_disced_40751510,EDU,disced,40751510,"Fødevarer, bio- og laboratorieteknik, KVU (compound: 40751510)","Laboratorie-, fødevare- og procesteknologi, KVU",,,"Laboratory, food and process technology, KVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_407515,program,21517,12753,0.001412,,
EDU_disced_50752010,EDU,disced,50752010,"Fødevarer, Bio- og laboratorieteknik, MVU (compound: 50752010)","Ernæring og sundhed, MVU",,,"Nutrition and health, MVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_507520,program,33474,17017,0.001885,,
EDU_disced_20204010,EDU,disced,20204010,Erhvervsrettede gymnasiale uddannelser (compound: 20204010),Htx,,,HTX (higher technical examination),,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_202040,program,430248,137329,0.01521,,
EDU_disced_40582015,EDU,disced,40582015,"Teknisk, KVU (compound: 40582015)","It-uddannelser, KVU",,,"IT programmes, KVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_405820,program,60712,38254,0.004237,,
EDU_disced_30251020,EDU,disced,30251020,Jordbrug og natur (FJO) (compound: 30251020),"Landmand, efteruddannelse",,,"Farmer, further education",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_302510,program,66414,33713,0.003734,,
EDU_disced_50891510,EDU,disced,50891510,"Sundhedsfaglig, MVU (compound: 50891510)","Ergo- og fysioterapeut, MVU",,,"Occupational therapist and physiotherapist, MVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_508915,program,137242,55659,0.006165,,
EDU_disced_70592510,EDU,disced,70592510,"Teknisk videnskab, LVU (compound: 70592510)","Bygnings- og anlægsteknik, LVU",,,"Building and civil engineering, LVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_705925,program,22898,10850,0.001202,,
EDU_disced_70391510,EDU,disced,70391510,"Samfundsvidenskab, LVU (compound: 70391510)","Administration, forvaltning og ledelse, LVU",,,"Administration, public governance and management, LVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_703915,program,55209,33812,0.003745,,
EDU_disced_29251015,EDU,disced,29251015,"Teknologi, byggeri og transport (TBT), grundforløb (compound: 29251015)","Bygge og anlæg, grundforløb",,,"Building and construction, basic course",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_292510,program,376928,212807,0.02357,,
EDU_disced_35201010,EDU,disced,35201010,Adgangseksamen - videregående uddannelse (compound: 35201010),Adgangseksamen - videregående uddannelse,,,Entrance examination for higher education,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_352010,program,69506,40305,0.004464,,
EDU_disced_50582510,EDU,disced,50582510,"Teknisk, MVU (compound: 50582510)","Energi- og stærkstrømsteknisk, MVU",,,"Energy and high-voltage engineering, MVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_505825,program,3015,1619,0.000179,,
EDU_disced_50893510,EDU,disced,50893510,"Sundhedsfaglig, MVU (compound: 50893510)","Sygepleje og sundhedspleje, MVU",,,"Nursing and health visiting, MVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_508935,program,430348,179870,0.019922,,
EDU_disced_30354010,EDU,disced,30354010,Byggeriområdet (TBT) (compound: 30354010),Tømrer mv.,,,Carpenter etc.,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_303540,program,241203,127155,0.014083,,
EDU_disced_70591010,EDU,disced,70591010,"Teknisk videnskab, LVU (compound: 70591010)","Teknisk videnskab uden nærmere angivelse, LVU",,,"Engineering science, not further specified, LVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_705910,program,54921,40303,0.004464,,
EDU_disced_70351710,EDU,disced,70351710,"Naturvidenskab, LVU (compound: 70351710)","Biologi, LVU",,,"Biology, LVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_703517,program,27056,16008,0.001773,,
EDU_disced_30154510,EDU,disced,30154510,"Kontor, handel og forretningsservice (KHF) (compound: 30154510)",Merkantile uddannelser i øvrigt,,,Other mercantile programmes,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_301545,program,31093,18160,0.002011,,
EDU_disced_70396010,EDU,disced,70396010,"Samfundsvidenskab, LVU (compound: 70396010)","Erhvervsøkonomi, cand.merc., LVU",,,"Business economics, cand.merc., LVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_703960,program,153035,85331,0.009451,,
EDU_disced_30502010,EDU,disced,30502010,"Teknologiområdet, cykel-, auto- og skibsmekanik mv. (TBT) (compound: 30502010)",Karosseriuddannelse,,,Vehicle body programme,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_305020,program,19370,9420,0.001043,,
EDU_disced_29251045,EDU,disced,29251045,"Teknologi, byggeri og transport (TBT), grundforløb (compound: 29251045)","Strøm, styring og it, grundforløb",,,"Electricity, control systems and IT, basic course",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_292510,program,51931,31694,0.00351,,
EDU_disced_30403020,EDU,disced,30403020,"Teknologiområdet, strøm og elektronik mv. (TBT) (compound: 30403020)",Procesoperatør,,,Process operator,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_304030,program,9411,5256,0.000582,,
EDU_disced_70351010,EDU,disced,70351010,"Naturvidenskab, LVU (compound: 70351010)","Naturvidenskab uden nærmere angivelse, LVU",,,"Natural sciences, not further specified, LVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_703510,program,10399,8044,0.000891,,
EDU_disced_70356010,EDU,disced,70356010,"Naturvidenskab, LVU (compound: 70356010)","Datalogi og datahåndtering, LVU",,,"Computer science and data management, LVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_703560,program,10825,7180,0.000795,,
EDU_disced_50258015,EDU,disced,50258015,"Humanistisk og teologisk, MVU (compound: 50258015)","Flere erhvervssprog, korrespondent, MVU",,,"Several business languages, correspondent, MVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_502580,program,26978,17859,0.001978,,
EDU_disced_70252710,EDU,disced,70252710,"Humanistisk og teologisk, LVU (compound: 70252710)","Litteraturvidenskab, LVU",,,"Comparative literature, LVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_702527,program,8401,5259,0.000582,,
EDU_disced_30203010,EDU,disced,30203010,Fødevarer mv. (FJO) (compound: 30203010),Ernæringsassistenter,,,Nutrition assistants,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_302030,program,59930,31739,0.003515,,
EDU_disced_30354510,EDU,disced,30354510,Byggeriområdet (TBT) (compound: 30354510),Vvs-teknik,,,Plumbing (VVS) technology,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_303545,program,79800,41383,0.004584,,
EDU_disced_70355010,EDU,disced,70355010,"Naturvidenskab, LVU (compound: 70355010)","Matematik, LVU",,,"Mathematics, LVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_703550,program,25790,22100,0.002448,,
EDU_disced_80351010,EDU,disced,80351010,"Naturvidenskab, Ph.d. (compound: 80351010)","Naturvidenskab uden nærmere angivelse, Ph.d.",,,"Natural sciences, not further specified, Ph.d.",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_803510,program,19961,11329,0.001255,,
EDU_disced_30353010,EDU,disced,30353010,Byggeriområdet (TBT) (compound: 30353010),Murer,,,Bricklayer,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_303530,program,89615,50346,0.005576,,
EDU_disced_15205030,EDU,disced,15205030,Introducerende og erhvervsrettede forløb (compound: 15205030),"Erhvervsintroduktion, kurser",,,"Introduction to trades, courses",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_152050,program,215904,117526,0.013017,,
EDU_disced_50592510,EDU,disced,50592510,"Teknisk videnskab, MVU (compound: 50592510)","Bygnings- og anlægsteknik, MVU",,,"Building and civil engineering, MVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_505925,program,15654,11048,0.001224,,
EDU_disced_70804510,EDU,disced,70804510,"Jordbrug, natur og miljø, LVU (compound: 70804510)","Landskabsarkitektur og -forvaltning, LVU",,,"Landscape architecture and management, LVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_708045,program,7118,3607,0.0004,,
EDU_disced_70905510,EDU,disced,70905510,"Sundhedsvidenskab, LVU (compound: 70905510)","Odontologi, LVU",,,"Odontology (dentistry), LVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_709055,program,21709,11970,0.001326,,
EDU_disced_70593010,EDU,disced,70593010,"Teknisk videnskab, LVU (compound: 70593010)","Tele-, data- og it-teknologi mv., LVU",,,"Tele, data and IT technology etc., LVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_705930,program,19576,10460,0.001159,,
EDU_disced_30559020,EDU,disced,30559020,"Teknologiområdet, maskinteknik og produktion (TBT) (compound: 30559020)",Teknisk designer,,,Technical designer,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_305590,program,103320,52848,0.005853,,
