code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level,n_occurrences,n_people,pct_people,program_group,is_primary_code
LAB_loenmv_13_Q10,LAB,loenmv,13_Q10,Lønindkomst i alt — 10/100 kvantil,Lønindkomst i alt — 10/100 kvantil,,,Total wage income — 10/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1429975,1157211,0.128171,,
LAB_loenmv_13_Q15,LAB,loenmv,13_Q15,Lønindkomst i alt — 15/100 kvantil,Lønindkomst i alt — 15/100 kvantil,,,Total wage income — 15/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1176298,973001,0.107768,,
LAB_loenmv_13_Q30,LAB,loenmv,13_Q30,Lønindkomst i alt — 30/100 kvantil,Lønindkomst i alt — 30/100 kvantil,,,Total wage income — 30/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1334600,995895,0.110303,,
LAB_loenmv_13_Q16,LAB,loenmv,13_Q16,Lønindkomst i alt — 16/100 kvantil,Lønindkomst i alt — 16/100 kvantil,,,Total wage income — 16/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1159201,964160,0.106789,,
LAB_loenmv_13_Q31,LAB,loenmv,13_Q31,Lønindkomst i alt — 31/100 kvantil,Lønindkomst i alt — 31/100 kvantil,,,Total wage income — 31/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1402465,1020363,0.113014,,
LAB_loenmv_13_Q27,LAB,loenmv,13_Q27,Lønindkomst i alt — 27/100 kvantil,Lønindkomst i alt — 27/100 kvantil,,,Total wage income — 27/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1226054,963420,0.106707,,
LAB_loenmv_13_Q4,LAB,loenmv,13_Q4,Lønindkomst i alt — 4/100 kvantil,Lønindkomst i alt — 4/100 kvantil,,,Total wage income — 4/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,2675178,1855126,0.20547,,
LAB_loenmv_13_Q11,LAB,loenmv,13_Q11,Lønindkomst i alt — 11/100 kvantil,Lønindkomst i alt — 11/100 kvantil,,,Total wage income — 11/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1343831,1100072,0.121842,,
LAB_loenmv_13_Q3,LAB,loenmv,13_Q3,Lønindkomst i alt — 3/100 kvantil,Lønindkomst i alt — 3/100 kvantil,,,Total wage income — 3/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,3156090,2085352,0.23097,,
LAB_loenmv_13_Q1,LAB,loenmv,13_Q1,Lønindkomst i alt — 1/100 kvantil,Lønindkomst i alt — 1/100 kvantil,,,Total wage income — 1/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,7084887,3334675,0.369342,,
LAB_loenmv_13_Q38,LAB,loenmv,13_Q38,Lønindkomst i alt — 38/100 kvantil,Lønindkomst i alt — 38/100 kvantil,,,Total wage income — 38/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,2116374,1281222,0.141906,,
LAB_loenmv_13_Q18,LAB,loenmv,13_Q18,Lønindkomst i alt — 18/100 kvantil,Lønindkomst i alt — 18/100 kvantil,,,Total wage income — 18/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1205598,1000513,0.110815,,
LAB_loenmv_13_Q17,LAB,loenmv,13_Q17,Lønindkomst i alt — 17/100 kvantil,Lønindkomst i alt — 17/100 kvantil,,,Total wage income — 17/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1166487,972512,0.107714,,
LAB_loenmv_13_Q21,LAB,loenmv,13_Q21,Lønindkomst i alt — 21/100 kvantil,Lønindkomst i alt — 21/100 kvantil,,,Total wage income — 21/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1278838,1035909,0.114735,,
LAB_loenmv_13_Q13,LAB,loenmv,13_Q13,Lønindkomst i alt — 13/100 kvantil,Lønindkomst i alt — 13/100 kvantil,,,Total wage income — 13/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1218806,1010275,0.111896,,
LAB_loenmv_13_Q41,LAB,loenmv,13_Q41,Lønindkomst i alt — 41/100 kvantil,Lønindkomst i alt — 41/100 kvantil,,,Total wage income — 41/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,2414121,1396222,0.154643,,
LAB_loenmv_13_Q37,LAB,loenmv,13_Q37,Lønindkomst i alt — 37/100 kvantil,Lønindkomst i alt — 37/100 kvantil,,,Total wage income — 37/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1976369,1232382,0.136496,,
LAB_loenmv_13_Q57,LAB,loenmv,13_Q57,Lønindkomst i alt — 57/100 kvantil,Lønindkomst i alt — 57/100 kvantil,,,Total wage income — 57/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1494060,941206,0.104246,,
LAB_loenmv_13_Q8,LAB,loenmv,13_Q8,Lønindkomst i alt — 8/100 kvantil,Lønindkomst i alt — 8/100 kvantil,,,Total wage income — 8/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1635375,1281483,0.141935,,
LAB_loenmv_13_Q47,LAB,loenmv,13_Q47,Lønindkomst i alt — 47/100 kvantil,Lønindkomst i alt — 47/100 kvantil,,,Total wage income — 47/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,2397720,1380051,0.152852,,
LAB_loenmv_13_Q36,LAB,loenmv,13_Q36,Lønindkomst i alt — 36/100 kvantil,Lønindkomst i alt — 36/100 kvantil,,,Total wage income — 36/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1845035,1185484,0.131302,,
LAB_loenmv_13_Q5,LAB,loenmv,13_Q5,Lønindkomst i alt — 5/100 kvantil,Lønindkomst i alt — 5/100 kvantil,,,Total wage income — 5/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,2423952,1705803,0.188932,,
LAB_loenmv_13_Q39,LAB,loenmv,13_Q39,Lønindkomst i alt — 39/100 kvantil,Lønindkomst i alt — 39/100 kvantil,,,Total wage income — 39/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,2241716,1325523,0.146812,,
LAB_loenmv_13_Q35,LAB,loenmv,13_Q35,Lønindkomst i alt — 35/100 kvantil,Lønindkomst i alt — 35/100 kvantil,,,Total wage income — 35/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1733454,1143631,0.126666,,
LAB_loenmv_13_Q24,LAB,loenmv,13_Q24,Lønindkomst i alt — 24/100 kvantil,Lønindkomst i alt — 24/100 kvantil,,,Total wage income — 24/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1270533,1008891,0.111743,,
LAB_loenmv_13_Q48,LAB,loenmv,13_Q48,Lønindkomst i alt — 48/100 kvantil,Lønindkomst i alt — 48/100 kvantil,,,Total wage income — 48/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,2324693,1347394,0.149235,,
LAB_loenmv_13_Q19,LAB,loenmv,13_Q19,Lønindkomst i alt — 19/100 kvantil,Lønindkomst i alt — 19/100 kvantil,,,Total wage income — 19/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1235961,1018756,0.112836,,
LAB_loenmv_13_Q9,LAB,loenmv,13_Q9,Lønindkomst i alt — 9/100 kvantil,Lønindkomst i alt — 9/100 kvantil,,,Total wage income — 9/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1532578,1220498,0.13518,,
LAB_loenmv_13_Q23,LAB,loenmv,13_Q23,Lønindkomst i alt — 23/100 kvantil,Lønindkomst i alt — 23/100 kvantil,,,Total wage income — 23/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1283614,1020952,0.113079,,
LAB_loenmv_13_Q12,LAB,loenmv,13_Q12,Lønindkomst i alt — 12/100 kvantil,Lønindkomst i alt — 12/100 kvantil,,,Total wage income — 12/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1270172,1047217,0.115988,,
LAB_loenmv_13_Q14,LAB,loenmv,13_Q14,Lønindkomst i alt — 14/100 kvantil,Lønindkomst i alt — 14/100 kvantil,,,Total wage income — 14/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1189275,984611,0.109054,,
LAB_loenmv_13_Q28,LAB,loenmv,13_Q28,Lønindkomst i alt — 28/100 kvantil,Lønindkomst i alt — 28/100 kvantil,,,Total wage income — 28/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1247853,968087,0.107224,,
LAB_loenmv_13_Q62,LAB,loenmv,13_Q62,Lønindkomst i alt — 62/100 kvantil,Lønindkomst i alt — 62/100 kvantil,,,Total wage income — 62/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1064609,722624,0.080036,,
LAB_loenmv_13_Q22,LAB,loenmv,13_Q22,Lønindkomst i alt — 22/100 kvantil,Lønindkomst i alt — 22/100 kvantil,,,Total wage income — 22/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1284951,1030552,0.114142,,
LAB_loenmv_13_Q26,LAB,loenmv,13_Q26,Lønindkomst i alt — 26/100 kvantil,Lønindkomst i alt — 26/100 kvantil,,,Total wage income — 26/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1224597,969469,0.107377,,
LAB_loenmv_13_Q7,LAB,loenmv,13_Q7,Lønindkomst i alt — 7/100 kvantil,Lønindkomst i alt — 7/100 kvantil,,,Total wage income — 7/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1799521,1374991,0.152291,,
LAB_loenmv_13_Q88,LAB,loenmv,13_Q88,Lønindkomst i alt — 88/100 kvantil,Lønindkomst i alt — 88/100 kvantil,,,Total wage income — 88/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,340517,224021,0.024812,,
LAB_loenmv_13_Q60,LAB,loenmv,13_Q60,Lønindkomst i alt — 60/100 kvantil,Lønindkomst i alt — 60/100 kvantil,,,Total wage income — 60/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1211696,803479,0.088992,,
LAB_loenmv_13_Q89,LAB,loenmv,13_Q89,Lønindkomst i alt — 89/100 kvantil,Lønindkomst i alt — 89/100 kvantil,,,Total wage income — 89/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,333070,215111,0.023825,,
LAB_loenmv_13_Q78,LAB,loenmv,13_Q78,Lønindkomst i alt — 78/100 kvantil,Lønindkomst i alt — 78/100 kvantil,,,Total wage income — 78/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,478740,340317,0.037693,,
LAB_loenmv_13_Q72,LAB,loenmv,13_Q72,Lønindkomst i alt — 72/100 kvantil,Lønindkomst i alt — 72/100 kvantil,,,Total wage income — 72/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,619935,441073,0.048852,,
LAB_loenmv_13_Q66,LAB,loenmv,13_Q66,Lønindkomst i alt — 66/100 kvantil,Lønindkomst i alt — 66/100 kvantil,,,Total wage income — 66/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,844285,588288,0.065158,,
LAB_loenmv_13_Q84,LAB,loenmv,13_Q84,Lønindkomst i alt — 84/100 kvantil,Lønindkomst i alt — 84/100 kvantil,,,Total wage income — 84/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,386179,266046,0.029467,,
LAB_loenmv_13_Q63,LAB,loenmv,13_Q63,Lønindkomst i alt — 63/100 kvantil,Lønindkomst i alt — 63/100 kvantil,,,Total wage income — 63/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1000849,684178,0.075778,,
LAB_loenmv_13_Q92,LAB,loenmv,13_Q92,Lønindkomst i alt — 92/100 kvantil,Lønindkomst i alt — 92/100 kvantil,,,Total wage income — 92/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,307074,185695,0.020567,,
LAB_loenmv_13_Q83,LAB,loenmv,13_Q83,Lønindkomst i alt — 83/100 kvantil,Lønindkomst i alt — 83/100 kvantil,,,Total wage income — 83/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,397847,275729,0.030539,,
LAB_loenmv_13_Q80,LAB,loenmv,13_Q80,Lønindkomst i alt — 80/100 kvantil,Lønindkomst i alt — 80/100 kvantil,,,Total wage income — 80/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,442958,312567,0.034619,,
LAB_loenmv_13_Q91,LAB,loenmv,13_Q91,Lønindkomst i alt — 91/100 kvantil,Lønindkomst i alt — 91/100 kvantil,,,Total wage income — 91/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,315221,195854,0.021692,,
LAB_loenmv_13_Q87,LAB,loenmv,13_Q87,Lønindkomst i alt — 87/100 kvantil,Lønindkomst i alt — 87/100 kvantil,,,Total wage income — 87/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,349829,233728,0.025887,,
LAB_loenmv_13_Q79,LAB,loenmv,13_Q79,Lønindkomst i alt — 79/100 kvantil,Lønindkomst i alt — 79/100 kvantil,,,Total wage income — 79/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,462552,326543,0.036167,,
LAB_loenmv_13_Q45,LAB,loenmv,13_Q45,Lønindkomst i alt — 45/100 kvantil,Lønindkomst i alt — 45/100 kvantil,,,Total wage income — 45/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,2486831,1422818,0.157589,,
LAB_loenmv_13_Q59,LAB,loenmv,13_Q59,Lønindkomst i alt — 59/100 kvantil,Lønindkomst i alt — 59/100 kvantil,,,Total wage income — 59/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1298561,847987,0.093921,,
LAB_loenmv_13_Q55,LAB,loenmv,13_Q55,Lønindkomst i alt — 55/100 kvantil,Lønindkomst i alt — 55/100 kvantil,,,Total wage income — 55/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1680508,1035988,0.114744,,
LAB_loenmv_13_Q61,LAB,loenmv,13_Q61,Lønindkomst i alt — 61/100 kvantil,Lønindkomst i alt — 61/100 kvantil,,,Total wage income — 61/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1132669,762289,0.08443,,
LAB_loenmv_13_Q56,LAB,loenmv,13_Q56,Lønindkomst i alt — 56/100 kvantil,Lønindkomst i alt — 56/100 kvantil,,,Total wage income — 56/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1596915,990623,0.10972,,
LAB_loenmv_13_Q67,LAB,loenmv,13_Q67,Lønindkomst i alt — 67/100 kvantil,Lønindkomst i alt — 67/100 kvantil,,,Total wage income — 67/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,806405,562911,0.062347,,
LAB_loenmv_13_Q54,LAB,loenmv,13_Q54,Lønindkomst i alt — 54/100 kvantil,Lønindkomst i alt — 54/100 kvantil,,,Total wage income — 54/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1747311,1080266,0.119648,,
LAB_loenmv_13_Q20,LAB,loenmv,13_Q20,Lønindkomst i alt — 20/100 kvantil,Lønindkomst i alt — 20/100 kvantil,,,Total wage income — 20/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1265149,1035750,0.114718,,
LAB_loenmv_13_Q52,LAB,loenmv,13_Q52,Lønindkomst i alt — 52/100 kvantil,Lønindkomst i alt — 52/100 kvantil,,,Total wage income — 52/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1926836,1172555,0.12987,,
LAB_loenmv_13_Q32,LAB,loenmv,13_Q32,Lønindkomst i alt — 32/100 kvantil,Lønindkomst i alt — 32/100 kvantil,,,Total wage income — 32/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,1479555,1044968,0.115739,,
LAB_loenmv_13_Q86,LAB,loenmv,13_Q86,Lønindkomst i alt — 86/100 kvantil,Lønindkomst i alt — 86/100 kvantil,,,Total wage income — 86/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,360749,243847,0.027008,,
LAB_loenmv_13_Q71,LAB,loenmv,13_Q71,Lønindkomst i alt — 71/100 kvantil,Lønindkomst i alt — 71/100 kvantil,,,Total wage income — 71/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,652987,462498,0.051225,,
LAB_loenmv_13_Q64,LAB,loenmv,13_Q64,Lønindkomst i alt — 64/100 kvantil,Lønindkomst i alt — 64/100 kvantil,,,Total wage income — 64/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,939253,648770,0.071857,,
LAB_loenmv_13_Q69,LAB,loenmv,13_Q69,Lønindkomst i alt — 69/100 kvantil,Lønindkomst i alt — 69/100 kvantil,,,Total wage income — 69/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,720780,506858,0.056139,,
LAB_loenmv_13_Q81,LAB,loenmv,13_Q81,Lønindkomst i alt — 81/100 kvantil,Lønindkomst i alt — 81/100 kvantil,,,Total wage income — 81/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,428618,300337,0.033265,,
LAB_loenmv_13_Q77,LAB,loenmv,13_Q77,Lønindkomst i alt — 77/100 kvantil,Lønindkomst i alt — 77/100 kvantil,,,Total wage income — 77/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,499788,356203,0.039452,,
LAB_loenmv_13_Q82,LAB,loenmv,13_Q82,Lønindkomst i alt — 82/100 kvantil,Lønindkomst i alt — 82/100 kvantil,,,Total wage income — 82/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,413834,288118,0.031911,,
LAB_loenmv_13_Q74,LAB,loenmv,13_Q74,Lønindkomst i alt — 74/100 kvantil,Lønindkomst i alt — 74/100 kvantil,,,Total wage income — 74/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,570111,408295,0.045222,,
LAB_loenmv_13_Q76,LAB,loenmv,13_Q76,Lønindkomst i alt — 76/100 kvantil,Lønindkomst i alt — 76/100 kvantil,,,Total wage income — 76/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,519613,370144,0.040996,,
LAB_loenmv_13_Q73,LAB,loenmv,13_Q73,Lønindkomst i alt — 73/100 kvantil,Lønindkomst i alt — 73/100 kvantil,,,Total wage income — 73/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,594403,423221,0.046875,,
LAB_loenmv_13_Q70,LAB,loenmv,13_Q70,Lønindkomst i alt — 70/100 kvantil,Lønindkomst i alt — 70/100 kvantil,,,Total wage income — 70/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,686868,484453,0.053657,,
LAB_loenmv_13_Q68,LAB,loenmv,13_Q68,Lønindkomst i alt — 68/100 kvantil,Lønindkomst i alt — 68/100 kvantil,,,Total wage income — 68/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,761338,534291,0.059177,,
LAB_loenmv_13_Q97,LAB,loenmv,13_Q97,Lønindkomst i alt — 97/100 kvantil,Lønindkomst i alt — 97/100 kvantil,,,Total wage income — 97/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,274062,129004,0.014288,,
LAB_loenmv_13_Q85,LAB,loenmv,13_Q85,Lønindkomst i alt — 85/100 kvantil,Lønindkomst i alt — 85/100 kvantil,,,Total wage income — 85/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,371713,253072,0.02803,,
LAB_loenmv_13_Q95,LAB,loenmv,13_Q95,Lønindkomst i alt — 95/100 kvantil,Lønindkomst i alt — 95/100 kvantil,,,Total wage income — 95/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,286121,154996,0.017167,,
LAB_loenmv_13_Q90,LAB,loenmv,13_Q90,Lønindkomst i alt — 90/100 kvantil,Lønindkomst i alt — 90/100 kvantil,,,Total wage income — 90/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,322042,204068,0.022602,,
LAB_loenmv_13_Q65,LAB,loenmv,13_Q65,Lønindkomst i alt — 65/100 kvantil,Lønindkomst i alt — 65/100 kvantil,,,Total wage income — 65/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,891663,618787,0.068536,,
LAB_loenmv_13_Q75,LAB,loenmv,13_Q75,Lønindkomst i alt — 75/100 kvantil,Lønindkomst i alt — 75/100 kvantil,,,Total wage income — 75/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,546046,388351,0.043013,,
LAB_loenmv_13_Q93,LAB,loenmv,13_Q93,Lønindkomst i alt — 93/100 kvantil,Lønindkomst i alt — 93/100 kvantil,,,Total wage income — 93/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,300019,176268,0.019523,,
LAB_loenmv_13_Q94,LAB,loenmv,13_Q94,Lønindkomst i alt — 94/100 kvantil,Lønindkomst i alt — 94/100 kvantil,,,Total wage income — 94/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,292061,165088,0.018285,,
LAB_loenmv_13_Q99,LAB,loenmv,13_Q99,Lønindkomst i alt — 99/100 kvantil,Lønindkomst i alt — 99/100 kvantil,,,Total wage income — 99/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,264741,92183,0.01021,,
LAB_loenmv_13_Q98,LAB,loenmv,13_Q98,Lønindkomst i alt — 98/100 kvantil,Lønindkomst i alt — 98/100 kvantil,,,Total wage income — 98/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,269166,113198,0.012538,,
LAB_loenmv_13_Q100,LAB,loenmv,13_Q100,Lønindkomst i alt — 100/100 kvantil,Lønindkomst i alt — 100/100 kvantil,,,Total wage income — 100/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,261169,60019,0.006648,,
LAB_loenmv_13_Q96,LAB,loenmv,13_Q96,Lønindkomst i alt — 96/100 kvantil,Lønindkomst i alt — 96/100 kvantil,,,Total wage income — 96/100 quantile,,,dst_times_loenmv_13,generated:quantile_percentile,high,english,,,279982,142519,0.015785,,
