code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level,n_occurrences,n_people,pct_people
HEA_atc_N05CD03,HEA,atc,N05CD03,"benzodiazepin-derivater, flunitrazepam","benzodiazepin-derivater, flunitrazepam",,,"Benzodiazepine derivatives, flunitrazepam","Benzodiazepine derivatives, flunitrazepam",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_N05CD,chemical_substance,799293,61959,0.006862
HEA_atc_N05CD02,HEA,atc,N05CD02,"benzodiazepin-derivater, nitrazepam","benzodiazepin-derivater, nitrazepam",,,"Benzodiazepine derivatives, nitrazepam","Benzodiazepine derivatives, nitrazepam",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_N05CD,chemical_substance,4190950,226450,0.025081
HEA_atc_A02BC01,HEA,atc,A02BC01,"protonpumpe-hæmmere, omeprazol","protonpumpe-hæmmere, omeprazol",,,"proton pump inhibitors, omeprazole","Proton pump inhibitors, omeprazole",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_A02BC,chemical_substance,10501414,1009209,0.111778
HEA_atc_R03CC03,HEA,atc,R03CC03,"selektive beta-2-adrenoceptor agonister, terbutalin","selektive beta-2-adrenoceptor agonister, terbutalin",,,"Selective beta-2-adrenoreceptor agonists, terbutaline","Selective beta-2-adrenoreceptor agonists, terbutaline",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_R03CC,chemical_substance,1813884,465441,0.051551
HEA_atc_C09AA10,HEA,atc,C09AA10,"ACE-hæmmere, usammensatte, trandolapril","ACE-hæmmere, usammensatte, trandolapril",,,"ACE inhibitors, unspecific, trandolapril","ACE inhibitors, plain, trandolapril",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_C09AA,chemical_substance,2241153,77751,0.008612
HEA_atc_R03AL01,HEA,atc,R03AL01,"adrenergika i kombination med antikolinergika inkl. trippel-stof kombinationer med corticosteroider, fenoterol og ipratropiumbromid","adrenergika i kombination med antikolinergika inkl. trippel-stof kombinationer med corticosteroider, fenoterol og ipratropiumbromid",,,"adrenergics in combination with anticholinergics including triple-combination products with corticosteroids, fenoterol and ipratropium bromide","Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids, fenoterol and ipratropium bromide",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_R03AL,chemical_substance,3910572,172029,0.019054
HEA_atc_S01BC01,HEA,atc,S01BC01,"antiinflammatoriske midler, non-steroide, indometacin","antiinflammatoriske midler, non-steroide, indometacin",,,"Antiinflammatory agents, non-steroids, indometacin","Antiinflammatory agents, non-steroids, indometacin",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_S01BC,chemical_substance,30730,7087,0.000785
HEA_atc_N05BA06,HEA,atc,N05BA06,"benzodiazepin-derivater, lorazepam","benzodiazepin-derivater, lorazepam",,,"Benzodiazepine derivatives, lorazepam","Benzodiazepine derivatives, lorazepam",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_N05BA,chemical_substance,1325177,84499,0.009359
HEA_atc_A10BB07,HEA,atc,A10BB07,"sulfonylcarbamid, glipizid","sulfonylcarbamid, glipizid",,,"Sulfonylureas, glipizide","Sulfonylureas, glipizide",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_A10BB,chemical_substance,685552,27770,0.003076
HEA_atc_C08CA02,HEA,atc,C08CA02,"dihydropyridin-derivater, felodipin","dihydropyridin-derivater, felodipin",,,"Dihydropyridine derivatives, felodipine","Dihydropyridine derivatives, felodipine",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_C08CA,chemical_substance,3151742,130735,0.01448
HEA_atc_G03CA03,HEA,atc,G03CA03,"naturlige og semisyntetiske østrogener, usammensatte, estradiol","naturlige og semisyntetiske østrogener, usammensatte, estradiol",,,"natural and semi-synthetic estrogens, unspecific, estradiol","Natural and semisynthetic estrogens, plain, estradiol",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_G03CA,chemical_substance,14891569,765569,0.084793
HEA_atc_N02AX02,HEA,atc,N02AX02,"andre opioider, tramadol","andre opioider, tramadol",,,"other opioids, tramadol","Other opioids, tramadol",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_N02AX,chemical_substance,22267746,2114394,0.234186
HEA_atc_N02AG02,HEA,atc,N02AG02,"opioider i kombinationer med antispasmodika, ketobemidon og antispasmodika","opioider i kombinationer med antispasmodika, ketobemidon og antispasmodika",,,"opioids in combination with antispasmodics, ketobemidon and antispasmodics","Opioids in combination with antispasmodics, ketobemidone and antispasmodics",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_N02AG,chemical_substance,4505386,335009,0.037105
HEA_atc_A12BA01,HEA,atc,A12BA01,"kalium, kaliumchlorid","kalium, kaliumchlorid",,,"Potassium, potassium chloride","Potassium, potassium chloride",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_A12BA,chemical_substance,20965062,1173348,0.129958
HEA_atc_J01AA04,HEA,atc,J01AA04,"tetracycliner, lymecyclin","tetracycliner, lymecyclin",,,"Tetracyclines, lymecycline","Tetracyclines, lymecycline",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_J01AA,chemical_substance,559355,263498,0.029185
HEA_atc_N05BA01,HEA,atc,N05BA01,"benzodiazepin-derivater, diazepam","benzodiazepin-derivater, diazepam",,,"Benzodiazepine derivatives, diazepam","Benzodiazepine derivatives, diazepam",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_N05BA,chemical_substance,9436183,731327,0.081
HEA_atc_C03CA01,HEA,atc,C03CA01,"sulfonamider, usammensatte, furosemid","sulfonamider, usammensatte, furosemid",,,"sulfonamides, unspecific, furosemide","Sulfonamides, plain, furosemide",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_C03CA,chemical_substance,21891269,1160907,0.12858
HEA_atc_N06AB04,HEA,atc,N06AB04,"selektive serotonin re-optagelse inhibitorer, citalopram","selektive serotonin re-optagelse inhibitorer, citalopram",,,"selective serotonin reuptake inhibitors, citalopram","Selective serotonin reuptake inhibitors, citalopram",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_N06AB,chemical_substance,15718537,849923,0.094136
HEA_atc_R05CB01,HEA,atc,R05CB01,"mucolytika, acetylcystein","mucolytika, acetylcystein",,,"mucolytics, N-acetylcysteine","Mucolytics, acetylcysteine",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_R05CB,chemical_substance,1210777,349442,0.038704
HEA_atc_S01AA13,HEA,atc,S01AA13,"antibiotika, fusidinsyre","antibiotika, fusidinsyre",,,"Antibiotics, fusidic acid","Antibiotics, fusidic acid",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_S01AA,chemical_substance,6170129,3020912,0.334591
HEA_atc_J01CA02,HEA,atc,J01CA02,"penicilliner med udvidet spektrum, pivampicillin","penicilliner med udvidet spektrum, pivampicillin",,,"broad-spectrum penicillins, pivampicillin","Penicillins with extended spectrum, pivampicillin",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_J01CA,chemical_substance,2164950,1112572,0.123226
HEA_atc_S01XA20,HEA,atc,S01XA20,"andre ophthalmologiske midler, kunstig tårevæske og andre indifferente midler","andre ophthalmologiske midler, kunstig tårevæske og andre indifferente midler",,,"other ophthalmologic agents, artificial tears and other indifferent agents","Other ophthalmologicals, artificial tears and other indifferent preparations",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_S01XA,chemical_substance,5614084,504571,0.055885
HEA_atc_N05AA02,HEA,atc,N05AA02,"phenothiazin med alifatisk sidekæde, levomepromazin","phenothiazin med alifatisk sidekæde, levomepromazin",,,"Aliphatic side chain phenothiazines, levomepromazine","Phenothiazines with aliphatic side-chain, levomepromazine",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_N05AA,chemical_substance,1956509,119227,0.013205
HEA_atc_C01AA05,HEA,atc,C01AA05,"digitalis-glycosider, digoxin","digitalis-glycosider, digoxin",,,"Digitalis glycosides, digoxin","Digitalis glycosides, digoxin",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_C01AA,chemical_substance,8209563,324302,0.035919
HEA_atc_R03DA04,HEA,atc,R03DA04,"xanthiner, theophyllin","xanthiner, theophyllin",,,"Xanthines, theophylline","Xanthines, theophylline",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_R03DA,chemical_substance,1435775,75817,0.008397
HEA_atc_N05BA04,HEA,atc,N05BA04,"benzodiazepin-derivater, oxazepam","benzodiazepin-derivater, oxazepam",,,"Benzodiazepine derivatives, oxazepam","Benzodiazepine derivatives, oxazepam",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_N05BA,chemical_substance,9462880,744124,0.082418
HEA_atc_J01CE02,HEA,atc,J01CE02,"beta-lactamase sensitive penicilliner, phenoxymethylpenicillin","beta-lactamase sensitive penicilliner, phenoxymethylpenicillin",,,"Beta-lactamase sensitive penicillins, phenoxymethylpenicillin","Beta-lactamase sensitive penicillins, phenoxymethylpenicillin",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_J01CE,chemical_substance,30754515,6043786,0.669398
HEA_atc_J01FA06,HEA,atc,J01FA06,"macrolider, roxithromycin","macrolider, roxithromycin",,,"Macrolides, roxithromycin","Macrolides, roxithromycin",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_J01FA,chemical_substance,3630431,1629526,0.180483
HEA_atc_J01CA04,HEA,atc,J01CA04,"penicilliner med udvidet spektrum, amoxicillin","penicilliner med udvidet spektrum, amoxicillin",,,"Broad-spectrum penicillins, amoxicillin","Penicillins with extended spectrum, amoxicillin",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_J01CA,chemical_substance,7280670,2880003,0.318984
HEA_atc_C09AA01,HEA,atc,C09AA01,"ACE-hæmmere, usammensatte, captopril","ACE-hæmmere, usammensatte, captopril",,,"Uncombined ACE inhibitors, captopril","ACE inhibitors, plain, captopril",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_C09AA,chemical_substance,1086470,42427,0.004699
HEA_atc_C08CA01,HEA,atc,C08CA01,"dihydropyridin-derivater, amlodipin","dihydropyridin-derivater, amlodipin",,,"Dihydropyridine derivatives, amlodipine","Dihydropyridine derivatives, amlodipine",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_C08CA,chemical_substance,23370747,1096034,0.121395
HEA_atc_S02CA02,HEA,atc,S02CA02,"kortikosteroider og antiinfektiva i kombination, flumetason og antiinfektiva","kortikosteroider og antiinfektiva i kombination, flumetason og antiinfektiva",,,"Combination of corticosteroids and antibiotics, flumetazone and antibiotics","Corticosteroids and antiinfectives in combination, flumetasone and antiinfectives",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_S02CA,chemical_substance,262546,152673,0.01691
HEA_atc_S01GA51,HEA,atc,S01GA51,"sympatomimetika anvendt som dekongestanter, naphazolin, kombinationer","sympatomimetika anvendt som dekongestanter, naphazolin, kombinationer",,,"Sympathomimetics used as decongestants, naphazoline, combinations","Sympathomimetics used as decongestants, naphazoline, combinations",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_S01GA,chemical_substance,1495562,391935,0.04341
HEA_atc_N04AB02,HEA,atc,N04AB02,"ethere, kemisk beslægtet med antihistaminer, orphenadrin (chlorid)","ethere, kemisk beslægtet med antihistaminer, orphenadrin (chlorid)",,,"Ether, chemically related to antihistamines, orphenadrine (chloride)","Ethers chemically close to antihistamines, orphenadrine (chloride)",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_N04AB,chemical_substance,1418500,43017,0.004764
HEA_atc_N05CF01,HEA,atc,N05CF01,"benzodiazepin-relaterede midler, zopiclon","benzodiazepin-relaterede midler, zopiclon",,,"Benzodiazepine-related drugs, zopiclone","Benzodiazepine related drugs, zopiclone",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_N05CF,chemical_substance,13291285,1034568,0.114587
HEA_atc_H03BB02,HEA,atc,H03BB02,"svovlholdige imidazol-derivater, thiamazol","svovlholdige imidazol-derivater, thiamazol",,,"Sulfur-containing imidazole derivatives, thiamazole","Sulfur-containing imidazole derivatives, thiamazole",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_H03BB,chemical_substance,2051850,124270,0.013764
HEA_atc_J05AB01,HEA,atc,J05AB01,"nucleosider og nucleotider excl. revers transcriptase-hæmmere, aciclovir","nucleosider og nucleotider excl. revers transcriptase-hæmmere, aciclovir",,,"Nucleosides and nucleotides excluding reverse transcriptase inhibitors, acyclovir","Nucleosides and nucleotides excl. reverse transcriptase inhibitors, aciclovir",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_J05AB,chemical_substance,3352695,829929,0.091921
HEA_atc_A02BA01,HEA,atc,A02BA01,"H2-receptor antagonister, cimetidin","H2-receptor antagonister, cimetidin",,,"H2-receptor antagonists, cimetidine","H2-receptor antagonists, cimetidine",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_A02BA,chemical_substance,2054240,324081,0.035895
HEA_atc_J01MA02,HEA,atc,J01MA02,"fluorochinoloner, ciprofloxacin","fluorochinoloner, ciprofloxacin",,,"Fluoroquinolones, ciprofloxacin","Fluoroquinolones, ciprofloxacin",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_J01MA,chemical_substance,2280955,1112642,0.123234
HEA_atc_M01AC01,HEA,atc,M01AC01,"oxicamer, piroxicam","oxicamer, piroxicam",,,"Oxicams, piroxicam","Oxicams, piroxicam",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_M01AC,chemical_substance,745920,230887,0.025573
HEA_atc_N05CF02,HEA,atc,N05CF02,"benzodiazepin-relaterede midler, zolpidem","benzodiazepin-relaterede midler, zolpidem",,,"Benzodiazepine-related drugs, zolpidem","Benzodiazepine related drugs, zolpidem",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_N05CF,chemical_substance,7896466,651441,0.072152
HEA_atc_C03CB02,HEA,atc,C03CB02,"sulfonamider og kalium i kombination, bumetanid og kalium","sulfonamider og kalium i kombination, bumetanid og kalium",,,"Combination of sulfonamides and potassium, bumetanide and potassium","Sulfonamides and potassium in combination, bumetanide and potassium",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_C03CB,chemical_substance,164856,17678,0.001958
HEA_atc_R03CC02,HEA,atc,R03CC02,"selektive beta-2-adrenoceptor agonister, salbutamol","selektive beta-2-adrenoceptor agonister, salbutamol",,,"Selective beta-2-adrenoreceptor agonists, salbutamol","Selective beta-2-adrenoreceptor agonists, salbutamol",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_R03CC,chemical_substance,1573511,510198,0.056509
HEA_atc_D07AA02,HEA,atc,D07AA02,"kortikosteroider, svagt virkende (gruppe I), hydrocortison","kortikosteroider, svagt virkende (gruppe I), hydrocortison",,,"Corticosteroids, weak (group I), hydrocortisone","Corticosteroids, weak (group I), hydrocortisone",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_D07AA,chemical_substance,1302449,789435,0.087436
HEA_atc_N02BA01,HEA,atc,N02BA01,"salicylsyre-derivater, acetylsalicylsyre","salicylsyre-derivater, acetylsalicylsyre",,,"Salicylic acid and derivatives, acetylsalicylic acid","Salicylic acid and derivatives, acetylsalicylic acid",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_N02BA,chemical_substance,4947631,357239,0.039567
HEA_atc_S01AA01,HEA,atc,S01AA01,"antibiotika, chloramphenicol","antibiotika, chloramphenicol",,,"Antibiotics, chloramphenicol","Antibiotics, chloramphenicol",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_S01AA,chemical_substance,6647537,2981005,0.330171
HEA_atc_C08DA01,HEA,atc,C08DA01,"phenylalkylamin-derivater, verapamil","phenylalkylamin-derivater, verapamil",,,"Phenylalkylamine derivatives, verapamil","Phenylalkylamine derivatives, verapamil",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_C08DA,chemical_substance,3253927,152843,0.016929
HEA_atc_N05BA02,HEA,atc,N05BA02,"benzodiazepin-derivater, chlordiazepoxid","benzodiazepin-derivater, chlordiazepoxid",,,"Benzodiazepine derivatives, chlordiazepoxide","Benzodiazepine derivatives, chlordiazepoxide",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_N05BA,chemical_substance,989119,112144,0.012421
HEA_atc_S03CA04,HEA,atc,S03CA04,"kortikosteroider og antiinfektiva i kombination, hydrocortison og antiinfektiva","kortikosteroider og antiinfektiva i kombination, hydrocortison og antiinfektiva",,,"corticosteroids and antiseptics in combination, hydrocortisone and antiseptics","Corticosteroids and antiinfectives in combination, hydrocortisone and antiinfectives",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_S03CA,chemical_substance,1741258,918939,0.10178
HEA_atc_S01GX01,HEA,atc,S01GX01,"andre antiallergika, cromoglicinsyre","andre antiallergika, cromoglicinsyre",,,"other antihistamines, cromolyn acid","Other antiallergics, cromoglicic acid",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_S01GX,chemical_substance,877690,179193,0.019847
HEA_atc_R06AE07,HEA,atc,R06AE07,"piperazin-derivater, cetirizin","piperazin-derivater, cetirizin",,,"Piperazine derivatives, cetirizine","Piperazine derivatives, cetirizine",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_R06AE,chemical_substance,5580144,1227114,0.135913
HEA_atc_D07AC01,HEA,atc,D07AC01,"kortikosteroider, stærkt virkende (gruppe III), betamethason","kortikosteroider, stærkt virkende (gruppe III), betamethason",,,"corticosteroids, potent (group III), betamethasone","Corticosteroids, potent (group III), betamethasone",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_D07AC,chemical_substance,4561108,1367292,0.151439
HEA_atc_S01ED01,HEA,atc,S01ED01,"beta-blokerende midler, timolol","beta-blokerende midler, timolol",,,"Beta blocking agents, timolol","Beta blocking agents, timolol",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_S01ED,chemical_substance,2165086,91014,0.010081
HEA_atc_S01BA01,HEA,atc,S01BA01,"kortikosteroider, usammensatte, dexamethason","kortikosteroider, usammensatte, dexamethason",,,"Corticosteroids, plain, dexamethasone","Corticosteroids, plain, dexamethasone",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_S01BA,chemical_substance,1617002,414774,0.04594
HEA_atc_C07AB02,HEA,atc,C07AB02,"beta-blokerende midler, usammensatte, selektive, metoprolol","beta-blokerende midler, usammensatte, selektive, metoprolol",,,"Beta blocking agents, selective, metoprolol","Beta blocking agents, selective, metoprolol",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_C07AB,chemical_substance,25265011,953823,0.105644
HEA_atc_C03AB02,HEA,atc,C03AB02,"thiazider og kalium i kombination, hydroflumethiazid og kalium","thiazider og kalium i kombination, hydroflumethiazid og kalium",,,"thiazides and potassium in combination, hydroflumethiazide and potassium","Thiazides and potassium in combination, hydroflumethiazide and potassium",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_C03AB,chemical_substance,77001,19489,0.002159
HEA_atc_C01DA08,HEA,atc,C01DA08,"organiske nitrater, isosorbiddinitrat","organiske nitrater, isosorbiddinitrat",,,"Organic nitrates, isosorbide dinitrate","Organic nitrates, isosorbide dinitrate",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_C01DA,chemical_substance,1859976,99708,0.011043
HEA_atc_D07XB02,HEA,atc,D07XB02,"kortikosteroider (gruppe II), andre kombinationer, triamcinolon","kortikosteroider (gruppe II), andre kombinationer, triamcinolon",,,"corticosteroids (group II), other combinations, triamcinolone","Corticosteroids, moderately potent, other combinations, triamcinolone",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_D07XB,chemical_substance,166870,76324,0.008454
HEA_atc_S03CA01,HEA,atc,S03CA01,"kortikosteroider og antiinfektiva i kombination, dexamethason og antiinfektiva","kortikosteroider og antiinfektiva i kombination, dexamethason og antiinfektiva",,,"corticosteroids and antiseptics in combination, dexamethasone and antiseptics","Corticosteroids and antiinfectives in combination, dexamethasone and antiinfectives",who-atc,translated,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_S03CA,chemical_substance,765066,456975,0.050614
HEA_atc_C01DA02,HEA,atc,C01DA02,"organiske nitrater, glyceryltrinitrat","organiske nitrater, glyceryltrinitrat",,,"Organic nitrates, glyceryl trinitrate","Organic nitrates, glyceryl trinitrate",who-atc,who-atc,raw_atc_enhanced_hierarchical,medium,danish,HEA_atc_C01DA,chemical_substance,2687068,504550,0.055883
