code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level,n_occurrences,n_people,pct_people,program_group,is_primary_code
LAB_honny_Q4,LAB,honny,Q4,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 4/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 4/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 4/100 quantile,,,dst_times_honny,manual_update,high,english,,,274211,223740,0.024781,,
LAB_honny_Q1,LAB,honny,Q1,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 1/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 1/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 1/100 quantile,,,dst_times_honny,manual_update,high,english,,,378251,275512,0.030515,,
LAB_honny_Q32,LAB,honny,Q32,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 32/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 32/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 32/100 quantile,,,dst_times_honny,manual_update,high,english,,,26866,25090,0.002779,,
LAB_honny_Q18,LAB,honny,Q18,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 18/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 18/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 18/100 quantile,,,dst_times_honny,manual_update,high,english,,,55779,50726,0.005618,,
LAB_honny_Q11,LAB,honny,Q11,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 11/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 11/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 11/100 quantile,,,dst_times_honny,manual_update,high,english,,,85086,75678,0.008382,,
LAB_honny_Q38,LAB,honny,Q38,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 38/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 38/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 38/100 quantile,,,dst_times_honny,manual_update,high,english,,,26156,23827,0.002639,,
LAB_honny_Q12,LAB,honny,Q12,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 12/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 12/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 12/100 quantile,,,dst_times_honny,manual_update,high,english,,,103001,88688,0.009823,,
LAB_honny_Q29,LAB,honny,Q29,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 29/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 29/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 29/100 quantile,,,dst_times_honny,manual_update,high,english,,,35391,32626,0.003614,,
LAB_honny_Q39,LAB,honny,Q39,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 39/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 39/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 39/100 quantile,,,dst_times_honny,manual_update,high,english,,,25187,23114,0.00256,,
LAB_honny_Q40,LAB,honny,Q40,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 40/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 40/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 40/100 quantile,,,dst_times_honny,manual_update,high,english,,,22712,21195,0.002348,,
LAB_honny_Q10,LAB,honny,Q10,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 10/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 10/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 10/100 quantile,,,dst_times_honny,manual_update,high,english,,,104419,92282,0.010221,,
LAB_honny_Q17,LAB,honny,Q17,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 17/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 17/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 17/100 quantile,,,dst_times_honny,manual_update,high,english,,,54065,49435,0.005475,,
LAB_honny_Q8,LAB,honny,Q8,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 8/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 8/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 8/100 quantile,,,dst_times_honny,manual_update,high,english,,,155124,132677,0.014695,,
LAB_honny_Q9,LAB,honny,Q9,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 9/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 9/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 9/100 quantile,,,dst_times_honny,manual_update,high,english,,,102913,91181,0.010099,,
LAB_honny_Q24,LAB,honny,Q24,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 24/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 24/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 24/100 quantile,,,dst_times_honny,manual_update,high,english,,,42771,38131,0.004223,,
LAB_honny_Q49,LAB,honny,Q49,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 49/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 49/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 49/100 quantile,,,dst_times_honny,manual_update,high,english,,,19303,18011,0.001995,,
LAB_honny_Q16,LAB,honny,Q16,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 16/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 16/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 16/100 quantile,,,dst_times_honny,manual_update,high,english,,,59871,54228,0.006006,,
LAB_honny_Q56,LAB,honny,Q56,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 56/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 56/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 56/100 quantile,,,dst_times_honny,manual_update,high,english,,,17921,15892,0.00176,,
LAB_honny_Q41,LAB,honny,Q41,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 41/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 41/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 41/100 quantile,,,dst_times_honny,manual_update,high,english,,,23601,21879,0.002423,,
LAB_honny_Q70,LAB,honny,Q70,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 70/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 70/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 70/100 quantile,,,dst_times_honny,manual_update,high,english,,,13129,12001,0.001329,,
LAB_honny_Q27,LAB,honny,Q27,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 27/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 27/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 27/100 quantile,,,dst_times_honny,manual_update,high,english,,,35797,33292,0.003687,,
LAB_honny_Q67,LAB,honny,Q67,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 67/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 67/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 67/100 quantile,,,dst_times_honny,manual_update,high,english,,,14096,12985,0.001438,,
LAB_honny_Q80,LAB,honny,Q80,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 80/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 80/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 80/100 quantile,,,dst_times_honny,manual_update,high,english,,,11812,10379,0.00115,,
LAB_honny_Q62,LAB,honny,Q62,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 62/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 62/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 62/100 quantile,,,dst_times_honny,manual_update,high,english,,,14895,13785,0.001527,,
LAB_honny_Q68,LAB,honny,Q68,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 68/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 68/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 68/100 quantile,,,dst_times_honny,manual_update,high,english,,,14380,13174,0.001459,,
LAB_honny_Q33,LAB,honny,Q33,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 33/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 33/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 33/100 quantile,,,dst_times_honny,manual_update,high,english,,,28197,26250,0.002907,,
LAB_honny_Q55,LAB,honny,Q55,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 55/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 55/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 55/100 quantile,,,dst_times_honny,manual_update,high,english,,,18190,16299,0.001805,,
LAB_honny_Q84,LAB,honny,Q84,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 84/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 84/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 84/100 quantile,,,dst_times_honny,manual_update,high,english,,,11095,9667,0.001071,,
LAB_honny_Q61,LAB,honny,Q61,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 61/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 61/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 61/100 quantile,,,dst_times_honny,manual_update,high,english,,,14881,13851,0.001534,,
LAB_honny_Q74,LAB,honny,Q74,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 74/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 74/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 74/100 quantile,,,dst_times_honny,manual_update,high,english,,,12256,11105,0.00123,,
LAB_honny_Q25,LAB,honny,Q25,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 25/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 25/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 25/100 quantile,,,dst_times_honny,manual_update,high,english,,,42887,38227,0.004234,,
LAB_honny_Q57,LAB,honny,Q57,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 57/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 57/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 57/100 quantile,,,dst_times_honny,manual_update,high,english,,,16636,15443,0.00171,,
LAB_honny_Q45,LAB,honny,Q45,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 45/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 45/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 45/100 quantile,,,dst_times_honny,manual_update,high,english,,,20456,18907,0.002094,,
LAB_honny_Q81,LAB,honny,Q81,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 81/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 81/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 81/100 quantile,,,dst_times_honny,manual_update,high,english,,,11425,10119,0.001121,,
LAB_honny_Q87,LAB,honny,Q87,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 87/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 87/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 87/100 quantile,,,dst_times_honny,manual_update,high,english,,,10631,9063,0.001004,,
LAB_honny_Q35,LAB,honny,Q35,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 35/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 35/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 35/100 quantile,,,dst_times_honny,manual_update,high,english,,,26513,24609,0.002726,,
LAB_honny_Q36,LAB,honny,Q36,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 36/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 36/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 36/100 quantile,,,dst_times_honny,manual_update,high,english,,,26828,24532,0.002717,,
LAB_honny_Q31,LAB,honny,Q31,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 31/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 31/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 31/100 quantile,,,dst_times_honny,manual_update,high,english,,,31701,29397,0.003256,,
LAB_honny_Q83,LAB,honny,Q83,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 83/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 83/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 83/100 quantile,,,dst_times_honny,manual_update,high,english,,,13422,12049,0.001335,,
LAB_honny_Q92,LAB,honny,Q92,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 92/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 92/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 92/100 quantile,,,dst_times_honny,manual_update,high,english,,,10375,8448,0.000936,,
LAB_honny_Q42,LAB,honny,Q42,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 42/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 42/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 42/100 quantile,,,dst_times_honny,manual_update,high,english,,,20882,19581,0.002169,,
LAB_honny_Q60,LAB,honny,Q60,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 60/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 60/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 60/100 quantile,,,dst_times_honny,manual_update,high,english,,,16613,15390,0.001705,,
LAB_honny_Q63,LAB,honny,Q63,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 63/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 63/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 63/100 quantile,,,dst_times_honny,manual_update,high,english,,,14758,13580,0.001504,,
LAB_honny_Q19,LAB,honny,Q19,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 19/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 19/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 19/100 quantile,,,dst_times_honny,manual_update,high,english,,,58759,52710,0.005838,,
LAB_honny_Q48,LAB,honny,Q48,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 48/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 48/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 48/100 quantile,,,dst_times_honny,manual_update,high,english,,,20872,19378,0.002146,,
LAB_honny_Q13,LAB,honny,Q13,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 13/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 13/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 13/100 quantile,,,dst_times_honny,manual_update,high,english,,,72489,65242,0.007226,,
LAB_honny_Q71,LAB,honny,Q71,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 71/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 71/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 71/100 quantile,,,dst_times_honny,manual_update,high,english,,,13798,12527,0.001387,,
LAB_honny_Q20,LAB,honny,Q20,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 20/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 20/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 20/100 quantile,,,dst_times_honny,manual_update,high,english,,,44175,40639,0.004501,,
LAB_honny_Q58,LAB,honny,Q58,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 58/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 58/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 58/100 quantile,,,dst_times_honny,manual_update,high,english,,,16589,15402,0.001706,,
LAB_honny_Q21,LAB,honny,Q21,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 21/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 21/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 21/100 quantile,,,dst_times_honny,manual_update,high,english,,,44255,40837,0.004523,,
LAB_honny_Q28,LAB,honny,Q28,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 28/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 28/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 28/100 quantile,,,dst_times_honny,manual_update,high,english,,,31129,29092,0.003222,,
LAB_honny_Q26,LAB,honny,Q26,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 26/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 26/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 26/100 quantile,,,dst_times_honny,manual_update,high,english,,,43179,38639,0.00428,,
LAB_honny_Q14,LAB,honny,Q14,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 14/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 14/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 14/100 quantile,,,dst_times_honny,manual_update,high,english,,,69006,62162,0.006885,,
LAB_honny_Q46,LAB,honny,Q46,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 46/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 46/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 46/100 quantile,,,dst_times_honny,manual_update,high,english,,,21084,19584,0.002169,,
LAB_honny_Q73,LAB,honny,Q73,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 73/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 73/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 73/100 quantile,,,dst_times_honny,manual_update,high,english,,,13241,11976,0.001326,,
LAB_honny_Q37,LAB,honny,Q37,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 37/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 37/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 37/100 quantile,,,dst_times_honny,manual_update,high,english,,,24238,22456,0.002487,,
LAB_honny_Q51,LAB,honny,Q51,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 51/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 51/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 51/100 quantile,,,dst_times_honny,manual_update,high,english,,,17872,16642,0.001843,,
LAB_honny_Q85,LAB,honny,Q85,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 85/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 85/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 85/100 quantile,,,dst_times_honny,manual_update,high,english,,,10962,9475,0.001049,,
LAB_honny_Q23,LAB,honny,Q23,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 23/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 23/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 23/100 quantile,,,dst_times_honny,manual_update,high,english,,,46360,39192,0.004341,,
LAB_honny_Q22,LAB,honny,Q22,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 22/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 22/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 22/100 quantile,,,dst_times_honny,manual_update,high,english,,,51884,44584,0.004938,,
LAB_honny_Q52,LAB,honny,Q52,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 52/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 52/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 52/100 quantile,,,dst_times_honny,manual_update,high,english,,,18467,17133,0.001898,,
LAB_honny_Q95,LAB,honny,Q95,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 95/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 95/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 95/100 quantile,,,dst_times_honny,manual_update,high,english,,,10342,7693,0.000852,,
LAB_honny_Q94,LAB,honny,Q94,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 94/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 94/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 94/100 quantile,,,dst_times_honny,manual_update,high,english,,,10368,7974,0.000883,,
LAB_honny_Q96,LAB,honny,Q96,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 96/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 96/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 96/100 quantile,,,dst_times_honny,manual_update,high,english,,,10450,7326,0.000811,,
LAB_honny_Q93,LAB,honny,Q93,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 93/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 93/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 93/100 quantile,,,dst_times_honny,manual_update,high,english,,,10284,8081,0.000895,,
LAB_honny_Q75,LAB,honny,Q75,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 75/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 75/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 75/100 quantile,,,dst_times_honny,manual_update,high,english,,,12552,11262,0.001247,,
LAB_honny_Q53,LAB,honny,Q53,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 53/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 53/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 53/100 quantile,,,dst_times_honny,manual_update,high,english,,,18490,17190,0.001904,,
LAB_honny_Q72,LAB,honny,Q72,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 72/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 72/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 72/100 quantile,,,dst_times_honny,manual_update,high,english,,,12910,11705,0.001296,,
LAB_honny_Q47,LAB,honny,Q47,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 47/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 47/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 47/100 quantile,,,dst_times_honny,manual_update,high,english,,,18954,17698,0.00196,,
LAB_honny_Q69,LAB,honny,Q69,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 69/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 69/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 69/100 quantile,,,dst_times_honny,manual_update,high,english,,,13676,12488,0.001383,,
LAB_honny_Q78,LAB,honny,Q78,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 78/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 78/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 78/100 quantile,,,dst_times_honny,manual_update,high,english,,,11948,10696,0.001185,,
LAB_honny_Q99,LAB,honny,Q99,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 99/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 99/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 99/100 quantile,,,dst_times_honny,manual_update,high,english,,,9932,6285,0.000696,,
LAB_honny_Q97,LAB,honny,Q97,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 97/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 97/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 97/100 quantile,,,dst_times_honny,manual_update,high,english,,,10635,7105,0.000787,,
LAB_honny_Q98,LAB,honny,Q98,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 98/100 kvantil,Honoraraflønning (arbejdsmarkedsbidragspligtig) — 98/100 kvantil,,,Fee-based remuneration (subject to labor market contribution) — 98/100 quantile,,,dst_times_honny,manual_update,high,english,,,10321,6608,0.000732,,
