code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level,n_occurrences,n_people,pct_people
LAB_assets_Q19,LAB,assets,Q19,"Nettoformue ultimo året, ekskl. pensionsformue — 19/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 19/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 19/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1775411,1138422,0.12609
LAB_assets_Q18,LAB,assets,Q18,"Nettoformue ultimo året, ekskl. pensionsformue — 18/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 18/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 18/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1593124,1035925,0.114737
LAB_assets_Q17,LAB,assets,Q17,"Nettoformue ultimo året, ekskl. pensionsformue — 17/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 17/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 17/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1448728,948861,0.105094
LAB_assets_Q28,LAB,assets,Q28,"Nettoformue ultimo året, ekskl. pensionsformue — 28/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 28/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 28/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,8286615,3580535,0.396573
LAB_assets_Q32,LAB,assets,Q32,"Nettoformue ultimo året, ekskl. pensionsformue — 32/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 32/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 32/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,6334647,3366598,0.372878
LAB_assets_Q34,LAB,assets,Q34,"Nettoformue ultimo året, ekskl. pensionsformue — 34/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 34/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 34/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,8681322,3834501,0.424702
LAB_assets_Q24,LAB,assets,Q24,"Nettoformue ultimo året, ekskl. pensionsformue — 24/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 24/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 24/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,4833315,2575019,0.285204
LAB_assets_Q33,LAB,assets,Q33,"Nettoformue ultimo året, ekskl. pensionsformue — 33/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 33/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 33/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,7100678,3821540,0.423267
LAB_assets_Q8,LAB,assets,Q8,"Nettoformue ultimo året, ekskl. pensionsformue — 8/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 8/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 8/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,797120,502600,0.055667
LAB_assets_Q6,LAB,assets,Q6,"Nettoformue ultimo året, ekskl. pensionsformue — 6/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 6/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 6/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,735850,440401,0.048778
LAB_assets_Q9,LAB,assets,Q9,"Nettoformue ultimo året, ekskl. pensionsformue — 9/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 9/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 9/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,834682,536320,0.059402
LAB_assets_Q72,LAB,assets,Q72,"Nettoformue ultimo året, ekskl. pensionsformue — 72/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 72/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 72/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,911221,597846,0.066216
LAB_assets_Q58,LAB,assets,Q58,"Nettoformue ultimo året, ekskl. pensionsformue — 58/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 58/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 58/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1177449,813839,0.090139
LAB_assets_Q65,LAB,assets,Q65,"Nettoformue ultimo året, ekskl. pensionsformue — 65/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 65/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 65/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1029665,697488,0.077252
LAB_assets_Q62,LAB,assets,Q62,"Nettoformue ultimo året, ekskl. pensionsformue — 62/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 62/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 62/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1091414,745932,0.082618
LAB_assets_Q63,LAB,assets,Q63,"Nettoformue ultimo året, ekskl. pensionsformue — 63/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 63/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 63/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1070827,728994,0.080742
LAB_assets_Q60,LAB,assets,Q60,"Nettoformue ultimo året, ekskl. pensionsformue — 60/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 60/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 60/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1132745,778854,0.086264
LAB_assets_Q68,LAB,assets,Q68,"Nettoformue ultimo året, ekskl. pensionsformue — 68/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 68/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 68/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,975129,652752,0.072298
LAB_assets_Q57,LAB,assets,Q57,"Nettoformue ultimo året, ekskl. pensionsformue — 57/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 57/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 57/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1202256,833207,0.092284
LAB_assets_Q61,LAB,assets,Q61,"Nettoformue ultimo året, ekskl. pensionsformue — 61/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 61/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 61/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1110153,761576,0.084351
LAB_assets_Q82,LAB,assets,Q82,"Nettoformue ultimo året, ekskl. pensionsformue — 82/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 82/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 82/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,775980,468782,0.051921
LAB_assets_Q73,LAB,assets,Q73,"Nettoformue ultimo året, ekskl. pensionsformue — 73/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 73/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 73/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,895614,584923,0.064785
LAB_assets_Q66,LAB,assets,Q66,"Nettoformue ultimo året, ekskl. pensionsformue — 66/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 66/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 66/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1012238,682454,0.075587
LAB_assets_Q50,LAB,assets,Q50,"Nettoformue ultimo året, ekskl. pensionsformue — 50/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 50/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 50/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1404420,985161,0.109115
LAB_assets_Q49,LAB,assets,Q49,"Nettoformue ultimo året, ekskl. pensionsformue — 49/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 49/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 49/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1445474,1013869,0.112294
LAB_assets_Q16,LAB,assets,Q16,"Nettoformue ultimo året, ekskl. pensionsformue — 16/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 16/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 16/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1323672,874623,0.096872
LAB_assets_Q70,LAB,assets,Q70,"Nettoformue ultimo året, ekskl. pensionsformue — 70/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 70/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 70/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,942075,625538,0.069283
LAB_assets_Q42,LAB,assets,Q42,"Nettoformue ultimo året, ekskl. pensionsformue — 42/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 42/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 42/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1930603,1328559,0.147149
LAB_assets_Q40,LAB,assets,Q40,"Nettoformue ultimo året, ekskl. pensionsformue — 40/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 40/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 40/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,2245256,1512138,0.167482
LAB_assets_Q64,LAB,assets,Q64,"Nettoformue ultimo året, ekskl. pensionsformue — 64/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 64/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 64/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1051574,713658,0.079043
LAB_assets_Q59,LAB,assets,Q59,"Nettoformue ultimo året, ekskl. pensionsformue — 59/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 59/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 59/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1155638,796653,0.088236
LAB_assets_Q69,LAB,assets,Q69,"Nettoformue ultimo året, ekskl. pensionsformue — 69/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 69/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 69/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,958233,638967,0.070771
LAB_assets_Q87,LAB,assets,Q87,"Nettoformue ultimo året, ekskl. pensionsformue — 87/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 87/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 87/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,725578,403785,0.044722
LAB_assets_Q84,LAB,assets,Q84,"Nettoformue ultimo året, ekskl. pensionsformue — 84/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 84/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 84/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,755588,444213,0.0492
LAB_assets_Q35,LAB,assets,Q35,"Nettoformue ultimo året, ekskl. pensionsformue — 35/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 35/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 35/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,7169927,3347711,0.370786
LAB_assets_Q44,LAB,assets,Q44,"Nettoformue ultimo året, ekskl. pensionsformue — 44/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 44/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 44/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1729147,1203080,0.133251
LAB_assets_Q81,LAB,assets,Q81,"Nettoformue ultimo året, ekskl. pensionsformue — 81/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 81/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 81/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,789051,483101,0.053507
LAB_assets_Q39,LAB,assets,Q39,"Nettoformue ultimo året, ekskl. pensionsformue — 39/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 39/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 39/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,2505547,1653210,0.183106
LAB_assets_Q85,LAB,assets,Q85,"Nettoformue ultimo året, ekskl. pensionsformue — 85/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 85/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 85/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,744976,431682,0.047812
LAB_assets_Q38,LAB,assets,Q38,"Nettoformue ultimo året, ekskl. pensionsformue — 38/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 38/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 38/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,2919050,1845525,0.204407
LAB_assets_Q37,LAB,assets,Q37,"Nettoformue ultimo året, ekskl. pensionsformue — 37/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 37/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 37/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,3512957,2110542,0.23376
LAB_assets_Q2,LAB,assets,Q2,"Nettoformue ultimo året, ekskl. pensionsformue — 2/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 2/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 2/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,655830,280843,0.031106
LAB_assets_Q52,LAB,assets,Q52,"Nettoformue ultimo året, ekskl. pensionsformue — 52/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 52/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 52/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1336484,936403,0.103714
LAB_assets_Q51,LAB,assets,Q51,"Nettoformue ultimo året, ekskl. pensionsformue — 51/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 51/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 51/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1369368,960881,0.106425
LAB_assets_Q48,LAB,assets,Q48,"Nettoformue ultimo året, ekskl. pensionsformue — 48/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 48/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 48/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1487875,1043778,0.115607
LAB_assets_Q46,LAB,assets,Q46,"Nettoformue ultimo året, ekskl. pensionsformue — 46/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 46/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 46/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1591688,1114440,0.123433
LAB_assets_Q45,LAB,assets,Q45,"Nettoformue ultimo året, ekskl. pensionsformue — 45/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 45/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 45/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1656375,1156743,0.128119
LAB_assets_Q41,LAB,assets,Q41,"Nettoformue ultimo året, ekskl. pensionsformue — 41/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 41/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 41/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,2065039,1408783,0.156034
LAB_assets_Q47,LAB,assets,Q47,"Nettoformue ultimo året, ekskl. pensionsformue — 47/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 47/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 47/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1537090,1077677,0.119361
LAB_assets_Q43,LAB,assets,Q43,"Nettoformue ultimo året, ekskl. pensionsformue — 43/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 43/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 43/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1821780,1261703,0.139744
LAB_assets_Q53,LAB,assets,Q53,"Nettoformue ultimo året, ekskl. pensionsformue — 53/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 53/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 53/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1307709,914064,0.10124
LAB_assets_Q56,LAB,assets,Q56,"Nettoformue ultimo året, ekskl. pensionsformue — 56/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 56/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 56/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1225923,850861,0.09424
LAB_assets_Q54,LAB,assets,Q54,"Nettoformue ultimo året, ekskl. pensionsformue — 54/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 54/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 54/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1279731,892943,0.098901
LAB_assets_Q20,LAB,assets,Q20,"Nettoformue ultimo året, ekskl. pensionsformue — 20/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 20/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 20/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1999892,1261994,0.139776
LAB_assets_Q10,LAB,assets,Q10,"Nettoformue ultimo året, ekskl. pensionsformue — 10/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 10/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 10/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,878374,572939,0.063458
LAB_assets_Q13,LAB,assets,Q13,"Nettoformue ultimo året, ekskl. pensionsformue — 13/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 13/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 13/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1052798,699113,0.077432
LAB_assets_Q7,LAB,assets,Q7,"Nettoformue ultimo året, ekskl. pensionsformue — 7/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 7/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 7/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,764686,471374,0.052209
LAB_assets_Q77,LAB,assets,Q77,"Nettoformue ultimo året, ekskl. pensionsformue — 77/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 77/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 77/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,838830,533004,0.059035
LAB_assets_Q71,LAB,assets,Q71,"Nettoformue ultimo året, ekskl. pensionsformue — 71/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 71/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 71/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,925008,610210,0.067586
LAB_assets_Q67,LAB,assets,Q67,"Nettoformue ultimo året, ekskl. pensionsformue — 67/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 67/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 67/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,993653,667882,0.073973
LAB_assets_Q36,LAB,assets,Q36,"Nettoformue ultimo året, ekskl. pensionsformue — 36/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 36/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 36/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,4530363,2527965,0.279993
LAB_assets_Q1,LAB,assets,Q1,"Nettoformue ultimo året, ekskl. pensionsformue — 1/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 1/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 1/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,644697,168428,0.018655
LAB_assets_Q11,LAB,assets,Q11,"Nettoformue ultimo året, ekskl. pensionsformue — 11/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 11/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 11/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,927536,610259,0.067591
LAB_assets_Q55,LAB,assets,Q55,"Nettoformue ultimo året, ekskl. pensionsformue — 55/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 55/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 55/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,1252115,871807,0.09656
LAB_assets_Q74,LAB,assets,Q74,"Nettoformue ultimo året, ekskl. pensionsformue — 74/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 74/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 74/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,880017,570841,0.063225
LAB_assets_Q95,LAB,assets,Q95,"Nettoformue ultimo året, ekskl. pensionsformue — 95/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 95/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 95/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,663363,264598,0.029306
LAB_assets_Q98,LAB,assets,Q98,"Nettoformue ultimo året, ekskl. pensionsformue — 98/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 98/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 98/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,647000,175092,0.019393
LAB_assets_Q96,LAB,assets,Q96,"Nettoformue ultimo året, ekskl. pensionsformue — 96/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 96/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 96/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,657687,238884,0.026458
LAB_assets_Q91,LAB,assets,Q91,"Nettoformue ultimo året, ekskl. pensionsformue — 91/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 91/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 91/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,691095,343212,0.038014
LAB_assets_Q78,LAB,assets,Q78,"Nettoformue ultimo året, ekskl. pensionsformue — 78/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 78/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 78/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,825573,519243,0.05751
LAB_assets_Q75,LAB,assets,Q75,"Nettoformue ultimo året, ekskl. pensionsformue — 75/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 75/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 75/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,865062,557855,0.061787
LAB_assets_Q79,LAB,assets,Q79,"Nettoformue ultimo året, ekskl. pensionsformue — 79/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 79/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 79/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,812299,507325,0.05619
LAB_assets_Q83,LAB,assets,Q83,"Nettoformue ultimo året, ekskl. pensionsformue — 83/100 kvantil","Nettoformue ultimo året, ekskl. pensionsformue — 83/100 kvantil",,,Net residual wealth at end of year (excl. pension assets) — 83/100 quantile,,,dst_times_formrest_ny05,manual_update,high,english,,,766116,457322,0.050652
